avibase_id,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB
AVIBASE-653D9BD0,167.175,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-575C66D2,76.2,0.0,2000.0,2000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-3D67C56A,145.95,500.0,1500.0,2000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-3C8C3A31,121.8,0.0,2100.0,2100.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-BF0A0954,83.5,0.0,4200.0,4200.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-07DD8007,37.5,0.0,900.0,900.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-F0677C4B,41.96,0.0,1000.0,1000.0,Forest,Carnivore,PL,No,Invertivore
AVIBASE-83A0647B,43.76,0.0,900.0,900.0,Shrubland,Carnivore,PL,No,Invertivore
AVIBASE-6AA111B5,103.85,0.0,2800.0,2800.0,Forest,Carnivore,HC,No,Invertivore
AVIBASE-239A7DE6,,0.0,2000.0,2000.0,Forest,Carnivore,PL,No,Invertivore
AVIBASE-1AE8B7CD,102.4,0.0,800.0,800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-5426F64E,53.125,0.0,950.0,950.0,Woodland,Carnivore,PL,No,Invertivore
AVIBASE-0CF12F81,56.73333,0.0,2500.0,2500.0,Woodland,Carnivore,PL,No,Invertivore
AVIBASE-BBA3CB9A,52.46667,0.0,900.0,900.0,Forest,Carnivore,PL,No,Invertivore
AVIBASE-84F096F7,66.85,0.0,1250.0,1250.0,Coastal,Carnivore,PL,No,Invertivore
AVIBASE-8DCC542B,70.0,0.0,400.0,400.0,Forest,Carnivore,HC,No,Invertivore
AVIBASE-41E9F54B,53.2,0.0,2400.0,2400.0,Forest,Carnivore,"HC,PL",No,Invertivore
AVIBASE-618790D9,51.0,0.0,1800.0,1800.0,Forest,Carnivore,PL,No,Invertivore
AVIBASE-9580F5D9,159.5,0.0,1500.0,1500.0,Forest,Carnivore,SA,No,Vertivore
AVIBASE-AB5C68F1,128.0,0.0,900.0,900.0,Forest,Carnivore,PL,No,Vertivore
AVIBASE-ECDCF2B9,95.5,0.0,1200.0,1200.0,Forest,Carnivore,PL,No,Vertivore
AVIBASE-107F0A70,172.16667,0.0,1250.0,1250.0,Woodland,Carnivore,SA,No,Omnivore
AVIBASE-7390B9DD,100.0,0.0,27.0,27.0,Shrubland,Carnivore,,No,Omnivore
AVIBASE-3B78A0C9,86.0,0.0,900.0,900.0,Forest,Carnivore,PL,No,Vertivore
AVIBASE-C6180718,101.93333,0.0,2200.0,2200.0,Woodland,Carnivore,PL,No,Invertivore
AVIBASE-2AD52363,104.0,0.0,1600.0,1600.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-FADB9F50,49.075,0.0,1450.0,1450.0,Forest,Herbivore,NO,No,Frugivore
AVIBASE-61503588,230.0,0.0,1800.0,1800.0,Forest,Herbivore,NO,No,Frugivore
AVIBASE-8D85687A,199.875,0.0,1400.0,1400.0,Forest,Herbivore,NO,No,Frugivore
AVIBASE-8D85687A,239.33333,0.0,1500.0,1500.0,Forest,Herbivore,NO,No,Frugivore
AVIBASE-3BD58F08,113.5,,,,Forest,Carnivore,NO,No,Invertivore
AVIBASE-D9638667,680.5,0.0,,,Forest,Herbivore,NO,No,Frugivore
AVIBASE-DD1544E8,25.6,0.0,2500.0,2500.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-A6C03533,22.2,0.0,700.0,700.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-0482FA7E,32.44,0.0,1200.0,1200.0,Shrubland,Carnivore,NO,No,Invertivore
AVIBASE-1FACD210,27.92,0.0,3000.0,3000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-A4427701,29.25,,,,Forest,Carnivore,NO,No,Invertivore
AVIBASE-1B309CB5,38.0,0.0,3000.0,3000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-14B0CB57,31.25,0.0,70.0,70.0,Forest,Carnivore,,No,Invertivore
AVIBASE-91248B47,24.2,0.0,,,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-087C279E,32.0,,,,Shrubland,Carnivore,NO,No,Invertivore
AVIBASE-4049465F,22.25,1600.0,1000.0,2600.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-19268395,33.35,0.0,1920.0,1920.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-AD3C4F31,20.225,500.0,1500.0,2000.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-9C8CCBA3,18.6,,,,Forest,Carnivore,NO,No,Invertivore
AVIBASE-D2B68684,90.5,0.0,,,Forest,Carnivore,NO,No,Invertivore
AVIBASE-22208B0E,112.75,0.0,1500.0,1500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-26360764,31.5,1200.0,900.0,2100.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-D86848D4,53.8,1500.0,1500.0,3000.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-9E932BD4,32.95,0.0,900.0,900.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-54089C78,25.75,0.0,3000.0,3000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-84D36C76,24.885,400.0,1900.0,2300.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-05824D50,35.0,0.0,1300.0,1300.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-3523C73F,35.8,0.0,1500.0,1500.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-D64491E4,57.0,,,,Forest,Carnivore,NO,No,Invertivore
AVIBASE-D64491E4,54.9,,,,Forest,Carnivore,,No,Invertivore
AVIBASE-CB8FBD65,65.83333,,,,Forest,Carnivore,NO,No,Invertivore
AVIBASE-B8D42059,58.0,0.0,2800.0,2800.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-7187E85C,38.48,0.0,1000.0,1000.0,Forest,Carnivore,,No,Invertivore
AVIBASE-A6A5EE59,31.65,0.0,2100.0,2100.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-89141C11,34.96667,200.0,1600.0,1800.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-1D90D496,29.7,100.0,1100.0,1200.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-7B055529,58.2,0.0,900.0,900.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-CC033E81,144.75,900.0,2600.0,3500.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-985D5E9E,137.0,800.0,1200.0,2000.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-0880DDC8,101.5,0.0,1000.0,1000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-207B3537,120.15,,,2800.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-0A04334E,78.25,0.0,2400.0,2400.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-FBCC3C2F,69.25,0.0,1700.0,1700.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-099F2928,81.1,200.0,2100.0,2300.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-EDB84334,86.86667,0.0,2000.0,2000.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-26A34DA5,75.83333,1000.0,2000.0,3000.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-FF41B79F,51.5,1200.0,2460.0,3660.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-D2EB8DC9,85.0,500.0,900.0,1400.0,Forest,Carnivore,,No,Invertivore
AVIBASE-5CFEDF61,120.5,0.0,2100.0,2100.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-C2E0717C,62.0,0.0,1950.0,1950.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-66931B3F,105.0,,,,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-565F83B3,94.86667,0.0,4500.0,4500.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-6A735030,102.26667,1400.0,600.0,2000.0,Woodland,Carnivore,NO,No,Invertivore
AVIBASE-BC2989BC,78.0,500.0,2250.0,2750.0,Forest,Carnivore,NO,No,Invertivore
AVIBASE-B3D2C3C5,116.25,0.0,3800.0,3800.0,Forest,Carnivore,O,No,Invertivore
AVIBASE-AD251783,171.0,,,,Forest,Carnivore,,No,Invertivore
AVIBASE-ABDA1FE5,107.0,0.0,150.0,150.0,Forest,Carnivore,PL,No,Invertivore
AVIBASE-9963109A,148.0,0.0,1200.0,1200.0,Forest,Carnivore,PL,Partial,Invertivore
AVIBASE-E3662B23,139.0,0.0,130.0,130.0,Shrubland,Carnivore,PL,No,Invertivore
AVIBASE-06AC42C7,347.0,3800.0,2200.0,6000.0,Grassland,Herbivore,SC,No,Omnivore
AVIBASE-BDCB55F1,250.0,1850.0,1400.0,3250.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-493C4CF8,308.75,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-AAEF597A,172.66667,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-F5DE9155,211.5,0.0,1500.0,1500.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-942BC618,277.8,0.0,1000.0,1000.0,Desert,Herbivore,SC,No,Granivore
AVIBASE-06B41945,427.5,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-8B6EA5FA,342.5,800.0,1200.0,2000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-90194DA5,280.0,0.0,1200.0,1200.0,Desert,Herbivore,SC,No,Granivore
AVIBASE-70AFED2C,180.83333,0.0,1600.0,1600.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-AFBB3FB7,212.5,0.0,1200.0,1200.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-F3715F7B,211.25,0.0,1800.0,1800.0,Desert,Herbivore,SC,No,Granivore
AVIBASE-03CF8CB5,185.5,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-461482EA,179.62667,0.0,500.0,500.0,Shrubland,Herbivore,SC,No,Granivore
AVIBASE-54059277,233.8,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-176A4101,184.4,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-BBA263C2,349.4,0.0,3000.0,3000.0,Rock,Herbivore,CP,No,Granivore
AVIBASE-BF20B94D,238.682,1500.0,4600.0,6100.0,Rock,Herbivore,PL,No,Granivore
AVIBASE-F5750571,284.75,3000.0,2000.0,5000.0,Rock,Herbivore,PL,No,Granivore
AVIBASE-A6EA9F02,307.5,0.0,3000.0,3000.0,Woodland,Herbivore,"PL,SC",No,Granivore
AVIBASE-DD7C4C78,277.0,2400.0,2000.0,4400.0,Woodland,Herbivore,CR,No,Granivore
AVIBASE-68E4C0D1,300.25,,,2300.0,Grassland,Herbivore,CR,No,Granivore
AVIBASE-38AA824B,200.25,0.0,2000.0,2000.0,Grassland,Herbivore,CV,No,Granivore
AVIBASE-37B66CCF,,75.0,675.0,750.0,Rock,Herbivore,PL,No,Granivore
AVIBASE-760F307A,487.0,0.0,1600.0,1600.0,Woodland,Herbivore,PL,No,Omnivore
AVIBASE-BAAC66AF,456.82,0.0,850.0,850.0,Forest,Herbivore,"CR,PL",No,Frugivore
AVIBASE-1ED914E6,360.0,1300.0,200.0,1500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-396E6311,400.0,0.0,1600.0,1600.0,Forest,Herbivore,,No,Frugivore
AVIBASE-1A145C89,401.5,0.0,1600.0,1600.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-EEDB8253,354.33333,1400.0,1800.0,3200.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-757ABA94,,1000.0,1500.0,2500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-8288E54D,466.66667,0.0,2024.0,2024.0,Forest,Herbivore,,No,Frugivore
AVIBASE-05BBFC8E,,0.0,1750.0,1750.0,Forest,Herbivore,,No,Frugivore
AVIBASE-3503F769,,1800.0,2200.0,4000.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-A1B9BB88,302.5,700.0,1100.0,1800.0,Forest,Herbivore,,No,Frugivore
AVIBASE-6E814856,330.0,1200.0,2000.0,3200.0,Forest,Herbivore,,No,Frugivore
AVIBASE-5813ADBE,379.0,0.0,2000.0,2000.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-EEEDA1B2,,1000.0,1100.0,2100.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-D5C3E9C9,440.0,0.0,1600.0,1600.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-036DC7FC,,0.0,100.0,100.0,Coastal,Herbivore,PL,No,Frugivore
AVIBASE-95059E5A,515.0,,,,Forest,Herbivore,,No,Frugivore
AVIBASE-E2209F71,397.0,,,,Forest,Herbivore,CV,No,Granivore
AVIBASE-0EFF2CA3,,,,,Forest,,,No,
AVIBASE-33D2620F,,,,,Forest,,,No,
AVIBASE-CE7203C7,372.83333,0.0,2750.0,2750.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-8F3CF81A,359.0,0.0,1000.0,1000.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-3C0E1CD4,459.0,0.0,1300.0,1300.0,Forest,Herbivore,,No,Omnivore
AVIBASE-870E4DDA,149.5,500.0,2300.0,2800.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-3FC9BA60,126.0,0.0,1500.0,1500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-E6393B15,,400.0,100.0,500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-B01378DF,,,,,Forest,Herbivore,,No,Omnivore
AVIBASE-EE40DDB6,163.5,0.0,3030.0,3030.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-D397FE25,298.0,0.0,,,Forest,Herbivore,SA,No,Omnivore
AVIBASE-5F571C8A,242.33333,0.0,1500.0,1500.0,Coastal,Herbivore,PL,No,Frugivore
AVIBASE-D15BB73D,311.5,0.0,2000.0,2000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-3EAF0903,279.0,0.0,1524.0,1524.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-C7405D19,320.0,0.0,1100.0,1100.0,Woodland,Herbivore,PL,No,Omnivore
AVIBASE-A87AEB78,272.5,0.0,400.0,400.0,Shrubland,Herbivore,PL,No,Omnivore
AVIBASE-CC3675BF,347.0,0.0,1000.0,1000.0,Woodland,Herbivore,,No,Granivore
AVIBASE-9DAE7539,,2000.0,2200.0,4200.0,Forest,Herbivore,,No,Granivore
AVIBASE-0693123F,364.0,0.0,3500.0,3500.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-3B008E78,315.0,750.0,2950.0,3700.0,Woodland,Herbivore,,No,Omnivore
AVIBASE-2BD38691,270.0,0.0,1600.0,1600.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-05E3F3DF,250.0,150.0,1850.0,2000.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-A8908194,232.16667,0.0,800.0,800.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-F8174D40,274.4,0.0,2100.0,2100.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-2328CDB8,265.0,850.0,1550.0,2400.0,Forest,Herbivore,,No,Granivore
AVIBASE-C4BD9E16,326.66667,0.0,2000.0,2000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-CD161B09,184.66667,200.0,1700.0,1900.0,Forest,Herbivore,,No,Frugivore
AVIBASE-F4F72BD9,155.5,0.0,1500.0,1500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-1D706BD0,161.33333,0.0,1500.0,1500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-A057002F,,0.0,1500.0,1500.0,Forest,Herbivore,,No,Frugivore
AVIBASE-CDDEA7EB,171.33333,0.0,2000.0,2000.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-E54E8DE6,,,,,Forest,,,No,
AVIBASE-2BB91092,,,,,Forest,,,No,
AVIBASE-602F4DD0,308.0,300.0,500.0,800.0,Forest,Herbivore,,No,Omnivore
AVIBASE-5788552B,127.5,0.0,1300.0,1300.0,Woodland,Herbivore,"PL,O",No,Granivore
AVIBASE-8770C6A7,181.66667,1800.0,1400.0,3200.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-3D386DBA,161.0,,,1200.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-6658BAC5,234.83333,0.0,4000.0,4000.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-DFC8E556,157.0,600.0,200.0,800.0,Coastal,Herbivore,PL,No,Granivore
AVIBASE-E9FDB2B9,157.0,0.0,600.0,600.0,Grassland,Herbivore,,No,Granivore
AVIBASE-0C1EFC9B,179.66667,0.0,2400.0,2400.0,Grassland,Herbivore,PL,No,Granivore
AVIBASE-4B62C0C3,,0.0,500.0,500.0,Grassland,Herbivore,PL,No,Granivore
AVIBASE-273A4A2F,152.33333,0.0,1000.0,1000.0,Shrubland,Herbivore,CP,No,Granivore
AVIBASE-65FE8029,117.33333,0.0,750.0,750.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-70BD722B,168.83333,0.0,1400.0,1400.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-9888B3AE,210.33333,0.0,2100.0,2100.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-AB937AEB,144.66667,0.0,1000.0,1000.0,Woodland,Herbivore,,No,Granivore
AVIBASE-DDEF7228,105.66667,0.0,2000.0,2000.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-BC140778,109.33333,0.0,1300.0,1300.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-BAD2AC99,156.66667,0.0,1000.0,1000.0,Forest,Herbivore,,No,Granivore
AVIBASE-AEF9E7D3,,0.0,2900.0,2900.0,Woodland,Herbivore,,No,Granivore
AVIBASE-B2D6AB06,105.0,0.0,3000.0,3000.0,Grassland,Herbivore,PL,No,Granivore
AVIBASE-C0181886,165.66667,450.0,2550.0,3000.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-FD516092,174.0,0.0,1800.0,1800.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-A8BFA3EA,143.0,0.0,2000.0,2000.0,Woodland,Herbivore,PL,No,Frugivore
AVIBASE-4254A9CB,161.0,300.0,1220.0,1520.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-F30B6A47,,0.0,1520.0,1520.0,Forest,Herbivore,,No,Frugivore
AVIBASE-94D0405A,,0.0,1520.0,1520.0,Forest,Herbivore,,No,Frugivore
AVIBASE-E3CD28EA,,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-DA25D77D,,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-EDF138FC,,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-C1066969,178.0,0.0,2000.0,2000.0,Forest,Herbivore,SC,No,Frugivore
AVIBASE-1CFF2F57,211.0,0.0,1000.0,1000.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-DC1A2059,257.5,0.0,500.0,500.0,Forest,Herbivore,,No,Frugivore
AVIBASE-8BA75FED,86.7,0.0,2600.0,2600.0,Forest,Herbivore,,No,Frugivore
AVIBASE-A497EDE2,86.8,200.0,1395.0,1595.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-890C54C3,82.43333,300.0,2200.0,2500.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-DA7BFF77,240.0,0.0,3380.0,3380.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-567966D3,302.66667,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-F7DED186,259.0,0.0,1100.0,1100.0,Forest,Herbivore,,No,Frugivore
AVIBASE-D14CE6AB,212.5,0.0,800.0,800.0,Forest,Herbivore,,No,Frugivore
AVIBASE-E9B2FCFC,,0.0,900.0,900.0,Forest,Herbivore,,No,Frugivore
AVIBASE-A8B4CB21,,0.0,1100.0,1100.0,Forest,Herbivore,,No,Frugivore
AVIBASE-BDF442F2,65.36667,0.0,1650.0,1650.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-72B71F11,62.5,0.0,1800.0,1800.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-23D5FC36,61.4,0.0,2000.0,2000.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-7308278F,69.23333,0.0,3000.0,3000.0,Forest,Herbivore,"PL,O",No,Granivore
AVIBASE-0CA6EE59,121.2,0.0,750.0,750.0,Forest,Omnivore,CP,No,Omnivore
AVIBASE-DDC2CC92,39.33333,0.0,1600.0,1600.0,Grassland,Herbivore,PL,No,Granivore
AVIBASE-05E5E8F6,130.5,0.0,2200.0,2200.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-826A9742,146.0,0.0,1300.0,1300.0,Forest,Herbivore,CP,No,Granivore
AVIBASE-7330DBCF,122.0,0.0,750.0,750.0,Forest,Herbivore,,No,Granivore
AVIBASE-A91318C0,247.0,0.0,1200.0,1200.0,Forest,Omnivore,PL,No,Omnivore
AVIBASE-0165D38B,247.0,0.0,700.0,700.0,Forest,Omnivore,,No,Omnivore
AVIBASE-8D30DDA6,341.25,0.0,1000.0,1000.0,Forest,Herbivore,"PL,O",No,Granivore
AVIBASE-020BE546,201.25,0.0,1000.0,1000.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-9560088E,286.16667,0.0,1000.0,1000.0,Grassland,Herbivore,,No,Granivore
AVIBASE-245D312A,201.0,0.0,1000.0,1000.0,Grassland,Herbivore,PL,No,Omnivore
AVIBASE-89DA10B8,95.75,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore
AVIBASE-AD62DDA5,215.5,0.0,1000.0,1000.0,Woodland,Herbivore,SC,No,Granivore
AVIBASE-888803D1,198.16667,0.0,250.0,250.0,Forest,Herbivore,SC,No,Granivore
AVIBASE-7EFA1E93,375.75,0.0,700.0,700.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-E91C72D9,401.66667,0.0,900.0,900.0,Forest,Herbivore,PL,No,Omnivore
AVIBASE-9D10537C,154.0,0.0,500.0,500.0,Rock,Herbivore,PL,No,Granivore
AVIBASE-5AC3491A,130.5,0.0,500.0,500.0,Rock,Herbivore,PL,No,Granivore
AVIBASE-4A80DFC5,33.5,0.0,1000.0,1000.0,Grassland,Herbivore,PL,No,Granivore
AVIBASE-91C3A5E9,61.0,0.0,900.0,900.0,Woodland,Herbivore,,No,Granivore
AVIBASE-8DF7FC3F,53.5,0.0,1000.0,1000.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-745E4C3D,53.25,0.0,1400.0,1400.0,Woodland,Herbivore,,No,Granivore
AVIBASE-A39F91F0,128.66667,0.0,1000.0,1000.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-BFE74235,45.16667,0.0,3000.0,3000.0,Woodland,Herbivore,HC,No,Granivore
AVIBASE-26085D75,54.0,0.0,1200.0,1200.0,Grassland,Herbivore,CP,No,Granivore
AVIBASE-F9AED548,32.5,0.0,2500.0,2500.0,Grassland,Herbivore,HC,No,Granivore
AVIBASE-37691FA2,33.4,0.0,1400.0,1400.0,Shrubland,Herbivore,HC,No,Granivore
AVIBASE-19BFB346,49.16667,0.0,2000.0,2000.0,Forest,Herbivore,CP,No,Granivore
AVIBASE-ADD11A5F,46.16667,0.0,2600.0,2600.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-C5E145EC,48.2,0.0,3700.0,3700.0,Grassland,Herbivore,,No,Granivore
AVIBASE-E981792A,48.475,0.0,2400.0,2400.0,Grassland,Herbivore,,No,Granivore
AVIBASE-C6FA453A,,,,800.0,Shrubland,Herbivore,,No,Granivore
AVIBASE-C4C9F313,73.75,0.0,1300.0,1300.0,Forest,Herbivore,SA,No,Granivore
AVIBASE-1652D541,225.0,0.0,1400.0,1400.0,Forest,Herbivore,,No,Granivore
AVIBASE-B3FE23FB,91.23333,900.0,2100.0,3000.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-2F40A0F8,57.5,2000.0,2500.0,4500.0,Grassland,Herbivore,CV,No,Granivore
AVIBASE-D6484023,28.6,1800.0,1400.0,3200.0,Grassland,Herbivore,CV,No,Granivore
AVIBASE-C28815B3,102.21667,900.0,4000.0,4900.0,Grassland,Herbivore,,No,Granivore
AVIBASE-A12A84C3,64.1,2800.0,2200.0,5000.0,Grassland,Herbivore,,No,Granivore
AVIBASE-B83876CC,35.2,0.0,1100.0,1100.0,Grassland,Herbivore,,No,Granivore
AVIBASE-F117ED15,244.5,0.0,500.0,500.0,Forest,Herbivore,,No,Omnivore
AVIBASE-B18C3C10,142.0,200.0,900.0,1100.0,Forest,Omnivore,,No,Omnivore
AVIBASE-B6C1516E,171.2,,,1100.0,Forest,Omnivore,PL,No,Omnivore
AVIBASE-CA19EB97,225.0,100.0,1700.0,1800.0,Forest,Herbivore,,No,Granivore
AVIBASE-4817EC01,125.03333,0.0,2600.0,2600.0,Forest,Herbivore,"CP,PL",No,Omnivore
AVIBASE-39197875,120.0,0.0,1650.0,1650.0,Forest,Herbivore,,No,Granivore
AVIBASE-947E8D75,201.0,0.0,1200.0,1200.0,Forest,Herbivore,,No,Granivore
AVIBASE-6200936B,162.5,0.0,1685.0,1685.0,Forest,Omnivore,CP,No,Omnivore
AVIBASE-913CBCDF,160.5,0.0,500.0,500.0,Woodland,Herbivore,,No,Granivore
AVIBASE-CA7BC4DA,197.0,0.0,600.0,600.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-BB65071B,152.5,0.0,900.0,900.0,Forest,Herbivore,,No,Granivore
AVIBASE-6141E8C8,151.0,0.0,2200.0,2200.0,Forest,Herbivore,HC,No,Granivore
AVIBASE-BAB92B27,218.0,900.0,1900.0,2800.0,Forest,Herbivore,,No,Granivore
AVIBASE-684B9362,149.0,0.0,550.0,550.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-41E03340,172.0,0.0,2600.0,2600.0,Forest,Herbivore,,No,Granivore
AVIBASE-D4CDB0EA,143.0,0.0,800.0,800.0,Forest,Herbivore,,No,Granivore
AVIBASE-CC39ED20,161.0,0.0,750.0,750.0,Forest,Herbivore,,No,Granivore
AVIBASE-4A922076,200.0,0.0,150.0,150.0,Woodland,Herbivore,PL,No,Granivore
AVIBASE-401B5C83,161.18333,0.0,2000.0,2000.0,Shrubland,Herbivore,PL,No,Granivore
AVIBASE-34B0DFFA,150.16667,0.0,1400.0,1400.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-597CE4E8,146.0,500.0,1300.0,1800.0,Forest,Herbivore,,No,Granivore
AVIBASE-52700241,154.5,1200.0,1300.0,2500.0,Forest,Herbivore,,No,Granivore
AVIBASE-3A16532D,270.5,350.0,1750.0,2100.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-944159C3,287.0,1000.0,2000.0,3000.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-DCC794E5,220.0,400.0,700.0,1100.0,Forest,Herbivore,HC,No,Granivore
AVIBASE-AE2BFE95,276.75,1000.0,1700.0,2700.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-ADE69C27,295.0,900.0,2100.0,3000.0,Forest,Herbivore,PL,No,Granivore
AVIBASE-A7F898C1,267.33333,0.0,2500.0,2500.0,Forest,Herbivore,CP,No,Granivore
AVIBASE-E9476773,301.5,600.0,1900.0,2500.0,Forest,Herbivore,HC,No,Granivore
