avibase_id,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB
AVIBASE-E3F6238A,6.2,0.0,2000.0,2000.0,Shrubland,Carnivore,PN,No,Invertivore
AVIBASE-8BCDA657,6.5,0.0,200.0,200.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-35626642,6.96667,0.0,400.0,400.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-6D2F0F0B,7.0,0.0,1300.0,1300.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-3951009E,6.25,0.0,1500.0,1500.0,Woodland,Carnivore,PN,No,Invertivore
AVIBASE-8D786D76,23.73333,0.0,1200.0,1200.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-53F7D92C,30.71667,250.0,130.0,380.0,Forest,Carnivore,,No,Invertivore
AVIBASE-BD2E79A9,25.0,0.0,1100.0,1100.0,Forest,Carnivore,,No,Invertivore
AVIBASE-25B7AC2F,26.0,0.0,2100.0,2100.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-B8F480C4,22.775,750.0,1550.0,2300.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-776DE49E,19.25,0.0,600.0,600.0,Forest,Carnivore,SP,No,Invertivore
AVIBASE-5BC79C41,21.4,0.0,600.0,600.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-90069CDD,14.5,0.0,1500.0,1500.0,Woodland,Carnivore,PN,No,Invertivore
AVIBASE-E9FEA494,12.75,,,400.0,Forest,Carnivore,,No,Invertivore
AVIBASE-F822D4C3,15.0,0.0,1000.0,1000.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-F941611E,14.66667,0.0,1000.0,1000.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-672EA938,10.8,0.0,600.0,600.0,Forest,Carnivore,PN,No,Invertivore
AVIBASE-E0B5F9D3,13.25,0.0,800.0,800.0,Woodland,Carnivore,PN,No,Invertivore
AVIBASE-737A9431,13.7,,,1100.0,Riverine,Carnivore,,No,Invertivore
AVIBASE-9AD71DF9,20.0,550.0,350.0,900.0,Forest,Omnivore,,No,Omnivore
AVIBASE-38DF7456,11.26667,0.0,900.0,900.0,Forest,Carnivore,,No,Invertivore
AVIBASE-BEA50A11,9.9,0.0,1500.0,1500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-EBAE6077,9.75,0.0,1800.0,1800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-187B9AAD,9.25,0.0,2150.0,2150.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-E411C4C0,9.13333,0.0,500.0,500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-DF470AA2,10.5,750.0,1550.0,2300.0,Forest,Carnivore,,No,Invertivore
AVIBASE-5A40987F,12.6,0.0,500.0,500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-55B471DF,15.5,0.0,1000.0,1000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-81362B15,9.15,0.0,1000.0,1000.0,Forest,Carnivore,,No,Invertivore
AVIBASE-370FEC50,10.33333,1200.0,1800.0,3000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-7B20FC9D,31.6,0.0,2200.0,2200.0,Rock,Carnivore,CP,No,Invertivore
AVIBASE-FF75DFC5,31.6,0.0,3900.0,3900.0,Woodland,Carnivore,"CP,CR",No,Invertivore
AVIBASE-C150D25D,11.35,0.0,1500.0,1500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-F578E20D,9.75,0.0,1700.0,1700.0,Forest,Carnivore,"CP,CV",No,Invertivore
AVIBASE-0203FCD8,11.4,0.0,900.0,900.0,Forest,Carnivore,CR,No,Invertivore
AVIBASE-3AC7C776,11.25,100.0,500.0,600.0,Forest,Carnivore,,No,Invertivore
AVIBASE-4AB94B00,13.5,0.0,500.0,500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-560DAEB0,11.625,1200.0,800.0,2000.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-0C9DC0D7,13.8,900.0,1100.0,2000.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-62CA2AF8,19.13333,0.0,2500.0,2500.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-B182DED2,18.75,0.0,3000.0,3000.0,Riverine,Carnivore,CP,No,Invertivore
AVIBASE-28669A3D,20.1,0.0,3600.0,3600.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-806301B3,8.56667,100.0,2050.0,2150.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-55DF722C,9.25,1000.0,1000.0,2000.0,Forest,Carnivore,,No,Invertivore
AVIBASE-951C150C,33.83333,600.0,2200.0,2800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-4CAD4149,27.9,400.0,2600.0,3000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-8D6C036A,23.025,1200.0,1050.0,2250.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-ECF2FBB2,19.26667,500.0,2300.0,2800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-EBB848CD,21.95,2200.0,800.0,3000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-F6CA75F0,12.76667,0.0,3000.0,3000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-9891BF73,14.04,0.0,1500.0,1500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-ED18DC0C,11.0,0.0,1900.0,1900.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-73E3CD29,9.3,0.0,2800.0,2800.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-1CA8962F,11.75,0.0,1300.0,1300.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-6B98ED1A,9.4,400.0,300.0,700.0,Forest,Carnivore,,No,Invertivore
AVIBASE-F5A71429,9.5,400.0,1100.0,1500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-8FB6981F,11.0,0.0,1800.0,1800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-37895593,12.35,0.0,1800.0,1800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-BBBAE4D2,9.3,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-6C5E4245,10.25,0.0,900.0,900.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-7B0669CB,11.86667,0.0,1800.0,1800.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-2778A3F4,12.63333,0.0,1500.0,1500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-5BC4E0EF,13.31667,0.0,2500.0,2500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-33808812,13.28333,0.0,2500.0,2500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-5CFE6F0D,10.91667,0.0,3000.0,3000.0,Wetland,Carnivore,CP,No,Invertivore
AVIBASE-F5837054,10.7,0.0,1500.0,1500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-1EB2595E,10.33333,1000.0,2000.0,3000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-499FFF98,11.4,650.0,1650.0,2300.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-DACF7A98,12.5,0.0,2500.0,2500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-010B758B,11.4,1600.0,1900.0,3500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-44A20283,11.0,0.0,3500.0,3500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-6FD04659,11.08,600.0,2900.0,3500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-DEE07215,13.56667,900.0,2000.0,2900.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-58AC300F,7.85,600.0,2250.0,2850.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-C5DC7CA8,8.9,2100.0,1200.0,3300.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-1456993D,13.38333,0.0,3000.0,3000.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-55BCD678,12.5,0.0,3050.0,3050.0,Forest,Carnivore,,No,Invertivore
AVIBASE-BFE83634,13.375,0.0,600.0,600.0,Riverine,Carnivore,CP,No,Invertivore
AVIBASE-36693065,22.6,0.0,2000.0,2000.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-61F27E71,14.2,0.0,800.0,800.0,Riverine,Carnivore,CP,No,Invertivore
AVIBASE-DC8BFB79,14.23333,1000.0,3500.0,4500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-B2B73C71,60.7,3700.0,1500.0,5200.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-D96C90B5,36.1,500.0,4000.0,4500.0,Rock,Carnivore,CP,No,Invertivore
AVIBASE-C0A4CA8F,30.55,3300.0,1400.0,4700.0,Grassland,Carnivore,CR,No,Invertivore
AVIBASE-E97B3BEA,28.2,2700.0,2100.0,4800.0,Grassland,Carnivore,,No,Invertivore
AVIBASE-5B511416,18.05,2500.0,2500.0,5000.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-2FC7B2A5,20.3,600.0,3900.0,4500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-146D02D1,20.0,2700.0,1500.0,4200.0,Grassland,Carnivore,"CP,CR",No,Invertivore
AVIBASE-604FFF1C,23.55,0.0,1200.0,1200.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-16B45960,27.0,1500.0,2700.0,4200.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-362568A3,26.8,0.0,4000.0,4000.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-7C4D58E9,22.2,4200.0,800.0,5000.0,Grassland,Carnivore,CR,No,Invertivore
AVIBASE-6B482E47,28.75,2500.0,1800.0,4300.0,Grassland,Carnivore,CR,No,Invertivore
AVIBASE-1DF12516,13.8,3000.0,1000.0,4000.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-644B907D,13.0,0.0,1000.0,1000.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-D8733C22,23.3,0.0,2000.0,2000.0,Wetland,Carnivore,CP,No,Invertivore
AVIBASE-D83957BC,15.5,0.0,2200.0,2200.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-3BEB2207,17.125,1900.0,1150.0,3050.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-2E2543B4,17.65,700.0,2000.0,2700.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-013E99A8,11.03333,,,1000.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-DD1519B0,20.3,1500.0,1500.0,3000.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-09D7F8D2,,1500.0,1500.0,3000.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-5CA4674C,14.25,0.0,500.0,500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-AED66D49,14.4,650.0,2450.0,3100.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-E95D2F87,19.5,0.0,300.0,300.0,Riverine,Carnivore,,No,Invertivore
AVIBASE-2E110335,19.0,0.0,250.0,250.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-1115C355,14.15,0.0,350.0,350.0,Forest,Carnivore,SP,No,Invertivore
AVIBASE-63720DC9,32.0,0.0,1100.0,1100.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-4116DF96,20.5,1800.0,900.0,2700.0,Grassland,Carnivore,BU,No,Invertivore
AVIBASE-77477F0F,20.5,,,500.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-3BB9E319,60.26667,2850.0,1450.0,4300.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-FDB9861B,34.5,3000.0,1500.0,4500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-B6F4FD86,39.0,0.0,1000.0,1000.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-60658051,25.25,0.0,1000.0,1000.0,Grassland,Carnivore,"CP,O",No,Invertivore
AVIBASE-7161C811,41.5,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-314EEE94,57.23333,0.0,1200.0,1200.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-D41833B3,46.5,0.0,1500.0,1500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-623E3CC8,35.25,0.0,1000.0,1000.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-4C43DBFB,25.1,100.0,100.0,200.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-86F38EB3,77.0,0.0,500.0,500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-8200F58C,60.35,2400.0,1000.0,3400.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-DF0FEF41,31.84,2200.0,1200.0,3400.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-EA2A3AC2,33.0,2100.0,1200.0,3300.0,Forest,Carnivore,,No,Invertivore
AVIBASE-0E03869D,33.3,1800.0,1200.0,3000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-78427CA9,64.0,3000.0,1000.0,4000.0,Grassland,Carnivore,CP,No,Omnivore
AVIBASE-869B1D21,29.85,0.0,2500.0,2500.0,Grassland,Carnivore,CP,No,Omnivore
AVIBASE-D918C06D,87.65,2450.0,2150.0,4600.0,Shrubland,Carnivore,,No,Vertivore
AVIBASE-64FD388A,69.3,0.0,5000.0,5000.0,Shrubland,Carnivore,CP,No,Omnivore
AVIBASE-EBADB6D6,99.675,0.0,1500.0,1500.0,Shrubland,Carnivore,CP,No,Omnivore
AVIBASE-FFEDF8E6,67.46667,0.0,1100.0,1100.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-F2935FD2,27.0,1000.0,1200.0,2200.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-131BC7FC,12.8,0.0,450.0,450.0,Wetland,Carnivore,SP,No,Invertivore
AVIBASE-85181E5D,11.5,0.0,1000.0,1000.0,Wetland,Carnivore,SP,No,Invertivore
AVIBASE-4EB649D2,18.33333,0.0,300.0,300.0,Wetland,Carnivore,SP,No,Invertivore
AVIBASE-9C4B6D6D,13.53333,0.0,500.0,500.0,Wetland,Carnivore,SP,No,Invertivore
AVIBASE-213CF028,42.675,0.0,500.0,500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-E78E6487,16.0,0.0,1100.0,1100.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-C93300CA,21.55,0.0,500.0,500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-38AAAD74,12.25,0.0,200.0,200.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-5F7F8EA6,10.0,2800.0,1200.0,4000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-0C04EC23,12.15,1700.0,1100.0,2800.0,Forest,Carnivore,,No,Invertivore
AVIBASE-D6F1EBE0,11.5,1700.0,1400.0,3100.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-0A34575D,13.05,1300.0,2100.0,3400.0,Forest,Carnivore,,No,Invertivore
AVIBASE-5E381EA4,12.16667,1600.0,1400.0,3000.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-DEB8EAC8,,1900.0,1000.0,2900.0,Riverine,Carnivore,,No,Invertivore
AVIBASE-DAF56766,13.4,1600.0,1700.0,3300.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-15FF866A,11.0,2000.0,1600.0,3600.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-1FDE49DF,16.625,2200.0,2000.0,4200.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-11773DB9,14.66667,2700.0,1500.0,4200.0,Shrubland,Carnivore,"CP,CV",No,Invertivore
AVIBASE-9A5ACC7C,17.85,2800.0,1700.0,4500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-C0949BA5,13.5,2000.0,1500.0,3500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-AA1E1D68,8.85,1400.0,1450.0,2850.0,Shrubland,Carnivore,,No,Invertivore
AVIBASE-BB5C6141,9.9,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-3EB54C47,17.5,0.0,1200.0,1200.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-C1450281,12.65,0.0,1500.0,1500.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-87874F97,32.8,0.0,300.0,300.0,Shrubland,Carnivore,SP,No,Invertivore
AVIBASE-9971C83E,22.5,0.0,1000.0,1000.0,Forest,Herbivore,"NO,O",No,Frugivore
AVIBASE-A9828586,30.15,0.0,500.0,500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-B384278C,26.125,0.0,1000.0,1000.0,Shrubland,Carnivore,DM,No,Invertivore
AVIBASE-468B520C,28.75,0.0,1000.0,1000.0,Shrubland,Carnivore,DM,No,Invertivore
AVIBASE-DCCFF7D4,30.25,0.0,1100.0,1100.0,Forest,Carnivore,DM,No,Invertivore
AVIBASE-D486B51A,19.5,0.0,600.0,600.0,Forest,Carnivore,DM,No,Invertivore
AVIBASE-9C883C7B,61.5,0.0,1800.0,1800.0,Woodland,Omnivore,DM,No,Omnivore
AVIBASE-5B0BE8AD,25.64,0.0,500.0,500.0,Shrubland,Carnivore,SA,No,Invertivore
AVIBASE-FEE77420,24.75,0.0,1350.0,1350.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-B8415F96,23.3,0.0,1000.0,1000.0,Forest,Carnivore,"CP,CV,O",No,Invertivore
AVIBASE-C5A7C594,16.9,0.0,300.0,300.0,Forest,Carnivore,"CV,O",No,Invertivore
AVIBASE-C5202F83,,700.0,1200.0,1900.0,Forest,Carnivore,O,No,Invertivore
AVIBASE-049A1D8F,41.275,600.0,1700.0,2300.0,Forest,Omnivore,CP,No,Omnivore
AVIBASE-077E33E3,37.5,1000.0,1800.0,2800.0,Forest,Carnivore,"CP,CV",No,Invertivore
AVIBASE-977CA271,45.0,0.0,1000.0,1000.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-9DBB70D5,48.6,0.0,2000.0,2000.0,Woodland,Carnivore,"CP,CV",No,Invertivore
AVIBASE-C9B114BE,43.98333,0.0,1675.0,1675.0,Woodland,Carnivore,"CP,CV",No,Invertivore
AVIBASE-C28FFE3F,45.55,0.0,1600.0,1600.0,Forest,Carnivore,"CP,CV",No,Invertivore
AVIBASE-8118C647,67.16667,0.0,1850.0,1850.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-D595068F,55.2,0.0,600.0,600.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-BD902263,26.05,0.0,1200.0,1200.0,Woodland,Carnivore,SP,No,Invertivore
AVIBASE-1BAC8667,31.875,0.0,2500.0,2500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-B826FFA5,34.4,0.0,700.0,700.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-6FCD33D6,36.5,0.0,100.0,100.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-BB6B236F,38.05,0.0,1800.0,1800.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-0A76713F,39.0,0.0,1000.0,1000.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-178B8955,43.36667,0.0,3000.0,3000.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-097B0525,54.9,0.0,2000.0,2000.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-2281F1C7,40.75,0.0,2120.0,2120.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-6F65F82B,41.7,0.0,1500.0,1500.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-A2510EF4,31.1,0.0,1000.0,1000.0,Grassland,Carnivore,CP,No,Invertivore
AVIBASE-082D833C,42.2,0.0,1850.0,1850.0,Shrubland,Carnivore,CP,No,Invertivore
AVIBASE-F5388B5E,53.0,0.0,500.0,500.0,Coastal,Carnivore,CP,No,Invertivore
AVIBASE-26D5D80F,98.0,0.0,400.0,400.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-7E0CD776,43.25,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-DB5BFD24,33.5,0.0,800.0,800.0,Forest,Carnivore,,No,Invertivore
AVIBASE-540609E5,27.5,0.0,300.0,300.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-229BCEE1,35.85,0.0,1000.0,1000.0,Forest,Carnivore,"CV,O",No,Invertivore
AVIBASE-BC92F381,31.05,0.0,1400.0,1400.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-524DE233,31.0,0.0,550.0,550.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-848755FA,35.66667,0.0,500.0,500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-33EB2398,34.0,0.0,500.0,500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-B172A418,24.5,0.0,1500.0,1500.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-4E1780CD,19.5,0.0,500.0,500.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-65D6284F,22.9,0.0,500.0,500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-E920B48D,20.46667,0.0,250.0,250.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-D0DB8932,13.85,0.0,2000.0,2000.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-3D57A982,20.13333,0.0,2800.0,2800.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-EF21F7B5,26.33333,0.0,1200.0,1200.0,Woodland,Carnivore,"CV,O",No,Invertivore
AVIBASE-A1288AF2,29.66667,0.0,600.0,600.0,Woodland,Carnivore,,No,Invertivore
AVIBASE-2A2A4A6F,32.66667,0.0,1400.0,1400.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-825CACEF,27.75,0.0,500.0,500.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-AA902955,29.6,400.0,1300.0,1700.0,Shrubland,Carnivore,CV,No,Invertivore
AVIBASE-C7D1E218,26.58333,800.0,2200.0,3000.0,Forest,Carnivore,,No,Invertivore
AVIBASE-A5894F7C,26.9,0.0,1500.0,1500.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-E0A04985,29.33333,0.0,2500.0,2500.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-59A53D8B,22.63333,0.0,1800.0,1800.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-8D6D5F2B,33.4,0.0,1400.0,1400.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-FC9E06A0,39.76667,0.0,2000.0,2000.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-5D12E97B,15.25,0.0,1000.0,1000.0,Shrubland,Carnivore,CV,No,Invertivore
AVIBASE-DFF4AD06,38.8,0.0,1200.0,1200.0,Forest,Omnivore,CV,No,Omnivore
AVIBASE-DBD0D60A,40.9,300.0,1700.0,2000.0,Forest,Omnivore,CV,No,Omnivore
AVIBASE-A7BEC2BF,21.5,0.0,1500.0,1500.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-638BF4C5,22.9,0.0,1800.0,1800.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-FCF63BDD,23.7,0.0,950.0,950.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-DBF55732,33.15,100.0,800.0,900.0,Woodland,Carnivore,CV,No,Invertivore
AVIBASE-3955CDE6,14.0,0.0,1400.0,1400.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-E8E65DD3,17.2,0.0,1250.0,1250.0,Woodland,Carnivore,CP,No,Invertivore
AVIBASE-2197445D,19.31667,0.0,600.0,600.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-872F0AA9,18.65,250.0,800.0,1050.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-B747569D,33.4,0.0,1500.0,1500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-A6AB77CA,37.5,0.0,500.0,500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-2896E1DB,46.0,0.0,1000.0,1000.0,Forest,Carnivore,,No,Invertivore
AVIBASE-DE322436,34.0,0.0,500.0,500.0,Forest,Carnivore,,No,Invertivore
AVIBASE-8DA83B89,41.5,0.0,300.0,300.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-727CE8E0,44.0,0.0,1500.0,1500.0,Forest,Carnivore,CV,No,Invertivore
AVIBASE-BA09A296,37.7,0.0,1500.0,1500.0,Forest,Carnivore,CP,No,Invertivore
AVIBASE-4D9E317C,80.91667,575.0,2125.0,2700.0,Forest,Herbivore,,No,Frugivore
AVIBASE-97CB16E9,29.5,600.0,900.0,1500.0,Forest,Herbivore,,No,Frugivore
AVIBASE-AACC949D,41.92,900.0,675.0,1575.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-6E45ED79,42.7,1000.0,700.0,1700.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-B8C056DE,45.0,800.0,1400.0,2200.0,Forest,Herbivore,,No,Frugivore
AVIBASE-145B20DB,50.0,1300.0,950.0,2250.0,Forest,Herbivore,,No,Frugivore
AVIBASE-2B9CF96A,54.0,1200.0,1100.0,2300.0,Forest,Herbivore,,No,Frugivore
AVIBASE-3793CD75,,1100.0,200.0,1300.0,Forest,Herbivore,,No,Frugivore
AVIBASE-027CD8FC,56.03333,1500.0,750.0,2250.0,Forest,Herbivore,,No,Frugivore
AVIBASE-BD7AF085,48.5,800.0,2300.0,3100.0,Forest,Herbivore,,No,Frugivore
AVIBASE-492611EA,120.0,1200.0,2150.0,3350.0,Forest,Herbivore,,No,Frugivore
AVIBASE-CE224C6D,50.0,2300.0,700.0,3000.0,Forest,Herbivore,,No,Frugivore
AVIBASE-FCFD1688,50.68,1000.0,1900.0,2900.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-413E0E1A,80.275,500.0,900.0,1400.0,Forest,Omnivore,,No,Omnivore
AVIBASE-E117776E,83.7,900.0,1400.0,2300.0,Forest,Omnivore,,No,Omnivore
AVIBASE-CCD58E2A,75.23333,400.0,1200.0,1600.0,Forest,Herbivore,,No,Frugivore
AVIBASE-BDB6EEE0,64.26667,0.0,500.0,500.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-33440684,245.0,500.0,1900.0,2400.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-F792ED35,194.75,300.0,1700.0,2000.0,Forest,Herbivore,PL,No,Frugivore
AVIBASE-8AA20D56,80.66667,0.0,600.0,600.0,Forest,Herbivore,"CP,CV",No,Frugivore
AVIBASE-34A7416A,97.25,0.0,400.0,400.0,Forest,Herbivore,,No,Frugivore
AVIBASE-306EA62C,51.25,2700.0,1700.0,4400.0,Woodland,Herbivore,CP,No,Frugivore
AVIBASE-D0CCD452,44.33333,0.0,2800.0,2800.0,Human Modified,Herbivore,CP,No,Herbivore terrestrial
AVIBASE-0251A809,41.5,0.0,550.0,550.0,Shrubland,Herbivore,CP,No,Herbivore terrestrial
AVIBASE-D4C50D3B,39.66667,0.0,3600.0,3600.0,Shrubland,Herbivore,CP,No,Herbivore terrestrial
AVIBASE-64133581,49.65,0.0,2000.0,2000.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-B5B3D9A7,46.0,1300.0,740.0,2040.0,Forest,Herbivore,CP,No,Frugivore
AVIBASE-BC5218B0,60.75,2600.0,1200.0,3800.0,Forest,Herbivore,,No,Frugivore
AVIBASE-E95B88A6,64.83333,3100.0,550.0,3650.0,Forest,Herbivore,,No,Frugivore
AVIBASE-C5B2624D,61.66667,2500.0,1400.0,3900.0,Forest,Herbivore,CP,No,Frugivore
