eBird species code 2019,Com_name,scientific_name,Subspecies,Illustration_id,Credit,Sex,Age,Morph,Order,Family,Group,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24
bltant3,Black-throated Antshrike,frederickena viridis,nominate,153412001,Hilary Burn,Female,Not specified,,Passeriformes,Thamnophilidae ,Typical Antbirds,0.017,0.037,0.05,0.024,0.0,0.018,0.036,0.04,0.004,0.162,0.015,0.0,0.037,0.16,0.017,0.045,0.017,0.04,0.127,0.0,0.062,0.0,0.046,0.046
bltant3,Black-throated Antshrike,frederickena viridis,nominate,153412011,Hilary Burn,Male,Not specified,,Passeriformes,Thamnophilidae ,Typical Antbirds,0.0,0.037,0.205,0.0,0.0,0.0,0.009,0.108,0.0,0.0,0.0,0.0,0.015,0.126,0.0,0.0,0.009,0.151,0.001,0.0,0.116,0.0,0.065,0.158
reusta1,Reunion Starling,fregilupus varius,nominate,153343331,Ren Hathway,Monomorphic,Not specified,,Passeriformes,Sturnidae ,Starlings,0.008,0.04,0.033,0.005,0.0,0.002,0.233,0.015,0.006,0.002,0.008,0.0,0.138,0.186,0.012,0.01,0.033,0.007,0.0,0.0,0.074,0.002,0.012,0.174
comcha,Common Chaffinch,fringilla coelebs,maderensis,153178821,Hilary Burn,Female,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.008,0.129,0.073,0.008,0.0,0.003,0.072,0.13,0.0,0.0,0.014,0.0,0.108,0.13,0.023,0.008,0.006,0.1,0.0,0.0,0.026,0.0,0.131,0.031
comcha,Common Chaffinch,fringilla coelebs,palmae,153178841,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.001,0.106,0.091,0.0,0.077,0.009,0.065,0.083,0.0,0.0,0.002,0.0,0.098,0.177,0.0,0.0,0.011,0.085,0.0,0.023,0.033,0.0,0.095,0.044
comcha,Common Chaffinch,fringilla coelebs,spodiogenys/harterti,153178851,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.002,0.103,0.046,0.007,0.059,0.0,0.085,0.073,0.001,0.0,0.006,0.0,0.123,0.231,0.009,0.0,0.015,0.069,0.0,0.008,0.033,0.002,0.077,0.051
comcha,Common Chaffinch,fringilla coelebs,nominate,153578461,Hilary Burn,Female,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.021,0.088,0.072,0.046,0.0,0.029,0.049,0.108,0.0,0.0,0.056,0.0,0.064,0.153,0.044,0.003,0.014,0.084,0.0,0.0,0.03,0.0,0.093,0.046
comcha,Common Chaffinch,fringilla coelebs,nominate,153578521,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.02,0.097,0.06,0.042,0.024,0.018,0.051,0.071,0.0,0.011,0.068,0.0,0.07,0.154,0.066,0.011,0.024,0.058,0.003,0.003,0.031,0.0,0.071,0.047
comcha,Common Chaffinch,fringilla coelebs,maderensis,153578561,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.011,0.117,0.068,0.013,0.052,0.03,0.044,0.104,0.0,0.0,0.034,0.0,0.06,0.155,0.017,0.005,0.017,0.07,0.0,0.008,0.046,0.003,0.095,0.051
brambl,Brambling,fringilla montifringilla,nominate,153178911,Hilary Burn,Female,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.012,0.095,0.07,0.018,0.0,0.067,0.066,0.07,0.006,0.005,0.078,0.0,0.057,0.147,0.048,0.019,0.015,0.064,0.0,0.0,0.037,0.0,0.084,0.042
brambl,Brambling,fringilla montifringilla,nominate,153178931,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.002,0.043,0.115,0.001,0.0,0.026,0.061,0.053,0.024,0.025,0.05,0.0,0.064,0.169,0.013,0.002,0.046,0.09,0.001,0.003,0.074,0.0,0.047,0.091
brambl,Brambling,fringilla montifringilla,nominate,207324991,Hilary Burn,Male,Adult,breeding,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.01,0.055,0.078,0.022,0.0,0.031,0.063,0.056,0.025,0.011,0.063,0.0,0.067,0.212,0.043,0.007,0.025,0.064,0.0,0.001,0.057,0.0,0.052,0.058
blucha3,Gran Canaria Blue Chaffinch,fringilla polatzeki,nominate,153178891,Hilary Burn,Female,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.01,0.111,0.033,0.012,0.0,0.0,0.075,0.16,0.0,0.0,0.002,0.0,0.12,0.182,0.025,0.006,0.004,0.072,0.0,0.0,0.012,0.0,0.161,0.015
blucha3,Gran Canaria Blue Chaffinch,fringilla polatzeki,nominate,153178901,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.0,0.118,0.071,0.002,0.13,0.0,0.139,0.052,0.0,0.0,0.001,0.0,0.135,0.154,0.002,0.002,0.01,0.062,0.0,0.009,0.017,0.0,0.057,0.039
blucha2,Tenerife Blue Chaffinch,fringilla teydea,nominate,153578641,Hilary Burn,Female,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.013,0.123,0.048,0.016,0.0,0.007,0.072,0.147,0.0,0.0,0.009,0.0,0.112,0.153,0.021,0.002,0.003,0.097,0.0,0.0,0.006,0.0,0.154,0.017
blucha2,Tenerife Blue Chaffinch,fringilla teydea,nominate,153578681,Hilary Burn,Male,Not specified,,Passeriformes,Fringillidae ,"Finches, Euphonias, and Allies",0.001,0.261,0.045,0.002,0.139,0.0,0.04,0.049,0.0,0.0,0.0,0.0,0.1,0.154,0.002,0.003,0.008,0.06,0.0,0.012,0.019,0.0,0.078,0.027
hawcoo,Hawaiian Coot,fulica alai,nominate,152821391,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.0,0.028,0.108,0.0,0.0,0.003,0.023,0.244,0.0,0.0,0.0,0.0,0.011,0.124,0.0,0.0,0.013,0.167,0.001,0.0,0.058,0.0,0.129,0.091
y00475,American Coot,fulica americana,nominate,152821411,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.003,0.047,0.057,0.001,0.0,0.002,0.014,0.21,0.011,0.003,0.008,0.003,0.014,0.131,0.005,0.005,0.034,0.104,0.0,0.0,0.048,0.0,0.248,0.052
y00475,American Coot,fulica americana,nominate,153363441,Hilary Burn,Monomorphic,Not specified,variant,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.003,0.059,0.082,0.004,0.0,0.002,0.007,0.196,0.005,0.002,0.004,0.0,0.011,0.135,0.002,0.001,0.043,0.131,0.001,0.0,0.05,0.0,0.206,0.056
slccoo1,Slate-colored Coot,fulica ardesiaca,nominate,153363471,Hilary Burn,Monomorphic,Not specified,pale-fronted morph,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.0,0.075,0.097,0.0,0.0,0.0,0.005,0.16,0.0,0.0,0.0,0.0,0.02,0.132,0.0,0.0,0.019,0.113,0.0,0.0,0.046,0.0,0.27,0.063
slccoo1,Slate-colored Coot,fulica ardesiaca,nominate,153363481,Hilary Burn,Monomorphic,Not specified,red-fronted morph,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.004,0.066,0.106,0.003,0.0,0.005,0.008,0.175,0.001,0.0,0.012,0.004,0.01,0.119,0.003,0.007,0.02,0.141,0.002,0.0,0.047,0.0,0.215,0.052
regcoo1,Red-gartered Coot,fulica armillata,nominate,153363511,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.004,0.044,0.078,0.005,0.0,0.016,0.008,0.206,0.007,0.009,0.01,0.004,0.008,0.121,0.004,0.002,0.019,0.118,0.004,0.0,0.045,0.0,0.242,0.046
eurcoo,Eurasian Coot,fulica atra,nominate,152821341,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.0,0.051,0.091,0.004,0.0,0.0,0.016,0.195,0.0,0.0,0.002,0.0,0.016,0.103,0.003,0.0,0.038,0.119,0.0,0.0,0.037,0.0,0.27,0.055
eurcoo,Eurasian Coot,fulica atra,novaeguineae,152821361,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.001,0.026,0.094,0.0,0.0,0.0,0.033,0.296,0.0,0.0,0.001,0.0,0.021,0.107,0.008,0.001,0.033,0.21,0.0,0.0,0.037,0.0,0.074,0.058
horcoo1,Horned Coot,fulica cornuta,nominate,152821571,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.004,0.053,0.09,0.003,0.0,0.005,0.008,0.208,0.0,0.0,0.006,0.001,0.007,0.102,0.008,0.001,0.017,0.118,0.0,0.0,0.087,0.0,0.227,0.055
rekcoo1,Red-knobbed Coot,fulica cristata,nominate,152821331,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.0,0.025,0.121,0.001,0.0,0.0,0.011,0.232,0.0,0.0,0.001,0.0,0.015,0.092,0.004,0.001,0.037,0.168,0.001,0.0,0.054,0.0,0.186,0.051
giacoo1,Giant Coot,fulica gigantea,nominate,153363531,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.0,0.038,0.104,0.004,0.0,0.0,0.004,0.145,0.0,0.011,0.001,0.004,0.005,0.139,0.002,0.015,0.039,0.113,0.03,0.0,0.092,0.0,0.156,0.098
whwcoo1,White-winged Coot,fulica leucoptera,nominate,152821441,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.002,0.031,0.115,0.004,0.0,0.008,0.011,0.223,0.005,0.001,0.009,0.001,0.007,0.127,0.005,0.001,0.015,0.149,0.0,0.0,0.082,0.002,0.138,0.064
refcoo1,Red-fronted Coot,fulica rufifrons,nominate,152821531,Hilary Burn,Monomorphic,Not specified,,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.002,0.053,0.098,0.009,0.0,0.003,0.008,0.183,0.002,0.001,0.011,0.002,0.005,0.137,0.013,0.0,0.034,0.135,0.004,0.0,0.047,0.0,0.192,0.061
sttful1,Gray-hooded Fulvetta,fulvetta cinereiceps,nominate,153504061,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.015,0.111,0.017,0.062,0.0,0.049,0.053,0.049,0.029,0.086,0.048,0.0,0.083,0.177,0.069,0.009,0.001,0.028,0.003,0.0,0.007,0.0,0.082,0.022
indful1,Indochinese Fulvetta,fulvetta danisi,nominate,153117991,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.05,0.073,0.015,0.045,0.0,0.031,0.064,0.035,0.011,0.104,0.047,0.0,0.078,0.2,0.069,0.046,0.004,0.017,0.021,0.0,0.014,0.0,0.058,0.018
indful1,Indochinese Fulvetta,fulvetta danisi,bidoupensis,207320041,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.061,0.066,0.01,0.148,0.0,0.0,0.019,0.049,0.0,0.005,0.026,0.0,0.023,0.192,0.097,0.069,0.001,0.018,0.023,0.0,0.017,0.0,0.122,0.054
taiful1,Taiwan Fulvetta,fulvetta formosana,nominate,153117941,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.062,0.048,0.01,0.101,0.0,0.018,0.022,0.045,0.015,0.097,0.032,0.0,0.039,0.198,0.109,0.038,0.001,0.019,0.036,0.0,0.018,0.0,0.059,0.033
ludful1,Ludlow's Fulvetta,fulvetta ludlowi,nominate,153504041,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.077,0.031,0.01,0.115,0.0,0.014,0.023,0.034,0.012,0.119,0.019,0.0,0.039,0.165,0.081,0.055,0.008,0.013,0.056,0.0,0.015,0.0,0.088,0.026
sttful2,Streak-throated Fulvetta,fulvetta manipurensis,nominate,153117911,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.029,0.138,0.02,0.064,0.0,0.003,0.037,0.068,0.004,0.098,0.009,0.001,0.117,0.165,0.046,0.018,0.002,0.031,0.023,0.0,0.012,0.0,0.099,0.016
speful1,Spectacled Fulvetta,fulvetta ruficapilla,nominate,153117971,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.052,0.031,0.013,0.085,0.0,0.021,0.049,0.021,0.042,0.164,0.056,0.0,0.039,0.173,0.082,0.045,0.006,0.018,0.033,0.0,0.013,0.0,0.04,0.017
chiful1,Chinese Fulvetta,fulvetta striaticollis,nominate,153117951,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.08,0.026,0.013,0.134,0.0,0.054,0.051,0.02,0.005,0.023,0.106,0.0,0.039,0.17,0.141,0.037,0.0,0.014,0.023,0.0,0.005,0.0,0.029,0.03
whbful1,White-browed Fulvetta,fulvetta vinipectus,ripponi,153117821,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.046,0.06,0.023,0.058,0.0,0.011,0.034,0.019,0.032,0.091,0.059,0.0,0.037,0.241,0.101,0.045,0.007,0.021,0.028,0.0,0.018,0.0,0.042,0.027
whbful1,White-browed Fulvetta,fulvetta vinipectus,valentinae,153117861,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.023,0.105,0.038,0.047,0.0,0.003,0.051,0.06,0.004,0.055,0.016,0.0,0.067,0.22,0.037,0.015,0.005,0.051,0.054,0.0,0.032,0.0,0.072,0.045
whbful1,White-browed Fulvetta,fulvetta vinipectus,nominate,153117881,Hilary Burn,Monomorphic,Not specified,,Passeriformes,Sylviidae ,"Sylviid Warblers, Parrotbills, and Allies",0.032,0.083,0.017,0.052,0.0,0.013,0.059,0.036,0.023,0.095,0.059,0.0,0.103,0.19,0.067,0.01,0.002,0.032,0.009,0.0,0.027,0.0,0.04,0.051
crehor1,Crested Hornero,furnarius cristatus,nominate,153021861,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.021,0.029,0.012,0.035,0.0,0.122,0.136,0.015,0.059,0.034,0.16,0.001,0.037,0.178,0.099,0.009,0.005,0.018,0.0,0.0,0.012,0.0,0.009,0.009
wibhor1,Wing-banded Hornero,furnarius figulus,nominate,153423741,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.031,0.017,0.005,0.059,0.0,0.111,0.125,0.008,0.165,0.097,0.044,0.0,0.021,0.193,0.02,0.02,0.015,0.004,0.006,0.0,0.029,0.0,0.013,0.017
palhor2,Pale-legged Hornero,furnarius leucopus,assimilis,153021781,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.042,0.037,0.012,0.045,0.0,0.099,0.092,0.012,0.173,0.075,0.055,0.0,0.022,0.235,0.016,0.019,0.007,0.011,0.003,0.0,0.012,0.0,0.013,0.02
palhor2,Pale-legged Hornero,furnarius leucopus,nominate,153423781,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.027,0.016,0.009,0.046,0.001,0.101,0.103,0.013,0.104,0.154,0.087,0.001,0.039,0.216,0.023,0.012,0.003,0.005,0.005,0.0,0.008,0.0,0.013,0.014
palhor2,Pale-legged Hornero,furnarius leucopus,longirostris,153423801,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.02,0.031,0.008,0.034,0.0,0.108,0.092,0.02,0.145,0.05,0.109,0.002,0.047,0.204,0.047,0.013,0.008,0.009,0.001,0.0,0.019,0.0,0.022,0.011
palhor2,Pale-legged Hornero,furnarius leucopus,cinnamomeus,153423811,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.019,0.03,0.009,0.031,0.0,0.023,0.137,0.017,0.123,0.143,0.031,0.0,0.036,0.298,0.022,0.011,0.002,0.017,0.002,0.0,0.012,0.0,0.018,0.019
leshor1,Lesser Hornero,furnarius minor,nominate,153423821,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.029,0.02,0.025,0.058,0.0,0.08,0.092,0.03,0.096,0.061,0.119,0.0,0.035,0.194,0.034,0.014,0.015,0.035,0.0,0.0,0.016,0.0,0.029,0.018
rufhor2,Rufous Hornero,furnarius rufus,albogularis,153021841,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.037,0.029,0.006,0.051,0.0,0.107,0.04,0.012,0.201,0.048,0.123,0.001,0.016,0.159,0.093,0.018,0.001,0.012,0.001,0.0,0.012,0.0,0.024,0.009
rufhor2,Rufous Hornero,furnarius rufus,nominate,153423851,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.039,0.028,0.004,0.058,0.0,0.071,0.121,0.012,0.149,0.077,0.076,0.0,0.057,0.172,0.079,0.009,0.001,0.015,0.004,0.0,0.008,0.0,0.011,0.009
pabhor2,Pale-billed Hornero,furnarius torridus,nominate,153423721,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Furnariidae ,Ovenbirds and Woodcreepers,0.058,0.018,0.01,0.08,0.0,0.046,0.037,0.007,0.158,0.143,0.087,0.001,0.018,0.163,0.033,0.044,0.025,0.004,0.006,0.0,0.033,0.0,0.008,0.021
colnig1,Collared Nightjar,gactornis enarratus,nominate,153375941,Toni Llobet,Monomorphic,Not specified,,Caprimulgiformes,Caprimulgidae ,Nightjars and Allies,0.033,0.04,0.045,0.046,0.008,0.024,0.013,0.048,0.03,0.033,0.041,0.009,0.023,0.127,0.037,0.051,0.083,0.06,0.017,0.0,0.106,0.003,0.056,0.067
whejac1,White-eared Jacamar,galbalcyrhynchus leucotis,nominate,151467391,Clive Byers,Monomorphic,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.044,0.008,0.031,0.045,0.0,0.011,0.025,0.003,0.0,0.004,0.026,0.0,0.013,0.125,0.026,0.183,0.134,0.01,0.024,0.0,0.159,0.0,0.01,0.119
purjac2,Purus Jacamar,galbalcyrhynchus purusianus,nominate,151467401,Clive Byers,Monomorphic,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.015,0.036,0.025,0.006,0.0,0.011,0.031,0.011,0.0,0.004,0.009,0.0,0.031,0.152,0.011,0.274,0.098,0.02,0.009,0.0,0.157,0.001,0.024,0.075
yebjac1,Yellow-billed Jacamar,galbula albirostris,nominate,151467541,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.095,0.01,0.053,0.04,0.0,0.006,0.017,0.009,0.034,0.042,0.013,0.009,0.009,0.143,0.019,0.098,0.025,0.006,0.19,0.0,0.087,0.016,0.005,0.074
yebjac1,Yellow-billed Jacamar,galbula albirostris,chalcocephala,151467551,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.135,0.004,0.104,0.012,0.0,0.005,0.021,0.009,0.002,0.003,0.008,0.009,0.009,0.145,0.011,0.074,0.046,0.016,0.06,0.003,0.101,0.041,0.011,0.171
purjac1,Purplish Jacamar,galbula chalcothorax,nominate,151467711,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.038,0.017,0.087,0.04,0.005,0.003,0.01,0.03,0.004,0.008,0.008,0.0,0.015,0.13,0.031,0.059,0.112,0.033,0.028,0.009,0.167,0.001,0.029,0.136
blfjac1,Bluish-fronted Jacamar,galbula cyanescens,nominate,151467671,Clive Byers,Female,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.082,0.022,0.106,0.042,0.001,0.0,0.014,0.028,0.059,0.078,0.009,0.001,0.017,0.152,0.02,0.034,0.039,0.049,0.008,0.005,0.06,0.046,0.031,0.097
blfjac1,Bluish-fronted Jacamar,galbula cyanescens,nominate,151467681,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.091,0.007,0.153,0.023,0.005,0.008,0.009,0.014,0.015,0.046,0.01,0.0,0.011,0.153,0.024,0.031,0.036,0.055,0.041,0.005,0.061,0.113,0.006,0.083
bucjac1,Blue-cheeked Jacamar,galbula cyanicollis,nominate,151467561,Clive Byers,Monomorphic,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.072,0.01,0.043,0.024,0.002,0.011,0.007,0.007,0.011,0.006,0.016,0.0,0.005,0.115,0.025,0.109,0.037,0.005,0.213,0.014,0.14,0.009,0.007,0.112
parjac1,Paradise Jacamar,galbula dea,nominate,151467761,Clive Byers,Monomorphic,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.01,0.016,0.08,0.007,0.001,0.012,0.041,0.022,0.0,0.0,0.023,0.0,0.024,0.15,0.012,0.003,0.231,0.03,0.0,0.016,0.197,0.0,0.013,0.112
grtjac1,Green-tailed Jacamar,galbula galbula,nominate,151467631,Clive Byers,Female,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.059,0.013,0.103,0.012,0.005,0.005,0.009,0.019,0.014,0.059,0.017,0.0,0.016,0.137,0.035,0.016,0.086,0.053,0.036,0.004,0.098,0.066,0.017,0.121
grtjac1,Green-tailed Jacamar,galbula galbula,nominate,151467641,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.052,0.007,0.113,0.008,0.008,0.003,0.012,0.032,0.011,0.005,0.014,0.0,0.013,0.145,0.022,0.036,0.107,0.057,0.057,0.005,0.099,0.046,0.019,0.129
brojac1,Bronzy Jacamar,galbula leucogastra,nominate,151467721,Clive Byers,Female,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.055,0.015,0.109,0.034,0.002,0.008,0.008,0.044,0.007,0.004,0.034,0.002,0.009,0.142,0.032,0.024,0.096,0.037,0.0,0.005,0.161,0.006,0.017,0.149
brojac1,Bronzy Jacamar,galbula leucogastra,nominate,151467731,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.062,0.017,0.089,0.034,0.004,0.0,0.023,0.032,0.013,0.031,0.006,0.0,0.018,0.173,0.019,0.055,0.065,0.047,0.025,0.004,0.114,0.01,0.028,0.131
cocjac2,Coppery-chested Jacamar,galbula pastazae,nominate,151467691,Clive Byers,Female,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.046,0.015,0.098,0.023,0.007,0.005,0.013,0.02,0.007,0.05,0.034,0.001,0.005,0.133,0.019,0.086,0.051,0.037,0.097,0.008,0.089,0.042,0.01,0.104
cocjac2,Coppery-chested Jacamar,galbula pastazae,nominate,151467701,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.047,0.009,0.099,0.023,0.013,0.004,0.008,0.017,0.014,0.039,0.014,0.001,0.008,0.134,0.023,0.072,0.058,0.04,0.115,0.009,0.073,0.036,0.019,0.125
rutjac1,Rufous-tailed Jacamar,galbula ruficauda,melanogenia,151467571,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.079,0.019,0.065,0.032,0.0,0.001,0.034,0.007,0.004,0.005,0.017,0.0,0.035,0.133,0.016,0.115,0.055,0.011,0.099,0.0,0.106,0.019,0.021,0.127
rutjac1,Rufous-tailed Jacamar,galbula ruficauda,pallens,151467581,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.121,0.019,0.06,0.03,0.0,0.003,0.017,0.011,0.066,0.067,0.013,0.0,0.007,0.142,0.024,0.08,0.057,0.019,0.044,0.0,0.074,0.013,0.014,0.119
rutjac1,Rufous-tailed Jacamar,galbula ruficauda,ruficauda,151467601,Clive Byers,Female,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.104,0.014,0.061,0.054,0.0,0.006,0.016,0.021,0.019,0.052,0.013,0.0,0.016,0.136,0.033,0.096,0.032,0.026,0.031,0.0,0.101,0.022,0.02,0.127
rutjac1,Rufous-tailed Jacamar,galbula ruficauda,ruficauda,151467611,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.179,0.005,0.036,0.085,0.0,0.007,0.029,0.014,0.016,0.024,0.012,0.0,0.015,0.12,0.014,0.127,0.036,0.009,0.061,0.0,0.076,0.041,0.006,0.088
rutjac1,Rufous-tailed Jacamar,galbula ruficauda,rufoviridis,151467621,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.121,0.025,0.195,0.013,0.003,0.001,0.027,0.016,0.002,0.016,0.01,0.0,0.013,0.145,0.014,0.036,0.033,0.036,0.027,0.015,0.049,0.044,0.017,0.142
whcjac1,White-chinned Jacamar,galbula tombacea,nominate,151467651,Clive Byers,Female,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.077,0.007,0.085,0.054,0.0,0.013,0.014,0.024,0.031,0.082,0.026,0.0,0.014,0.16,0.046,0.043,0.026,0.038,0.018,0.003,0.078,0.041,0.012,0.108
whcjac1,White-chinned Jacamar,galbula tombacea,nominate,151467661,Clive Byers,Male,Not specified,,Galbuliformes,Galbulidae ,Jacamars,0.064,0.023,0.085,0.032,0.0,0.01,0.007,0.034,0.014,0.047,0.01,0.001,0.012,0.143,0.03,0.044,0.04,0.049,0.041,0.004,0.107,0.039,0.018,0.146
crelar2,Crested Lark,galerida cristata,nominate,153097401,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Alaudidae ,Larks,0.054,0.032,0.043,0.072,0.0,0.059,0.1,0.05,0.0,0.0,0.054,0.0,0.064,0.22,0.098,0.025,0.0,0.046,0.0,0.0,0.008,0.0,0.042,0.033
crelar2,Crested Lark,galerida cristata,festae,153097411,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Alaudidae ,Larks,0.061,0.016,0.009,0.075,0.0,0.094,0.029,0.014,0.076,0.034,0.144,0.003,0.017,0.18,0.091,0.051,0.003,0.013,0.003,0.0,0.033,0.0,0.011,0.043
crelar2,Crested Lark,galerida cristata,nigricans,153097461,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Alaudidae ,Larks,0.076,0.026,0.057,0.053,0.0,0.073,0.116,0.041,0.001,0.0,0.048,0.001,0.018,0.169,0.044,0.027,0.006,0.059,0.0,0.0,0.076,0.0,0.035,0.074
crelar2,Crested Lark,galerida cristata,senegallensis,153097471,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Alaudidae ,Larks,0.057,0.037,0.015,0.059,0.0,0.07,0.109,0.029,0.01,0.005,0.071,0.0,0.055,0.212,0.081,0.061,0.003,0.022,0.001,0.0,0.021,0.002,0.033,0.047
crelar2,Crested Lark,galerida cristata,isabellina,153486611,Tim Worfolk,Monomorphic,Not specified,,Passeriformes,Alaudidae ,Larks,0.028,0.055,0.007,0.073,0.0,0.086,0.069,0.02,0.0,0.001,0.118,0.0,0.085,0.315,0.078,0.014,0.0,0.007,0.0,0.0,0.0,0.0,0.039,0.005
