avibase_id,species_birdlife,species_birdtree,family_birdlife,order_birdlife,family_birdtree,order_birdtree,beak_culmen_avg,beak_culmen_avg_m,beak_culmen_avg_f,beak_nares_avg,beak_nares_avg_m,beak_nares_avg_f,beak_width_avg,beak_width_avg_m,beak_width_avg_f,beak_depth_avg,beak_depth_avg_m,beak_depth_avg_f,tarsus_avg,tarsus_avg_m,tarsus_avg_f,wing_len_avg,wing_len_avg_m,wing_len_avg_f,kipps_avg,kipps_avg_m,kipps_avg_f,secondary_avg,secondary_avg_m,secondary_avg_f,hwi_avg,hwi_avg_m,hwi_avg_f,tail_avg,tail_avg_m,tail_avg_f,total_individuals,female_count,male_count,mass_avg,mass_source,inference,habitat,habitat_density,migration,trophic_level,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size
AVIBASE-575C66D2,Clamator coromandus,Clamator_coromandus,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,31.40000,31.60000,31.90000,21.95000,22.00000,21.90000,8.22000,8.55000,8.35000,8.88000,9.20000,8.80000,23.14000,20.25000,21.85000,159.80000,158.50000,161.00000,42.25000,41.35000,43.15000,117.50000,117.15000,117.85000,26.45000,26.10000,26.80000,212.40000,236.00000,189.50000,5.00000,2.00000,2.00000,74.60000,Dunning,NO,Woodland,2.00000,3.00000,Carnivore,Invertivore,Insessorial,6.88000,35.92000,24.55000,100.85000,5851485.76000
AVIBASE-3D67C56A,Clamator glandarius,Clamator_glandarius,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,29.78000,29.90000,29.05000,18.70000,19.05000,18.35000,8.10000,7.65000,8.10000,8.40000,8.80000,7.80000,33.40000,33.80000,33.35000,194.00000,200.50000,185.50000,80.92500,85.20000,76.65000,112.07500,115.30000,108.85000,41.92500,42.50000,41.35000,197.20000,197.50000,190.00000,5.00000,2.00000,2.00000,143.00000,Dunning,NO,Shrubland,2.00000,3.00000,Carnivore,Invertivore,Insessorial,-34.05000,44.27000,1.44000,21.23000,13672737.21000
AVIBASE-BF0A0954,Clamator jacobinus,Clamator_jacobinus,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,24.66667,24.60000,24.73333,15.55000,15.40000,15.70000,6.76667,6.83333,6.70000,7.91667,8.10000,7.73333,28.66667,27.40000,29.93333,145.16667,146.33333,144.00000,50.60000,50.40000,50.80000,92.90000,94.10000,91.70000,35.25000,34.90000,35.60000,160.83333,162.00000,159.66667,6.00000,3.00000,3.00000,79.40000,Dunning,NO,Grassland,2.00000,3.00000,Carnivore,Invertivore,Insessorial,-34.84000,34.34000,3.00000,38.05000,16118043.62000
AVIBASE-3C8C3A31,Clamator levaillantii,Clamator_levaillantii,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,27.96000,28.33333,27.40000,17.92500,17.65000,18.20000,7.48000,7.23333,7.85000,8.80000,8.86667,8.70000,30.64000,30.66667,30.60000,174.40000,174.00000,175.00000,46.62500,44.80000,48.45000,127.37500,128.20000,126.55000,26.77500,25.90000,27.65000,215.20000,219.66667,208.50000,5.00000,2.00000,3.00000,122.00000,Dunning,NO,Grassland,2.00000,3.00000,Carnivore,Invertivore,Insessorial,-27.61000,16.69000,-3.50000,21.10000,9843346.04000
AVIBASE-BAC4CA22,Clanga clanga,Aquila_clanga,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,50.18000,49.80000,50.75000,31.25000,30.20000,32.30000,15.62000,15.36667,16.00000,23.16000,22.83333,23.65000,96.80000,98.83333,93.75000,510.60000,512.33333,508.00000,192.25000,190.00000,194.50000,314.75000,316.00000,313.50000,37.90000,37.55000,38.25000,261.40000,272.66667,244.50000,5.00000,2.00000,3.00000,2154.30000,Dunning,NO,Wetland,3.00000,3.00000,Carnivore,Vertivore,Generalist,38.72000,65.94000,55.15000,73.97000,8980278.98000
AVIBASE-3A985C9F,Clanga hastata,Aquila_hastata,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,44.40000,44.85000,43.95000,26.37500,26.40000,26.35000,13.97500,14.35000,13.60000,18.85000,18.20000,19.50000,90.25000,92.50000,88.00000,456.50000,441.50000,471.50000,191.75000,187.50000,196.00000,264.75000,254.00000,275.50000,42.00000,42.45000,41.55000,208.50000,202.50000,214.50000,4.00000,2.00000,2.00000,1359.40000,Dunning,NO,Woodland,2.00000,2.00000,Carnivore,Vertivore,Generalist,8.07000,32.46000,21.43000,81.10000,2409106.07000
AVIBASE-C2565B65,Clanga pomarina,Aquila_pomarina,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,47.34000,47.63333,46.90000,26.90000,26.90000,26.90000,13.40000,13.56667,13.15000,19.52000,19.53333,19.50000,91.58000,93.30000,89.00000,459.33333,455.40000,464.25000,184.75000,182.75000,186.75000,271.00000,264.50000,277.50000,40.56250,40.87500,40.25000,213.00000,207.66667,221.00000,9.00000,4.00000,5.00000,1359.40000,Dunning,NO,Forest,1.00000,3.00000,Carnivore,Vertivore,Generalist,35.81000,60.04000,49.67000,26.85000,2013351.79000
AVIBASE-AF0C7BDE,Clangula hyemalis,Clangula_hyemalis,Anatidae,Anseriformes,Anatidae,Anseriformes,32.15000,32.85000,31.45000,19.17500,20.70000,17.65000,16.02500,16.47500,15.57500,11.90000,12.35000,11.45000,33.11250,33.97500,32.25000,215.58333,222.66667,208.50000,108.50000,112.25000,104.75000,105.00000,107.25000,102.75000,50.86250,51.17500,50.55000,130.75000,198.00000,63.50000,12.00000,6.00000,6.00000,871.00000,Dunning,NO,Wetland,3.00000,3.00000,Carnivore,Aquatic predator,Aquatic,35.57000,83.11000,68.24000,-27.99000,9492361.68000
AVIBASE-C4C9F313,Claravis pretiosa,Claravis_pretiosa,Columbidae,Columbiformes,Columbidae,Columbiformes,16.57692,16.37143,16.70000,9.80000,10.45000,9.15000,3.16667,3.36000,2.92500,3.64167,3.82857,3.15000,16.30000,16.51429,16.40000,110.83846,112.30000,107.98000,29.54167,29.96667,30.68000,81.36667,82.71667,77.32000,26.65833,26.55000,28.40000,76.13846,77.15714,73.06000,13.00000,5.00000,7.00000,68.20000,Dunning,NO,Forest,1.00000,2.00000,Herbivore,Granivore,Generalist,-28.02000,23.80000,-6.40000,-59.59000,12977823.95000
AVIBASE-7B91A089,Cleptornis marchei,Cleptornis_marchei,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,17.98000,18.80000,15.80000,9.32500,9.65000,8.00000,3.56000,3.63333,3.10000,4.00000,4.16667,3.40000,25.12000,25.36667,23.40000,72.30000,74.50000,68.00000,10.67500,11.80000,11.00000,61.45000,63.45000,57.00000,14.80000,15.70000,16.20000,60.40000,61.33333,55.00000,5.00000,1.00000,3.00000,20.20000,Dunning,NO,Forest,2.00000,1.00000,Herbivore,Frugivore,Insessorial,14.84000,15.29000,15.17000,145.75000,134.47000
AVIBASE-087A6829,Clibanornis dendrocolaptoides,Clibanornis_dendrocolaptoides,Furnariidae,Passeriformes,Furnariidae,Passeriformes,25.70000,22.31825,22.52803,16.64000,16.53333,15.90000,4.36000,4.43333,4.40000,6.04000,5.90000,6.20000,29.48000,29.30000,30.10000,91.76000,92.33333,88.80000,9.70000,10.95000,9.00000,82.36000,82.30000,79.80000,10.55000,11.80000,10.10000,99.10000,102.20000,79.61505,5.00000,1.00000,3.00000,48.20000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Terrestrial,-29.17000,-22.42000,-25.83000,-51.98000,452976.71000
AVIBASE-32B19B18,Clibanornis erythrocephalus,Hylocryptus_erythrocephalus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,32.20000,32.30000,32.10000,21.11250,21.25000,20.70000,4.81250,4.81667,4.80000,6.70000,6.70000,6.70000,27.17143,27.35000,26.10000,91.33750,92.08333,89.10000,8.23333,8.40000,7.90000,83.00000,83.74000,81.15000,9.08333,9.20000,8.85000,87.43333,89.65000,83.00000,8.00000,2.00000,6.00000,46.50000,Dunning,NO,Woodland,2.00000,2.00000,Carnivore,Invertivore,Terrestrial,-6.57000,-1.06000,-4.46000,-80.05000,18640.00000
AVIBASE-1AC817E2,Clibanornis rectirostris,Hylocryptus_rectirostris,Furnariidae,Passeriformes,Furnariidae,Passeriformes,28.20000,22.31825,28.50000,18.76667,18.33333,18.60000,4.62857,4.65000,4.75000,6.18333,6.03333,6.15000,27.34286,26.47500,28.40000,98.04286,98.15000,96.85000,11.10000,10.85000,8.90000,85.78333,86.42500,82.80000,11.35000,10.95000,9.70000,91.87500,90.25000,101.00000,7.00000,2.00000,4.00000,48.00000,Dunning,NO,Forest,2.00000,1.00000,Carnivore,Invertivore,Terrestrial,-23.91000,-12.97000,-18.45000,-49.29000,1421864.09000
AVIBASE-B8BC2370,Clibanornis rubiginosus,Automolus_rubiginosus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,26.42000,26.20000,26.45000,16.35965,16.59730,15.95000,4.71579,4.70811,4.64286,6.80000,6.85484,6.75455,25.36316,25.59730,25.06429,85.84211,86.71622,83.32857,9.39375,9.05556,8.07500,76.63137,77.61765,74.58462,10.89375,10.43333,9.50000,76.77872,78.07931,74.91667,57.00000,14.00000,37.00000,39.80000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-14.88000,21.53000,0.18000,-68.68000,2137031.20000
AVIBASE-62B3521F,Clibanornis rufipectus,Automolus_rubiginosus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,21.97493,22.31825,22.52803,16.50000,16.70000,16.10000,4.66667,4.75000,4.50000,7.26667,7.20000,7.40000,24.76667,24.70000,24.90000,84.30000,85.00000,82.90000,13.66484,13.69708,13.39567,76.56667,77.25000,75.20000,16.37708,16.22265,16.32376,82.96667,84.50000,79.90000,3.00000,1.00000,2.00000,39.80000,DataFromSplit,YES,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,10.47000,11.21000,10.92000,-73.84000,2307.45000
AVIBASE-76842795,Climacteris affinis,Climacteris_affinis,Climacteridae,Passeriformes,Climacteridae,Passeriformes,17.47273,17.83333,17.04000,9.07500,9.50000,8.65000,3.19091,3.26667,3.10000,2.95455,2.98333,2.92000,19.16000,18.90000,19.55000,84.81818,86.50000,82.80000,23.87500,26.20000,21.55000,61.37500,61.80000,60.95000,27.92500,29.75000,26.10000,58.36364,59.16667,57.40000,11.00000,5.00000,6.00000,21.70000,Dunning,NO,Shrubland,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-36.27000,-21.09000,-28.49000,133.53000,2630036.35000
AVIBASE-DC00AA16,Climacteris erythrops,Climacteris_erythrops,Climacteridae,Passeriformes,Climacteridae,Passeriformes,20.58333,20.86667,20.30000,10.47500,10.75000,10.20000,3.05000,3.06667,3.03333,3.46667,3.46667,3.46667,21.47500,21.70000,21.25000,83.33333,85.00000,81.66667,21.00000,22.20000,19.80000,62.25000,62.80000,61.70000,25.20000,26.10000,24.30000,64.16667,65.00000,63.33333,6.00000,3.00000,3.00000,23.30000,Dunning,NO,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-39.14000,-25.28000,-32.90000,150.15000,317210.54000
AVIBASE-49F0A05B,Climacteris melanurus,Climacteris_melanurus,Climacteridae,Passeriformes,Climacteridae,Passeriformes,19.66250,20.30000,18.60000,10.67500,10.95000,10.40000,4.21250,4.38000,3.93333,4.01250,4.26000,3.60000,22.42500,22.95000,21.90000,92.25000,93.80000,89.66667,21.82500,22.35000,21.30000,71.17500,72.15000,70.20000,23.40000,23.65000,23.15000,67.00000,67.60000,66.00000,8.00000,3.00000,5.00000,31.90000,Dunning,NO,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-25.13000,-11.12000,-17.46000,129.74000,1122025.40000
AVIBASE-B3CBAA5C,Climacteris picumnus,Climacteris_picumnus,Climacteridae,Passeriformes,Climacteridae,Passeriformes,18.64000,19.04000,18.24000,10.00000,10.55000,9.45000,3.44000,3.54000,3.34000,3.65000,3.76000,3.54000,23.24000,23.70000,22.55000,89.00000,91.20000,86.80000,23.07500,24.10000,22.05000,65.92500,66.40000,65.45000,25.92500,26.65000,25.20000,63.40000,62.80000,64.00000,10.00000,5.00000,5.00000,28.90000,Dunning,NO,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-38.43000,-11.00000,-28.79000,145.77000,2269397.31000
AVIBASE-F0A4903D,Climacteris rufus,Climacteris_rufus,Climacteridae,Passeriformes,Climacteridae,Passeriformes,19.69000,19.92000,19.46000,10.42500,10.50000,10.35000,3.60000,3.74000,3.46000,3.60000,3.68000,3.52000,23.25000,24.05000,22.45000,87.30000,90.40000,84.20000,24.60000,28.20000,21.00000,64.40000,64.30000,64.50000,27.50000,30.45000,24.55000,61.60000,63.20000,60.00000,10.00000,5.00000,5.00000,32.60000,Dunning,NO,Woodland,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-35.19000,-28.82000,-31.94000,122.85000,452307.17000
AVIBASE-CCA68E33,Clytoceyx rex,Clytoceyx_rex,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,48.92500,52.80000,47.63333,32.00000,35.50000,30.83333,25.97500,26.40000,25.83333,27.80000,28.70000,27.50000,25.50000,26.80000,25.06667,165.50000,162.00000,166.66667,32.75000,38.00000,31.00000,132.75000,124.00000,135.66667,19.82500,23.50000,18.60000,120.75000,112.00000,123.66667,4.00000,3.00000,1.00000,242.00000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Terrestrial,-10.73000,-0.81000,-5.21000,141.17000,340625.85000
AVIBASE-D9F447A1,Clytoctantes alixii,Clytoctantes_alixii,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,24.15000,24.60000,23.90000,15.25714,15.80000,15.10000,4.30000,4.10000,4.56667,9.12857,9.33333,8.96667,21.18571,22.16667,22.23333,74.04286,75.46667,71.96667,9.30000,10.00000,8.00000,66.70000,68.36667,65.66667,12.55000,13.20000,11.15000,58.92857,61.03333,58.13333,7.00000,3.00000,3.00000,32.50000,Updated_literature,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,5.76000,10.41000,7.28000,-73.66000,1716.45000
AVIBASE-71F8C8D9,Clytoctantes atrogularis,Clytoctantes_atrogularis,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,22.23333,22.55000,21.60000,14.67143,14.65000,14.70000,5.01667,4.90000,5.13333,9.51667,9.53333,9.50000,21.88333,21.26667,22.50000,77.44286,77.42500,77.46667,8.16667,8.20000,8.10000,71.77143,70.97500,72.83333,10.43333,10.50000,10.30000,62.75000,62.90000,62.60000,7.00000,3.00000,4.00000,31.00000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.27000,-6.80000,-8.59000,-60.43000,35946.66000
AVIBASE-A8BB091D,Clytolaema rubricauda,Clytolaema_rubricauda,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes,25.02000,24.95000,24.85000,18.60000,18.45000,18.75000,2.54000,2.90000,2.30000,2.34000,2.50000,2.35000,6.32500,5.75000,5.00000,69.20000,74.00000,63.00000,43.20000,47.05000,39.35000,25.30000,26.95000,23.65000,63.00000,63.55000,62.45000,41.20000,41.00000,38.50000,5.00000,2.00000,2.00000,7.90000,Dunning,NO,Forest,1.00000,1.00000,Herbivore,Nectarivore,Aerial,-30.58000,-14.28000,-22.16000,-44.35000,352748.43000
AVIBASE-4068F62F,Clytomyias insignis,Clytomyias_insignis,Maluridae,Passeriformes,Maluridae,Passeriformes,16.00000,15.37500,16.41667,9.00000,8.75000,9.16667,5.51000,5.62500,5.43333,3.16667,2.93333,3.28333,24.08000,24.00000,24.13333,55.70000,53.75000,57.00000,5.94000,5.50000,6.23333,50.06000,47.50000,51.76667,10.58000,10.35000,10.73333,70.75000,71.25000,70.41667,10.00000,6.00000,4.00000,12.40000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.10000,-0.56000,-5.09000,141.37000,139418.96000
AVIBASE-47604004,Clytorhynchus hamlini,Clytorhynchus_hamlini,Monarchidae,Passeriformes,Monarchidae,Passeriformes,30.13000,30.32500,29.35000,19.95000,19.65000,20.25000,6.48000,6.60000,6.00000,6.86000,6.93750,6.55000,23.33000,23.68750,21.90000,94.60000,95.75000,90.00000,15.04000,14.76250,16.15000,79.56000,80.98750,73.85000,15.96000,15.43750,18.05000,81.40000,79.87500,87.50000,10.00000,2.00000,8.00000,34.60000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-11.88000,-11.46000,-11.68000,160.31000,672.67000
AVIBASE-19CB1D6A,Clytorhynchus nigrogularis,Clytorhynchus_nigrogularis,Monarchidae,Passeriformes,Monarchidae,Passeriformes,27.22857,27.61667,24.90000,17.07500,17.43333,16.00000,6.54286,6.63333,6.00000,8.82857,8.91667,8.30000,24.31429,24.81667,21.30000,102.85714,102.66667,104.00000,17.27143,17.10000,18.30000,85.58571,85.56667,85.70000,16.78571,16.65000,17.60000,86.14286,85.50000,90.00000,7.00000,1.00000,6.00000,55.70000,EltonTraits_Model,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-19.17000,-16.15000,-17.44000,172.01000,16947.76000
AVIBASE-9884A24C,Clytorhynchus pachycephaloides,Clytorhynchus_pachycephaloides,Monarchidae,Passeriformes,Monarchidae,Passeriformes,23.45000,23.82500,21.95000,14.37500,14.10000,14.65000,5.79000,5.86250,5.50000,7.28000,7.30000,7.20000,22.34000,23.26250,18.65000,89.10000,88.87500,90.00000,15.48000,15.23750,16.45000,73.62000,73.63750,73.55000,17.37000,17.13750,18.30000,80.00000,78.87500,84.50000,10.00000,2.00000,8.00000,26.30000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-22.47000,-13.07000,-19.25000,166.28000,27352.86000
AVIBASE-011A5D07,Clytorhynchus sanctaecrucis,Clytorhynchus_sanctaecrucis,Monarchidae,Passeriformes,Monarchidae,Passeriformes,22.60000,22.60000,17.29240,14.20000,14.20000,10.28819,4.70000,4.70000,5.34510,6.50000,6.50000,4.50081,23.40000,23.40000,18.40188,90.50000,90.50000,79.41934,16.80000,16.80000,14.25884,73.70000,73.70000,65.26905,18.60000,18.60000,17.67741,73.50000,73.50000,73.71087,1.00000,0.00000,1.00000,55.70000,EltonTraits_Model,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.89000,-10.67000,-10.76000,165.88000,501.67000
AVIBASE-9CC45BB1,Clytorhynchus vitiensis,Clytorhynchus_vitiensis,Monarchidae,Passeriformes,Monarchidae,Passeriformes,22.92000,23.30000,21.40000,14.12500,13.95000,14.30000,5.31000,5.46250,4.70000,6.14000,6.15000,6.10000,21.84000,22.46250,19.35000,88.70000,89.12500,87.00000,14.76000,14.75000,14.80000,73.94000,74.37500,72.20000,16.66000,16.56250,17.05000,74.60000,74.00000,77.00000,10.00000,2.00000,8.00000,29.20000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-20.68000,-12.48000,-17.42000,154.27000,18613.59000
AVIBASE-BD7558AD,Clytospiza monteiri,Clytospiza_monteiri,Estrildidae,Passeriformes,Estrildidae,Passeriformes,13.24000,13.43333,12.95000,9.42500,9.70000,9.15000,4.90000,5.03333,4.70000,6.58000,6.80000,6.25000,15.04000,14.96667,15.15000,59.20000,60.33333,57.50000,6.72500,6.75000,6.70000,52.02500,53.25000,50.80000,11.45000,11.25000,11.65000,53.40000,56.00000,49.50000,5.00000,2.00000,3.00000,14.90000,Dunning,NO,Shrubland,2.00000,1.00000,Omnivore,Omnivore,Terrestrial,-11.46000,9.16000,2.50000,20.58000,1193530.92000
AVIBASE-3BB9E319,Cnemarchus erythropygius,Cnemarchus_erythropygius,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,22.02000,21.50000,22.20000,11.85000,12.10000,11.10000,5.28000,5.35000,5.00000,5.28000,5.27500,5.30000,30.32000,30.96000,29.20000,142.70000,141.98000,142.95000,37.01111,37.40000,36.05000,105.87778,104.82500,106.90000,25.91111,26.30000,25.20000,102.52000,104.16000,95.05000,10.00000,2.00000,5.00000,41.00000,EltonTraits_Model,NO,Shrubland,3.00000,1.00000,Carnivore,Invertivore,Insessorial,-17.52000,10.97000,-8.84000,-74.29000,178441.62000
AVIBASE-CBB9458D,Cnemathraupis aureodorsalis,Buthraupis_aureodorsalis,Thraupidae,Passeriformes,Thraupidae,Passeriformes,22.85000,22.43333,24.10000,12.10000,11.86667,12.80000,8.22500,8.13333,8.50000,10.75000,10.93333,10.20000,34.45000,33.96667,35.90000,122.57500,123.76667,119.00000,23.52500,23.63333,23.20000,99.05000,100.13333,95.80000,19.20000,19.10000,19.50000,100.62500,101.50000,98.00000,4.00000,1.00000,3.00000,85.00000,Dunning,NO,Forest,1.00000,1.00000,Omnivore,Frugivore,Insessorial,-9.85000,-7.18000,-8.62000,-76.89000,2445.85000
AVIBASE-5B8B2C85,Cnemathraupis eximia,Buthraupis_eximia,Thraupidae,Passeriformes,Thraupidae,Passeriformes,20.20000,20.55000,15.13283,10.37500,9.15665,9.30619,7.14000,5.10914,5.18994,9.62000,6.46669,6.55706,30.29167,31.60000,19.88846,116.66667,122.00000,72.44870,21.48182,25.75000,13.61313,95.33636,96.25000,58.85300,18.27273,21.10000,18.68845,91.62500,96.25000,58.66751,12.00000,0.00000,2.00000,62.70000,Dunning,NO,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-5.38000,7.59000,0.56000,-77.43000,60098.85000
AVIBASE-C7F446FC,Cnemophilus loriae,Cnemophilus_loriae,Cnemophilidae,Passeriformes,Cnemophilidae,Passeriformes,24.37500,24.53333,23.90000,11.67500,11.70000,11.60000,6.12500,6.16667,6.00000,5.60000,5.56667,5.70000,38.35000,39.33333,35.40000,99.75000,99.66667,100.00000,4.65000,4.90000,3.90000,95.10000,94.76667,96.10000,4.67500,4.93333,3.90000,76.50000,75.66667,79.00000,4.00000,1.00000,3.00000,84.00000,Dunning,NO,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-10.10000,-3.06000,-5.38000,141.82000,138396.01000
AVIBASE-BB600C12,Cnemophilus macgregorii,Cnemophilus_macgregorii,Cnemophilidae,Passeriformes,Cnemophilidae,Passeriformes,27.25000,27.25000,22.80000,12.15000,12.15000,10.78333,5.75000,5.75000,5.85000,6.70000,6.70000,5.73333,39.05000,39.05000,35.23333,108.50000,108.50000,101.16667,6.70000,6.70000,7.56667,101.80000,101.80000,93.76667,6.15000,6.15000,7.46667,89.50000,89.50000,79.16667,2.00000,0.00000,2.00000,97.90000,Dunning,NO,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-9.49000,-7.41000,-8.36000,147.23000,6880.91000
AVIBASE-1C650121,Cnemophilus sanguineus,Cnemophilus_macgregorii,Cnemophilidae,Passeriformes,Cnemophilidae,Passeriformes,25.85000,26.50000,25.20000,11.40000,11.50000,11.30000,5.22500,5.35000,5.10000,5.57500,5.60000,5.55000,40.52500,41.35000,39.70000,109.75000,112.00000,107.50000,8.60000,8.20000,9.00000,100.90000,102.80000,99.00000,7.85000,7.40000,8.30000,90.25000,89.50000,91.00000,4.00000,2.00000,2.00000,97.90000,DataFromSplit,NO,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-6.67000,-4.00000,-5.34000,142.51000,36784.75000
AVIBASE-6EF7F8B3,Cnemoscopus chrysogaster,Cnemoscopus_rubrirostris,Thraupidae,Passeriformes,Thraupidae,Passeriformes,15.25000,16.70000,15.13283,7.35000,9.15665,9.30619,4.05000,4.60000,5.18994,4.72500,5.60000,6.55706,21.12500,23.60000,19.88846,77.87500,91.00000,72.44870,14.00000,14.18035,13.61313,60.25000,60.15873,58.85300,18.85000,18.95577,18.68845,66.25000,79.00000,58.66751,4.00000,0.00000,1.00000,18.00000,DataFromSplit,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-14.82000,-5.26000,-9.26000,-76.10000,49450.71000
AVIBASE-89047763,Cnemoscopus rubrirostris,Cnemoscopus_rubrirostris,Thraupidae,Passeriformes,Thraupidae,Passeriformes,16.50000,16.50000,16.50000,8.75000,9.00000,8.50000,3.90000,3.85000,3.95000,5.20000,5.45000,4.95000,22.32500,22.45000,22.20000,87.37500,88.75000,86.00000,14.00000,16.45000,11.55000,72.75000,73.55000,71.95000,16.07500,18.30000,13.85000,71.12500,71.45000,70.80000,8.00000,4.00000,4.00000,18.00000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-5.62000,8.44000,2.37000,-76.37000,61667.01000
AVIBASE-4AB94B00,Cnemotriccus fuscatus,Cnemotriccus_fuscatus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,13.79080,13.67353,13.47647,9.75000,9.73333,9.80000,5.36667,5.33548,5.46667,4.03882,4.06176,4.03750,18.26250,18.32353,17.71765,66.68427,67.26471,63.11765,8.98571,8.82000,9.40000,54.68571,55.12000,53.60000,14.05714,13.74000,14.85000,62.57303,61.92647,59.92941,89.00000,17.00000,34.00000,13.60000,Dunning,NO,Forest,2.00000,2.00000,Carnivore,Invertivore,Insessorial,-30.42000,12.49000,-8.42000,-57.20000,12243851.43000
AVIBASE-8D786D76,Cnipodectes subbrunneus,Cnipodectes_subbrunneus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,16.82000,15.90000,15.63031,11.15000,11.20000,9.09574,6.50000,7.30000,5.05580,5.01667,4.80000,4.03403,18.90000,18.50000,18.51021,85.40000,87.00000,70.65160,13.65000,15.50000,13.86244,76.33333,71.50000,57.17578,14.90000,17.80000,18.14254,75.20000,80.00000,60.24901,6.00000,0.00000,1.00000,23.20000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-11.52000,9.62000,-3.33000,-70.79000,1950473.59000
AVIBASE-53F7D92C,Cnipodectes superrufus,Cnipodectes_superrufus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,19.13333,19.13333,15.63031,11.83333,11.83333,9.09574,6.83333,6.83333,5.05580,5.20000,5.20000,4.03403,22.00000,22.00000,18.51021,116.66667,116.66667,70.65160,22.06667,22.06667,13.86244,94.63333,94.63333,57.17578,18.93333,18.93333,18.14254,112.00000,112.00000,60.24901,3.00000,0.00000,3.00000,32.30000,Updated_literature,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-13.64000,-7.26000,-10.69000,-69.09000,245084.22000
AVIBASE-95DC125B,Coccopygia bocagei,Estrilda_melanotis,Estrildidae,Passeriformes,Estrildidae,Passeriformes,11.43287,11.42723,11.41170,8.13052,8.14718,8.07133,5.63137,5.61148,5.56539,6.64293,6.62298,6.54410,15.16536,15.14014,15.01932,53.83559,54.08170,53.33915,9.81383,9.84030,9.68344,43.92722,44.15299,43.59257,18.10810,18.08781,17.98358,43.47140,44.26869,42.73142,0.00000,0.00000,0.00000,6.50000,DataFromSplit,YES,Shrubland,2.00000,1.00000,Herbivore,Granivore,Generalist,-15.39000,-9.58000,-13.03000,14.36000,95404.95000
AVIBASE-7CB6CE7B,Coccopygia melanotis,Estrilda_melanotis,Estrildidae,Passeriformes,Estrildidae,Passeriformes,9.10000,9.10000,9.10000,6.67500,6.65000,6.70000,4.60000,4.73333,4.40000,5.54000,5.63333,5.40000,14.22000,13.90000,14.70000,48.00000,48.16667,47.75000,8.85000,9.65000,8.05000,39.15000,38.60000,39.70000,18.45000,20.05000,16.85000,36.60000,37.00000,36.00000,5.00000,2.00000,3.00000,6.50000,Dunning,NO,Shrubland,2.00000,1.00000,Herbivore,Granivore,Generalist,-34.62000,-19.77000,-29.15000,28.41000,285539.10000
