avibase_id,species_birdlife,species_birdtree,family_birdlife,order_birdlife,family_birdtree,order_birdtree,beak_culmen_avg,beak_culmen_avg_m,beak_culmen_avg_f,beak_nares_avg,beak_nares_avg_m,beak_nares_avg_f,beak_width_avg,beak_width_avg_m,beak_width_avg_f,beak_depth_avg,beak_depth_avg_m,beak_depth_avg_f,tarsus_avg,tarsus_avg_m,tarsus_avg_f,wing_len_avg,wing_len_avg_m,wing_len_avg_f,kipps_avg,kipps_avg_m,kipps_avg_f,secondary_avg,secondary_avg_m,secondary_avg_f,hwi_avg,hwi_avg_m,hwi_avg_f,tail_avg,tail_avg_m,tail_avg_f,total_individuals,female_count,male_count,mass_avg,mass_source,inference,habitat,habitat_density,migration,trophic_level,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size
AVIBASE-15F017B7,,Trochocercus_cyanomelas,,,Monarchidae,Passeriformes,15.36667,15.36667,16.84515,10.11447,10.18061,10.00386,5.56667,5.56667,5.17826,3.30000,3.30000,4.41568,18.20000,18.20000,18.29629,69.33333,69.33333,78.21012,9.50000,9.50000,13.92154,59.83333,59.83333,64.38802,13.70000,13.70000,17.43938,67.66667,67.66667,72.47424,,,,18.97368,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.04662,-0.77868,-5.34074,91.99232,698661.17472
AVIBASE-9D0040D1,Rhipidura superciliaris,Rhipidura_superciliaris,Rhipiduridae,Passeriformes,Rhipiduridae,Passeriformes,14.56667,15.10000,12.70000,7.40000,7.85000,6.95000,4.73000,4.87500,4.15000,3.59000,3.73750,3.00000,15.50000,16.22500,12.60000,77.30000,78.75000,71.50000,14.04000,14.26250,13.15000,63.26000,64.48750,58.35000,18.13000,18.06250,18.40000,75.90000,76.25000,74.50000,4.00000,2.00000,2.00000,13.10000,Dunning,NO,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,5.56000,10.14000,7.65000,124.80000,92445.85000
AVIBASE-41188242,,Terpsiphone_cinnamomea,,,Monarchidae,Passeriformes,23.55000,23.55000,16.84515,10.11447,10.18061,10.00386,7.92500,7.92500,5.17826,5.57500,5.57500,4.41568,17.17500,17.17500,18.29629,89.00000,89.00000,78.21012,14.50000,14.50000,13.92154,74.50000,74.50000,64.38802,16.27500,16.27500,17.43938,82.50000,82.50000,72.47424,,,,18.97368,,,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.04662,-0.77868,-5.34074,91.99232,698661.17472
AVIBASE-E16560EF,Rhipidura isura,Rhipidura_rufiventris,,,Rhipiduridae,Passeriformes,17.03529,18.12500,14.42000,9.11429,9.36667,8.92500,5.47647,5.69167,4.96000,4.21875,4.34545,3.94000,16.06429,16.54000,14.87500,85.00000,86.58333,81.20000,18.50000,19.33333,16.62500,67.73077,69.00000,64.87500,21.38462,21.83333,20.37500,82.11765,82.75000,80.60000,,,,13.20508,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-7.81356,-0.55983,-4.30305,126.77136,483705.53932
AVIBASE-666BD58B,,Myiagra_hebetior,,,Monarchidae,Passeriformes,22.53333,22.53333,16.84515,10.11447,10.18061,10.00386,6.53333,6.53333,5.17826,4.21667,4.21667,4.41568,21.85000,21.85000,18.29629,85.33333,85.33333,78.21012,12.66667,12.66667,13.92154,72.66667,72.66667,64.38802,14.83333,14.83333,17.43938,71.33333,71.33333,72.47424,,,,18.97368,,,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.04662,-0.77868,-5.34074,91.99232,698661.17472
AVIBASE-D13830CE,,Monarcha_verticalis,,,Monarchidae,Passeriformes,18.05000,18.05000,16.84515,10.11447,10.18061,10.00386,5.52500,5.52500,5.17826,4.87500,4.87500,4.41568,20.02500,20.02500,18.29629,86.75000,86.75000,78.21012,16.50000,16.50000,13.92154,70.25000,70.25000,64.38802,19.00000,19.00000,17.43938,70.75000,70.75000,72.47424,,,,18.97368,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.04662,-0.77868,-5.34074,91.99232,698661.17472
AVIBASE-303D5356,,Lacedo_pulchella,,,Alcedinidae,Coraciiformes,40.75000,37.90000,43.60000,35.99087,36.69693,36.22300,13.35000,12.60000,14.10000,12.30000,11.80000,12.80000,13.90000,14.40000,13.40000,82.50000,84.00000,81.00000,22.13936,22.68945,22.56223,73.63221,73.59340,74.68496,22.77820,23.16357,22.87393,85.00000,61.00000,109.00000,,,,74.76842,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.78540,6.40283,-1.63779,85.95301,2683396.57062
AVIBASE-5CF6F8EB,,Gracula_religiosa,,,Sturnidae,Passeriformes,31.30000,33.50000,29.10000,14.42775,14.66665,14.13572,10.00000,10.20000,9.80000,12.00000,12.80000,11.20000,33.90000,34.90000,32.90000,164.00000,176.00000,152.00000,32.60635,32.79741,31.81220,91.78670,93.60346,89.43527,26.41648,26.11835,26.46616,77.50000,82.00000,73.00000,,,,91.92034,,,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-4.09119,9.45898,3.03331,72.41449,1301443.21619
AVIBASE-E410E9A6,Tephrodornis pondicerianus,Tephrodornis_pondicerianus,Vangidae,Passeriformes,Campephagidae,Passeriformes,20.48333,20.26667,20.45000,12.90000,12.80000,13.00000,5.95000,5.83333,5.45000,6.28333,6.36667,6.10000,19.06667,18.06667,19.60000,84.50000,83.16667,83.25000,14.32500,14.20000,14.45000,68.42500,68.05000,68.80000,17.32500,17.30000,17.35000,59.33333,58.00000,57.50000,5.00000,2.00000,3.00000,20.20000,Dunning,NO,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,8.07000,34.66000,22.04000,82.87000,4411317.05000
AVIBASE-AC93609D,,Trogon_elegans,,,Trogonidae,Trogoniformes,19.40000,21.28478,20.68391,12.70182,12.87632,12.45511,9.80000,9.54279,9.22742,9.50000,10.40266,9.93768,17.20000,15.29706,14.88416,141.36554,141.62881,140.89076,52.81014,52.68545,52.83793,88.24181,88.58481,87.84875,37.36706,37.26470,37.46766,154.85124,159.96524,151.05588,,,,90.31500,,,Forest,1.00000,1.00000,Omnivore,Invertivore,Insessorial,-3.34175,13.82875,5.89225,-14.99500,1571562.40575
AVIBASE-76C74B10,,Nucifraga_caryocatactes,,,Corvidae,Passeriformes,49.57500,58.00000,46.76667,32.60000,28.03101,32.60000,13.10000,12.54396,13.10000,15.50000,17.50000,14.50000,40.07500,44.50000,38.60000,188.90000,196.00000,187.12500,48.46667,54.51189,48.46667,144.36667,153.02920,144.36667,25.13333,22.39190,25.13333,122.37500,124.00000,121.83333,,,,248.99127,,,Forest,3.00000,1.00000,Omnivore,Omnivore,Terrestrial,6.91052,23.02217,15.44023,21.03530,2707724.89526
AVIBASE-FBBBA943,Pica pica,Pica_pica,,,Corvidae,Passeriformes,40.75000,40.94000,40.56000,26.12500,25.80000,26.45000,12.16667,11.93333,12.40000,14.06667,14.26667,13.86667,47.34000,47.68000,47.00000,191.69444,195.27778,188.11111,42.85000,42.93750,42.76250,150.43125,153.37500,147.48750,22.17500,21.87500,22.47500,244.80000,256.10000,233.50000,,,,248.99127,,,Forest,3.00000,1.00000,Omnivore,Omnivore,Terrestrial,6.91052,23.02217,15.44023,21.03530,2707724.89526
AVIBASE-3948131B,Sarkidiornis melanotos,Sarkidiornis_melanotos,Anatidae,Anseriformes,Anatidae,Anseriformes,54.38000,58.83333,47.70000,33.52500,34.40000,32.65000,22.50000,23.40000,21.15000,18.02500,19.90000,16.15000,53.22500,59.15000,47.30000,329.20000,352.66667,294.00000,136.62500,143.75000,129.50000,184.37500,204.25000,164.50000,42.67500,41.30000,44.05000,114.64000,126.33333,97.10000,4.00000,2.00000,2.00000,2610.00000,Dunning,NO,Wetland,3.00000,1.00000,Herbivore,Herbivore aquatic,Generalist,-30.44000,31.62000,0.53000,30.99000,18695511.28000
AVIBASE-00146574,,Treron_calvus,,,Columbidae,Columbiformes,26.80000,26.80000,22.12470,11.31358,11.33843,11.24308,7.20000,7.20000,4.63095,8.50000,8.50000,5.11308,25.10000,25.10000,27.06959,164.00000,164.00000,166.37518,53.34780,53.59471,52.81383,115.98869,117.23954,113.55916,31.10835,31.00505,31.37289,99.00000,99.00000,108.85713,,,,258.09509,,,Forest,2.00000,1.00000,Herbivore,Frugivore,Insessorial,-8.16075,6.73200,-0.42643,60.95855,1608993.31075
AVIBASE-AF75AC32,Tockus erythrorhynchus,Tockus_erythrorhynchus,,,Bucerotidae,Bucerotiformes,75.33846,80.54286,69.26667,63.90000,69.45000,58.35000,14.76667,15.38000,14.00000,21.88889,22.84000,20.70000,38.46154,40.21429,36.41667,173.46154,180.14286,165.66667,32.27500,33.95000,30.60000,140.47500,147.05000,133.90000,18.68750,18.77500,18.60000,190.00000,201.42857,176.66667,,,,876.07586,,,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-3.96069,10.88862,3.85897,66.54293,1257799.76500
AVIBASE-DE1D2DF4,Rallus aquaticus,Rallus_aquaticus,Rallidae,Gruiformes,Rallidae,Gruiformes,42.42667,43.34444,40.04000,27.47778,27.78571,26.40000,3.51818,3.80000,2.93333,6.04545,6.40000,5.16667,39.09333,39.66667,36.68000,114.71333,116.27778,109.24000,34.78462,35.54444,33.07500,79.26923,80.73333,75.97500,30.53846,30.62222,30.35000,53.16667,51.94444,50.20000,13.00000,4.00000,9.00000,110.70000,Dunning,NO,Wetland,1.00000,2.00000,Carnivore,Aquatic predator,Terrestrial,24.01000,63.76000,47.32000,48.39000,12363656.67000
AVIBASE-CB3AF294,,Pteroglossus_torquatus,,,Ramphastidae,Piciformes,104.63333,109.00000,97.00000,38.99367,40.63698,38.35463,27.13333,27.90000,26.50000,30.03333,31.00000,28.90000,35.33333,35.00000,36.40000,139.00000,127.00000,146.00000,17.51989,17.77148,17.48256,90.42081,91.16029,90.53490,16.55592,16.63697,16.51208,160.66667,156.00000,166.00000,,,,122.56711,,,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-7.33046,6.80336,0.14711,1.54099,1202578.43362
AVIBASE-0562A30F,,Merops_orientalis,,,Meropidae,Coraciiformes,32.75000,32.50000,36.56889,28.40387,28.84301,27.55167,6.05000,6.30000,6.54500,5.20000,5.10000,6.58361,8.75000,8.80000,11.76083,93.00000,94.00000,108.00444,36.74716,37.29839,36.24417,72.05430,72.43548,71.49917,32.99789,33.22554,32.83000,133.50000,134.00000,98.95000,,,,33.51935,,,Woodland,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-9.51968,17.54871,5.95742,49.46935,3417653.04677
AVIBASE-22562CEE,,Phaenicophaeus_curvirostris,,,Cuculidae,Cuculiformes,42.90000,32.23736,32.37270,20.07743,19.98173,20.11050,15.35000,8.19111,8.25169,18.10000,10.78545,10.88378,41.60000,34.33745,35.09579,176.00000,159.93741,159.02294,33.72133,34.08193,33.07929,125.19136,125.39815,125.40402,21.97566,22.01835,21.63052,257.50000,192.81474,194.19393,,,,146.01702,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-10.38163,12.78277,1.90340,52.98759,3367817.53582
AVIBASE-EBC3B53B,,Laniarius_aethiopicus,,,Malaconotidae,Passeriformes,22.00000,22.00000,23.30239,12.60000,12.60000,13.24803,4.10000,4.10000,5.46491,7.10000,7.10000,7.67469,31.10000,31.10000,27.39493,93.00000,93.00000,92.50613,8.00000,8.00000,9.81428,85.00000,85.00000,82.67754,8.60000,8.60000,10.34468,79.00000,79.00000,86.26711,,,,46.44182,,,Forest,2.00000,1.00000,Carnivore,Invertivore,Insessorial,-13.91527,5.17655,-3.79309,22.66418,2175931.97673
AVIBASE-48789752,,Rhipidura_verreauxi,,,Rhipiduridae,Passeriformes,14.50000,14.50000,13.34513,6.95940,6.97034,6.96435,4.40000,4.40000,3.89361,3.50370,3.55820,3.33305,19.50000,19.50000,17.34007,74.00000,74.00000,73.69690,14.00000,14.00000,13.73673,60.00000,60.00000,59.94758,18.90000,18.90000,18.52245,77.00000,77.00000,84.44315,,,,13.20508,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-7.81356,-0.55983,-4.30305,126.77136,483705.53932
AVIBASE-0CC66656,,Lanius_sphenocercus,,,Laniidae,Passeriformes,23.40000,23.40000,20.00009,11.78070,11.82173,11.77588,8.10000,8.10000,5.78883,9.50000,9.50000,8.71057,32.10000,32.10000,25.51877,122.00000,122.00000,99.27356,32.00000,32.00000,23.52953,90.00000,90.00000,75.74444,26.20000,26.20000,23.62690,140.00000,140.00000,105.54732,,,,46.16667,,,Shrubland,3.00000,1.00000,Carnivore,Invertivore,Insessorial,9.14879,32.90000,22.36758,51.76121,4235404.62424
AVIBASE-34D6EE78,,Bubo_virginianus,,,Strigidae,Strigiformes,43.40000,26.45357,26.93760,14.65791,14.55764,15.17399,11.80000,8.74014,8.94859,13.69954,13.71338,14.18316,58.90000,37.37138,38.04509,203.36032,204.36119,210.12337,57.46565,58.45828,58.84335,146.14790,146.81689,152.03934,27.16080,27.39816,26.84733,110.29450,111.06668,113.50072,,,,337.80242,,,Forest,2.00000,1.00000,Carnivore,Vertivore,Insessorial,-3.34359,14.16631,5.96175,36.92481,2609773.07218
AVIBASE-DE307326,,Lycocorax_pyrrhopterus,,,Paradisaeidae,Passeriformes,50.20000,50.20000,41.77818,27.60769,28.21414,28.42990,12.80000,12.80000,6.86581,15.50000,15.50000,9.22418,48.26667,48.26667,38.46695,196.66667,196.66667,151.87654,29.33333,29.33333,18.92341,167.33333,167.33333,131.79461,14.80000,14.80000,12.70832,130.00000,130.00000,134.84296,,,,173.14146,,,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-8.07650,-3.21675,-5.55000,140.78100,102025.44625
AVIBASE-FF3D837A,,Calonectris_diomedea,,,Procellariidae,Procellariiformes,60.10000,60.10000,36.50311,24.97458,25.66325,25.09756,11.70000,11.70000,8.16559,15.40000,15.40000,9.95950,54.20000,54.20000,39.92770,366.00000,366.00000,258.69342,152.02204,151.63477,153.16550,107.79844,108.59291,105.59043,58.50610,58.36919,59.17327,151.00000,151.00000,101.01916,,,,471.62360,,,Marine,3.00000,3.00000,Carnivore,Aquatic predator,Generalist,-40.47648,16.13419,-13.68454,-10.12019,43189088.27769
AVIBASE-9FCCD579,,Anisognathus_igniventris,,,Thraupidae,Passeriformes,15.60000,15.60000,15.26231,8.93013,8.95000,9.05213,5.50000,5.50000,4.86912,6.60000,6.60000,5.77186,25.90000,25.90000,19.41877,95.00000,95.00000,72.41476,14.89080,15.15034,14.30319,58.94310,59.81068,58.16509,20.21762,20.26650,19.78618,81.00000,81.00000,55.86163,,,,23.32297,,,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-9.83261,5.21604,-2.36643,-69.75654,1158353.34382
AVIBASE-112F924B,,Oriolus_cruentus,,,Oriolidae,Passeriformes,29.83333,29.83333,28.76490,18.53751,18.26332,18.38178,9.25000,9.25000,8.06815,8.35000,8.35000,8.78406,26.06667,26.06667,23.94279,138.00000,138.00000,131.37455,33.16667,33.16667,32.43284,104.83333,104.83333,99.05933,24.03333,24.03333,24.48464,88.83333,88.83333,95.68398,,,,76.82647,,,Forest,1.00000,1.00000,Herbivore,Omnivore,Insessorial,-4.77206,10.39324,3.53324,94.42735,1472885.41265
AVIBASE-D4CB1B89,,Phyllastrephus_albigularis,,,Pycnonotidae,Passeriformes,22.80000,22.80000,18.86016,11.05275,11.17175,10.67208,4.50000,4.50000,4.33112,5.20000,5.20000,5.06310,19.10000,19.10000,19.50521,85.00000,85.00000,88.48570,13.99884,14.46592,13.41007,76.84927,78.16666,75.16861,15.15702,15.39130,14.90627,81.00000,81.00000,82.54348,,,,35.98766,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-2.94584,10.43974,3.87766,68.50429,1142641.08526
AVIBASE-30692E5A,Turdus plumbeus,Turdus_plumbeus,,,Turdidae,Passeriformes,29.76667,29.76667,22.46515,12.83427,12.75341,12.68546,5.50000,5.50000,5.01095,6.90000,6.90000,5.87643,38.13333,38.13333,30.17592,121.66667,121.66667,110.27126,30.50000,30.50000,26.66195,96.50000,96.50000,83.79148,24.00000,24.00000,23.67527,107.33333,107.33333,84.45337,,,,65.45779,,,Forest,1.00000,3.00000,Omnivore,Invertivore,Generalist,3.59370,18.02504,11.35099,20.86156,1285720.95523
AVIBASE-A3538EDB,,Pericrocotus_solaris,,,Campephagidae,Passeriformes,16.46000,16.46000,21.56535,13.20156,13.16263,13.02980,5.11667,5.11667,6.78630,4.15000,4.15000,6.99517,16.76667,16.76667,21.15406,85.83333,85.83333,112.06909,26.16667,26.16667,29.55947,59.66667,59.66667,82.39628,30.45000,30.45000,25.79895,85.66667,85.66667,96.99024,,,,53.46700,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-5.88660,7.45650,1.09900,106.94320,1128263.59060
AVIBASE-AF9B5051,,Monachella_muelleriana,,,Petroicidae,Passeriformes,16.40000,16.40000,15.05415,8.71576,8.91839,8.51647,4.90000,4.90000,4.11784,4.00000,4.00000,4.09139,16.90000,16.90000,22.64485,90.00000,90.00000,80.37278,17.91410,18.06951,17.07956,64.88021,65.52429,63.19663,21.75281,21.70620,21.44663,59.00000,59.00000,58.86775,,,,21.80000,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-22.35396,-12.67660,-17.50868,137.13566,542081.29830
AVIBASE-1B2E3813,,Paradoxornis_brunneus,,,Timaliidae,Passeriformes,8.90000,8.90000,19.21438,11.43749,11.50889,11.19963,3.80000,3.80000,4.05535,5.44977,5.50261,5.34802,20.20000,20.20000,27.29157,51.00000,51.00000,79.47060,7.94362,8.17356,7.83545,72.77195,73.83688,71.55050,10.15880,10.29606,10.21330,64.00000,64.00000,80.29296,,,,40.52199,,,Forest,2.00000,1.00000,Omnivore,Omnivore,Insessorial,9.99915,20.88056,16.07050,91.63373,601439.28801
AVIBASE-79103D60,,Urocissa_whiteheadi,,,Corvidae,Passeriformes,48.43333,48.43333,40.87894,27.37421,28.03101,26.69067,14.26667,14.26667,11.02614,16.26667,16.26667,14.36391,52.30000,52.30000,44.07129,220.66667,220.66667,204.72563,48.33333,48.33333,54.31513,172.33333,172.33333,150.49691,21.80000,21.80000,22.68825,204.33333,204.33333,173.08630,,,,248.99127,,,Forest,1.00000,1.00000,Omnivore,Omnivore,Insessorial,6.91052,23.02217,15.44023,21.03530,2707724.89526
AVIBASE-DB5D67FD,,Cyanolanius_madagascarinus,,,Vangidae,Passeriformes,18.94000,18.94000,23.88643,15.06050,15.93407,14.65579,6.60000,6.60000,5.16490,6.60000,6.60000,7.45016,20.16000,20.16000,22.09223,89.20000,89.20000,92.69683,19.20000,19.20000,14.55156,70.00000,70.00000,78.06038,21.50000,21.50000,15.03466,63.00000,63.00000,69.30031,,,,37.68636,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-23.73682,-14.01091,-18.99500,46.99682,219244.84182
AVIBASE-7DE15211,Theristicus melanopis,Theristicus_melanopis,Threskiornithidae,Pelecaniformes,Threskiornithidae,Pelecaniformes,143.48000,144.63333,141.75000,119.12500,116.30000,121.95000,13.62000,13.93333,13.15000,16.46000,16.76667,16.00000,81.08000,81.63333,80.25000,382.40000,381.66667,383.50000,156.75000,164.00000,149.50000,225.25000,216.50000,234.00000,41.02500,43.10000,38.95000,157.80000,157.00000,159.00000,4.00000,2.00000,2.00000,1250.00000,Updated_literature,NO,Human Modified,3.00000,2.00000,Carnivore,Omnivore,Terrestrial,-55.98000,-6.27000,-42.40000,-70.35000,1331819.08000
AVIBASE-E30B726A,,Myzomela_cruentata,,,Meliphagidae,Passeriformes,16.80000,16.80000,23.09115,12.66971,12.66345,12.37968,2.60000,2.60000,3.45616,2.70000,2.70000,4.29948,12.30000,12.30000,23.45753,55.00000,55.00000,88.13264,17.59241,17.62612,17.29495,72.53522,73.01335,70.57737,19.26320,19.20302,19.44613,40.00000,40.00000,75.44754,,,,36.75775,,,Forest,1.00000,1.00000,Herbivore,Nectarivore,Insessorial,-19.19428,-10.17171,-14.77155,138.85936,621724.13016
AVIBASE-71AE2656,Terpsiphone paradisi,Terpsiphone_paradisi,Monarchidae,Passeriformes,Monarchidae,Passeriformes,25.51250,25.51250,17.29240,13.50000,13.50000,10.28819,7.92500,7.92500,5.34510,5.32500,5.32500,4.50081,18.87500,18.87500,18.40188,94.12500,94.12500,79.41934,17.62857,17.62857,14.25884,76.37143,76.37143,65.26905,18.75714,18.75714,17.67741,111.83333,111.83333,73.71087,1.00000,0.00000,1.00000,19.20000,Dunning,YES,Woodland,2.00000,2.00000,Carnivore,Invertivore,Insessorial,5.92000,42.65000,26.34000,76.61000,3076941.41000
AVIBASE-2241879F,,Sturnus_burmannicus,,,Sturnidae,Passeriformes,30.60000,30.60000,24.51075,14.42775,14.66665,14.13572,5.30000,5.30000,5.84571,6.70000,6.70000,6.96080,32.20000,32.20000,29.32801,120.00000,120.00000,121.32088,32.60635,32.79741,31.81220,91.78670,93.60346,89.43527,26.41648,26.11835,26.46616,93.00000,93.00000,92.05376,,,,91.92034,,,Grassland,3.00000,1.00000,Omnivore,Omnivore,Generalist,-4.09119,9.45898,3.03331,72.41449,1301443.21619
AVIBASE-6B065C06,,Zosterops_rendovae,,,Zosteropidae,Passeriformes,14.00000,14.00000,14.16220,8.09356,8.20166,7.88877,3.40000,3.40000,3.01983,3.70000,3.70000,3.37841,15.80000,15.80000,17.89794,63.00000,63.00000,59.79241,10.82802,10.98208,10.71798,49.64325,50.31177,49.09465,17.92130,17.88466,17.93406,47.00000,47.00000,44.39148,,,,13.13750,,,Forest,1.00000,1.00000,Omnivore,Omnivore,Insessorial,-5.32339,-0.93598,-2.99670,109.25092,180308.31634
AVIBASE-8B16299C,Rhipidura cockerelli,Rhipidura_cockerelli,,,Rhipiduridae,Passeriformes,18.36250,19.03333,16.35000,10.02500,10.45000,9.60000,5.95000,6.13333,5.40000,4.28333,4.25000,4.35000,16.21250,16.83333,14.35000,85.75000,85.66667,86.00000,18.10000,17.83333,18.90000,67.65000,67.83333,67.10000,21.05000,20.73333,22.00000,82.50000,82.66667,82.00000,,,,13.20508,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-7.81356,-0.55983,-4.30305,126.77136,483705.53932
AVIBASE-D5813CA4,,Guttera_pucherani,,,Numididae,Galliformes,37.50000,37.50000,32.84452,21.29330,21.87687,21.35714,13.00000,13.00000,12.67857,14.80000,14.80000,13.98571,97.60000,97.60000,73.47190,310.00000,310.00000,248.92500,46.99700,48.55003,42.95167,205.57396,207.60116,207.39000,18.59220,18.84521,17.37555,155.00000,155.00000,144.64048,,,,1057.12500,,,Forest,1.00000,1.00000,Herbivore,Omnivore,Terrestrial,-12.13125,7.44500,-1.28125,22.66000,2434034.58875
AVIBASE-409B6E6A,Pachycephala griseiceps,Pachycephala_simplex,,,Pachycephalidae,Passeriformes,15.95263,16.15833,15.60000,10.01250,10.02500,10.00000,4.42632,4.49167,4.31429,4.96842,4.83333,5.20000,19.79333,20.00000,19.22500,76.21053,76.08333,76.42857,12.48571,12.28000,13.00000,65.30000,64.72000,66.75000,16.00714,15.90000,16.27500,58.31579,57.33333,60.00000,,,,27.28837,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-11.47884,-4.26442,-7.88884,120.11023,303929.52070
AVIBASE-72304E21,,Phaethornis_griseogularis,,,Trochilidae,Apodiformes,26.40000,26.40000,23.97645,18.91386,18.60502,18.92542,1.60000,1.60000,2.08817,1.60000,1.60000,2.03048,5.14918,5.18799,5.14570,32.00000,32.00000,55.45483,35.92403,36.83923,35.06589,20.91866,21.30128,20.33135,63.41372,63.56453,63.52494,31.00000,31.00000,36.88212,,,,5.11534,,,Forest,1.00000,1.00000,Herbivore,Nectarivore,Aerial,-4.08974,7.45617,1.74843,-74.54946,652404.52886
AVIBASE-4A1996C3,,Myzomela_rosenbergii,,,Meliphagidae,Passeriformes,19.50000,19.50000,23.09115,11.00000,11.00000,12.37968,2.80000,2.80000,3.45616,2.70000,2.70000,4.29948,16.00000,16.00000,23.45753,59.00000,59.00000,88.13264,10.70000,10.70000,17.29495,48.30000,48.30000,70.57737,18.10000,18.10000,19.44613,39.00000,39.00000,75.44754,,,,36.75775,,,Forest,1.00000,1.00000,Herbivore,Nectarivore,Insessorial,-19.19428,-10.17171,-14.77155,138.85936,621724.13016
AVIBASE-F3E4349D,,Psophocichla_litsitsirupa,,,Turdidae,Passeriformes,27.50000,27.50000,22.46515,12.83427,12.75341,12.68546,6.90000,6.90000,5.01095,6.20000,6.20000,5.87643,35.30000,35.30000,30.17592,130.00000,130.00000,110.27126,27.19367,27.71716,26.66195,85.54065,85.97265,83.79148,23.68527,23.93212,23.67527,71.00000,71.00000,84.45337,,,,65.45779,,,Forest,1.00000,1.00000,Omnivore,Invertivore,Insessorial,3.59370,18.02504,11.35099,20.86156,1285720.95523
AVIBASE-8E5F469E,,Dicaeum_hirundinaceum,,,Dicaeidae,Passeriformes,10.80000,11.04864,10.80000,6.20000,6.76039,6.20000,2.80000,3.13126,2.80000,3.40000,3.39922,3.40000,12.55000,13.18599,12.55000,57.00000,53.15580,57.00000,13.35000,10.57472,13.35000,43.65000,42.61203,43.65000,23.45000,19.75572,23.45000,34.00000,27.78293,34.00000,,,,8.29057,,,Forest,1.00000,1.00000,Herbivore,Omnivore,Insessorial,-2.22358,8.18736,3.12377,119.26132,697768.62245
AVIBASE-6AAA6132,,Selenidera_reinwardtii,,,Ramphastidae,Piciformes,58.40000,48.05316,58.40000,38.99367,40.63698,38.35463,20.90000,14.25978,20.90000,21.00000,17.26492,21.00000,30.50000,27.53615,30.50000,125.00000,109.10002,125.00000,17.51989,17.77148,17.48256,90.42081,91.16029,90.53490,16.55592,16.63697,16.51208,105.00000,84.45908,105.00000,,,,122.56711,,,Forest,1.00000,1.00000,Herbivore,Frugivore,Insessorial,-7.33046,6.80336,0.14711,1.54099,1202578.43362
AVIBASE-BB9E2CA5,,Falcunculus_frontatus,,,Falcunculidae,Passeriformes,21.00000,21.00000,17.73750,9.46250,10.07500,8.85000,6.90000,6.90000,4.69285,11.35000,11.35000,9.25000,22.80000,22.80000,19.80000,94.50000,94.50000,81.66072,22.00000,22.00000,14.61250,72.50000,72.50000,65.76250,23.30000,23.30000,17.87500,74.50000,74.50000,71.03572,,,,25.92500,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Terrestrial,-25.25000,-16.15750,-21.68000,134.07250,298166.82500
AVIBASE-C1413BA8,,Serilophus_lunatus,,,Eurylaimidae,Passeriformes,14.60000,21.12569,14.60000,11.40000,13.22229,11.40000,10.00000,12.97540,10.00000,7.30000,9.55525,7.30000,18.10000,22.41947,18.10000,80.00000,100.69697,80.00000,12.30000,17.93757,12.30000,67.70000,77.49577,67.70000,15.40000,18.95106,15.40000,59.00000,71.71754,59.00000,,,,59.30000,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,-2.75111,14.00944,5.86278,89.34167,1008869.01333
AVIBASE-D674D8F4,,Vireolanius_leucotis,,,Vireonidae,Passeriformes,20.25000,20.90000,14.76389,8.44530,8.45507,8.37869,5.45000,5.70000,3.80215,6.40000,6.40000,4.47840,22.15000,22.40000,18.90007,68.00000,69.00000,63.17958,10.81110,10.66451,11.66022,52.66196,52.97627,51.65489,16.47621,16.15942,17.92402,50.50000,50.00000,50.79820,,,,14.56316,,,Forest,1.00000,1.00000,Carnivore,Invertivore,Insessorial,4.99860,21.14456,13.51298,-78.87456,1694455.96579
