avibase_id,species_birdlife,species_birdtree,family_birdlife,order_birdlife,family_birdtree,order_birdtree,beak_culmen,beak_nares,beak_width,beak_depth,dimorphism_beak_culmen,dimorphism_beak_nares,dimorphism_beak_width,beak_elongation,beak_robustness,tarsus,dimorphism_tarsus,wing_len,kipps,secondary,hwi,dimorphism_wing_len,dimorphism_kipps,dimorphism_secondary,dimorphism_hwi,wing_pointedness,wing_loading,log_wing_loading,aspect_ratio,tail,dimorphism_tail,tail_to_wing,mass,log_mass,body_condition,total_individuals,female_count,male_count,mass_source,inference,lat_min,abs_lat_min,lat_max,abs_lat_max,lat_centroid,abs_lat_centroid,lon_centroid,range_size,log_RangeSize,climate_zone,habitat,habitat_density,migration,trophic_level,trophic_niche,lifestyle
AVIBASE-A6DFFC15,Batis orientalis,Batis_orientalis,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,14.66000,7.42500,4.96000,3.51000,0.10744,0.00673,0.12853,2.95565,1.18756,17.17000,0.14342,56.80000,6.98000,49.82000,12.22000,-0.01540,-0.09312,-0.00452,-0.08490,0.12289,0.00344,-5.67213,1.14010,39.90000,-0.08145,0.70246,11.10000,2.40695,0.00219,10.00000,2.00000,8.00000,Dunning,NO,-1.66000,1.66000,20.79000,20.79000,10.29000,10.29000,29.90000,2679950.48000,14.80131,tropical,Shrubland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-5C9DDB02,Batis perkeo,Batis_perkeo,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,14.12500,7.45000,4.41250,3.51250,0.08260,0.04027,0.03399,3.20113,1.09727,16.56250,0.09761,51.31250,6.30000,45.01250,12.26250,-0.06983,-0.11640,-0.06332,-0.04213,0.12278,0.00262,-5.94435,1.13996,34.43750,-0.13793,0.67113,6.90000,1.93152,0.00152,8.00000,2.00000,6.00000,Dunning,NO,-4.38000,4.38000,8.68000,8.68000,2.60000,2.60000,40.23000,949410.69000,13.76360,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-0718A157,Batis poensis,Batis_poensis,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,15.13333,7.25000,5.15000,3.88333,0.02643,-0.09655,0.05825,2.93851,1.32153,15.56667,0.14390,51.16667,5.46667,45.70000,10.60000,0.00391,-0.11707,0.01838,-0.13585,0.10684,0.00367,-5.60841,1.11962,30.66667,-0.05217,0.59935,9.60000,2.26176,0.00254,6.00000,1.00000,5.00000,Dunning,NO,3.21000,3.21000,3.79000,3.79000,3.49000,3.49000,8.69000,1554.43000,7.34886,tropical,Forest,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-982B2C3A,Batis pririt,Batis_pririt,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,14.36000,7.00000,4.46000,3.25000,0.17497,0.01429,0.17096,3.21973,1.00940,18.27000,0.07663,53.75000,7.40000,46.35000,13.77000,0.00581,0.05912,-0.00270,0.05174,0.13767,0.00322,-5.73867,1.15965,39.50000,-0.06329,0.73488,9.30000,2.23001,0.00152,10.00000,2.00000,8.00000,Dunning,NO,-33.89000,33.89000,-12.34000,12.34000,-24.92000,24.92000,20.49000,1547981.31000,14.25246,temperate,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-90A3BA20,Batis reichenowi,Batis_mixta,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,15.99091,7.50000,5.43636,3.82727,0.10813,0.10667,0.11037,2.94147,1.30114,18.52727,0.07377,59.86364,6.70909,53.15455,11.22727,-0.01462,-0.14160,0.00141,-0.13138,0.11207,0.00340,-5.68270,1.12622,33.07273,0.03628,0.55247,12.20000,2.50144,0.00192,11.00000,3.00000,8.00000,DataFromSplit,NO,-10.55000,10.55000,-9.52000,9.52000,-10.11000,10.11000,39.53000,11119.93000,9.31649,tropical,Forest,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-66B40819,Batis senegalensis,Batis_senegalensis,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,14.81250,7.95000,5.27500,3.57500,0.08214,-0.01258,0.12006,2.80806,1.27312,16.62500,0.06216,54.50000,7.67500,46.82500,14.07500,0.03058,0.00434,0.03488,-0.02605,0.14083,0.00323,-5.73464,1.16391,40.87500,-0.00408,0.75000,9.60000,2.26176,0.00209,8.00000,2.00000,6.00000,Dunning,NO,5.90000,5.90000,19.22000,19.22000,11.71000,11.71000,0.02000,3034470.61000,14.92555,tropical,Shrubland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-5A58B69A,Batis soror,Batis_soror,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,14.59000,7.62500,4.79000,3.44000,0.05483,-0.00656,0.06263,3.04593,1.12938,16.56000,0.18191,54.15000,6.66000,47.49000,12.29000,0.01500,-0.02628,0.02079,-0.03662,0.12299,0.00324,-5.73222,1.14024,37.05000,-0.08266,0.68421,9.50000,2.25129,0.00209,10.00000,2.00000,8.00000,Dunning,NO,-25.19000,25.19000,-1.22000,1.22000,-13.90000,13.90000,36.99000,863131.73000,13.66832,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-9E4E307A,Batrachostomus auritus,Batrachostomus_auritus,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,35.55000,27.44000,42.75000,20.01667,0.29907,0.44258,0.38324,0.83158,24.07068,21.91667,0.18343,260.50000,58.66000,201.94000,22.54000,0.35980,0.25228,0.39268,-0.12330,0.22518,0.00304,-5.79733,1.28999,194.83333,0.29519,0.74792,206.00000,5.32788,0.01957,6.00000,0.00000,3.00000,Dunning,NO,-5.16000,5.16000,8.71000,8.71000,1.00000,1.00000,113.66000,565685.32000,13.24579,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-D3AF2371,Batrachostomus cornutus,Batrachostomus_cornutus,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,23.88000,16.30000,21.92000,11.30000,-0.03559,0.04908,-0.10949,1.08942,10.37253,14.48000,-0.08460,133.40000,26.80000,106.95000,20.00000,-0.03186,-0.17413,-0.00312,-0.14000,0.20090,0.00260,-5.95156,1.24731,117.60000,0.07866,0.88156,46.30000,3.83514,0.01525,5.00000,4.00000,1.00000,Inferred,YES,-7.01000,7.01000,7.36000,7.36000,0.61000,0.61000,111.46000,860066.39000,13.66476,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-F595D563,Batrachostomus harterti,Batrachostomus_harterti,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,27.50000,25.20000,37.90000,15.00000,0.07510,-0.21759,-0.25667,0.72559,20.67273,13.30000,0.48068,242.00000,66.30000,175.70000,27.40000,-0.28728,-0.36400,-0.26096,-0.11359,0.27397,0.00352,-5.65000,1.37735,158.00000,-0.07967,0.65289,206.00000,5.32788,0.08756,1.00000,1.00000,0.00000,Inferred,YES,0.00000,0.00000,3.79000,3.79000,1.74000,1.74000,113.94000,27500.68000,10.22197,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-5CB94E3D,Batrachostomus hodgsoni,Batrachostomus_hodgsoni,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,16.07500,10.15000,15.97500,7.17500,0.02799,-0.01970,0.00939,1.00626,7.13037,16.65000,0.04805,132.75000,33.22500,99.52500,25.02500,-0.00377,-0.09180,0.02562,-0.08591,0.25028,0.00289,-5.84511,1.33384,129.25000,0.06576,0.97363,51.00000,3.93183,0.01105,4.00000,2.00000,2.00000,Dunning,NO,15.33000,15.33000,27.89000,27.89000,22.21000,22.21000,97.88000,119417.56000,11.69038,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-E91D453A,Batrachostomus javensis,Batrachostomus_javensis,,,Podargidae,Caprimulgiformes,20.48750,13.32500,17.78750,9.36250,-0.01830,-0.00375,-0.00984,1.15179,8.12864,12.88750,0.01746,111.00000,27.13750,83.86250,24.48750,-0.00450,0.04698,-0.02117,0.05207,0.24448,0.01141,-4.47363,1.32360,104.00000,0.01442,0.93694,140.53077,4.94543,0.06565,,,,,,-7.61077,7.61077,6.53615,6.53615,0.46538,0.46538,118.24077,943304.77923,13.75714,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-E882E75A,Batrachostomus mixtus,Batrachostomus_mixtus,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,17.60000,12.45000,17.17500,8.37500,0.06061,0.02677,0.07181,1.02475,8.17276,14.46667,-0.04839,118.25000,32.56667,85.43333,27.60000,0.05356,0.06141,0.06438,0.00000,0.27541,0.00331,-5.71046,1.38412,88.50000,0.07910,0.74841,46.30000,3.83514,0.01529,4.00000,3.00000,1.00000,Inferred,YES,-3.55000,3.55000,6.37000,6.37000,2.79000,2.79000,115.31000,86540.35000,11.36837,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-8739173E,Batrachostomus moniliger,Batrachostomus_moniliger,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,20.54000,13.65000,23.08000,9.65000,0.02759,-0.05861,0.11771,0.88995,10.84333,15.68000,-0.12436,116.00000,25.65000,89.10000,22.35000,0.02874,0.01949,0.01122,0.00895,0.22112,0.00389,-5.54827,1.30191,100.60000,0.02651,0.86724,52.40000,3.95891,0.01359,5.00000,2.00000,3.00000,Dunning,NO,6.03000,6.03000,15.50000,15.50000,10.17000,10.17000,77.55000,109433.83000,11.60308,tropical,Woodland,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-5825E595,Batrachostomus poliolophus,Batrachostomus_poliolophus,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,19.52500,13.87500,19.87500,8.70000,0.09987,0.15495,0.14340,0.98239,8.85595,14.16667,-0.13059,120.30000,25.00000,95.27500,20.75000,0.01579,0.26800,-0.05091,0.25542,0.20781,0.00320,-5.74484,1.26266,92.52500,-0.01243,0.76912,46.30000,3.83514,0.01628,4.00000,2.00000,2.00000,Inferred,YES,-3.76000,3.76000,5.17000,5.17000,1.28000,1.28000,99.32000,93412.75000,11.44478,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-360A309E,Batrachostomus septimus,Batrachostomus_septimus,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,25.52000,17.75000,27.10000,13.40000,0.17437,0.05634,0.13838,0.94170,14.22962,18.62000,0.08235,156.40000,37.05000,119.70000,23.62500,-0.00107,-0.03239,0.01420,-0.03598,0.23689,0.00355,-5.64123,1.30660,107.80000,0.10513,0.68926,86.80000,4.46361,0.01345,5.00000,2.00000,3.00000,Dunning,NO,5.56000,5.56000,18.65000,18.65000,11.84000,11.84000,123.16000,251854.35000,12.43661,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-E325D317,Batrachostomus stellatus,Batrachostomus_stellatus,Podargidae,Caprimulgiformes,Podargidae,Caprimulgiformes,23.34000,17.72500,27.08000,11.60000,0.01714,-0.04795,0.06339,0.86189,13.45878,14.20000,-0.04108,118.40000,30.12500,85.62500,26.12500,0.02675,-0.01826,-0.01109,-0.01340,0.25443,0.00366,-5.61045,1.38277,118.80000,0.03227,1.00338,51.30000,3.93769,0.01792,5.00000,2.00000,3.00000,Dunning,NO,-5.95000,5.95000,6.53000,6.53000,0.70000,0.70000,110.93000,738170.25000,13.51193,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-39960EAB,Belocercus longicaudus,Psittacula_longicauda,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,26.66000,21.00000,12.86000,22.66000,0.03813,0.03810,0.00130,2.07309,10.93052,15.74000,0.05189,146.80000,67.32500,75.67500,47.07500,0.08288,0.09135,0.01123,0.04355,0.45862,0.00497,-5.30531,1.93987,192.60000,0.65421,1.31199,107.00000,4.67283,0.02744,5.00000,2.00000,3.00000,Dunning,NO,-6.12000,6.12000,14.92000,14.92000,0.86000,0.86000,110.86000,877581.60000,13.68493,tropical,Forest,Open,resident,Herbivore,Omnivore,Insessorial
AVIBASE-89BFB892,Berenicornis comatus,Aceros_comatus,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes,152.06000,126.12500,34.95000,60.66000,0.02126,0.02260,0.05150,4.35079,13.94231,62.34000,0.14998,360.20000,14.40000,342.60000,4.05000,0.01990,-0.21528,0.05283,-0.24691,0.03998,0.01133,-4.48030,1.05137,401.20000,-0.02368,1.11383,1470.00000,7.29302,0.00607,5.00000,3.00000,2.00000,Dunning,NO,-5.00000,5.00000,14.81000,14.81000,1.80000,1.80000,108.94000,1179089.52000,13.98025,tropical,Forest,Open,resident,Carnivore,Omnivore,Generalist
AVIBASE-EFEDF665,Berlepschia rikeri,Berlepschia_rikeri,Furnariidae,Passeriformes,Furnariidae,Passeriformes,25.00000,19.63636,4.76364,6.27273,-0.02400,0.00849,0.00000,5.24809,1.19524,21.01818,0.04123,96.09091,30.41000,65.51818,31.71000,-0.03868,0.05788,-0.08624,0.09713,0.31647,0.00401,-5.51967,1.46663,77.74000,0.02380,0.80903,37.00000,3.61092,0.00398,11.00000,2.00000,6.00000,Dunning,NO,-16.00000,16.00000,8.10000,8.10000,-4.27000,4.27000,-57.86000,5179268.80000,15.46017,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-51FA9111,Bernieria madagascariensis,Bernieria_madagascariensis,Bernieridae,Passeriformes,Sylviidae,Passeriformes,24.38000,14.07500,3.42000,4.68000,0.26524,0.23091,-0.06335,7.12865,0.65651,23.42000,0.14019,77.20000,8.70000,66.55000,11.42500,0.18782,0.48276,0.13974,0.31947,0.11269,0.00425,-5.46199,1.16003,72.40000,0.18186,0.93782,25.30000,3.23080,0.00197,5.00000,2.00000,3.00000,Dunning,NO,-25.18000,25.18000,-11.95000,11.95000,-18.39000,18.39000,47.06000,445930.23000,13.00792,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-F1A4B955,Bias musicus,Bias_musicus,Vangidae,Passeriformes,Platysteiridae,Passeriformes,22.44000,14.42500,8.10000,5.94000,0.01783,0.01733,0.02058,2.77037,2.14412,13.78000,0.05806,87.20000,12.55000,74.20000,14.40000,0.06116,0.31873,0.02022,0.25694,0.14392,0.00288,-5.84992,1.17520,53.00000,-0.01572,0.60780,21.90000,3.08649,0.00837,5.00000,2.00000,3.00000,Dunning,NO,-24.49000,24.49000,11.36000,11.36000,-2.51000,2.51000,19.60000,3741138.35000,15.13490,tropical,Forest,Open,partial,Carnivore,Invertivore,Insessorial
AVIBASE-091D9EB1,Biatas nigropectus,Biatas_nigropectus,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,20.76000,11.78750,5.67000,6.48889,0.11400,0.03648,0.02393,3.66138,1.77225,24.29000,-0.00088,74.75000,7.35000,68.24444,9.90000,0.02800,-0.11565,0.04274,-0.16667,0.09833,0.00456,-5.38962,1.09533,76.57000,0.01063,1.02435,25.50000,3.23868,0.00178,10.00000,2.00000,7.00000,Updated_literature,NO,-29.14000,29.14000,-19.61000,19.61000,-24.14000,24.14000,-47.42000,23893.22000,10.08135,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-623B61C4,Biziura lobata,Biziura_lobata,Anatidae,Anseriformes,Anatidae,Anseriformes,41.61667,23.35000,28.21667,18.13333,0.03444,0.05139,0.13349,1.47490,12.29465,46.60000,0.19170,211.50000,85.90000,129.35000,39.97500,0.14657,0.14203,0.04871,0.05128,0.40615,0.04311,-3.14395,1.63510,105.16667,0.18067,0.49724,1928.50000,7.56450,0.01906,6.00000,3.00000,3.00000,Dunning,NO,-43.64000,43.64000,-22.00000,22.00000,-34.06000,34.06000,141.96000,1207634.45000,14.00417,temperate,Wetland,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-D4B9EE90,Bleda canicapillus,Bleda_canicapillus,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,20.10526,13.34211,5.33158,6.35789,0.11937,0.10493,0.03751,3.77098,1.68601,25.53684,0.08028,98.42105,13.37778,85.28889,13.51667,0.07620,0.11960,0.06918,0.04069,0.13592,0.00426,-5.45765,1.15397,91.32353,0.00821,0.92789,41.30000,3.72086,0.00248,19.00000,2.00000,2.00000,Updated_literature,NO,4.28000,4.28000,13.46000,13.46000,7.87000,7.87000,-4.78000,1094053.69000,13.90540,tropical,Forest,Open,resident,Carnivore,Invertivore,Generalist
AVIBASE-68043A88,Bleda eximius,Bleda_eximius,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,24.02500,16.02500,4.12500,6.82500,0.23101,0.23401,0.08485,5.82424,1.17183,25.35000,0.02761,103.25000,15.47500,87.77500,14.97500,0.08717,0.15186,0.07576,0.06344,0.14988,0.00335,-5.69916,1.17630,97.50000,0.08205,0.94431,35.70000,3.57515,0.00219,4.00000,2.00000,2.00000,Dunning,NO,4.49000,4.49000,8.61000,8.61000,6.51000,6.51000,-6.05000,339296.54000,12.73463,tropical,Forest,Open,resident,Carnivore,Invertivore,Generalist
AVIBASE-4F97BFE1,Bleda notatus,Bleda_notatus,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,20.28750,12.91250,4.74444,6.38889,0.04683,0.06066,-0.10689,4.27606,1.49411,25.08889,0.00569,90.19907,13.00000,77.23333,14.41111,0.03959,-0.08407,0.06021,-0.12143,0.14413,0.00439,-5.42889,1.16788,81.09000,0.09337,0.89901,35.70000,3.57515,0.00226,219.00000,7.00000,2.00000,Dunning,NO,-4.72000,4.72000,6.37000,6.37000,1.40000,1.40000,12.14000,674577.61000,13.42184,tropical,Forest,Open,resident,Carnivore,Invertivore,Generalist
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda_syndactylus,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,27.21250,16.55000,4.46000,7.22000,0.19672,0.24773,-0.01495,6.10146,1.18332,25.43333,0.04535,105.43478,15.60000,89.68571,14.75714,0.07271,0.12714,0.05501,0.05421,0.14796,0.00415,-5.48537,1.17560,95.00000,0.09404,0.90103,46.10000,3.83081,0.00280,95.00000,3.00000,5.00000,Dunning,NO,-11.68000,11.68000,9.10000,9.10000,-0.32000,0.32000,17.06000,3527560.89000,15.07612,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-1D9175EA,Bleda ugandae,Bleda_notatus,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,18.90000,12.80000,4.00000,6.30000,0.04409,-0.12994,0.09899,4.72500,1.33333,23.80000,-0.16371,88.00000,12.00000,76.00000,13.60000,0.04888,0.20899,0.02555,0.13595,0.13636,0.00461,-5.37952,1.15789,93.00000,-0.07356,1.05682,35.70000,3.57515,0.00265,1.00000,1.00000,0.00000,DataFromSplit,NO,-4.92000,4.92000,5.72000,5.72000,0.27000,0.27000,23.63000,1530530.64000,14.24113,tropical,Forest,Open,resident,Carnivore,Invertivore,Generalist
AVIBASE-1A1E0E53,Blythipicus pyrrhotis,Blythipicus_pyrrhotis,Picidae,Piciformes,Picidae,Piciformes,45.68182,33.69000,8.96364,10.61818,0.01423,-0.01521,-0.00496,5.09635,2.08349,26.00000,-0.09167,147.51818,18.14000,129.43000,12.34000,0.04986,-0.07993,0.06983,-0.13270,0.12297,0.00607,-5.10510,1.13975,90.17273,0.06334,0.61127,132.00000,4.88280,0.00751,11.00000,2.00000,9.00000,Dunning,NO,3.38000,3.38000,30.18000,30.18000,23.45000,23.45000,104.38000,1622803.09000,14.29967,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-9D8AAF5D,Blythipicus rubiginosus,Blythipicus_rubiginosus,Picidae,Piciformes,Picidae,Piciformes,32.76000,25.97500,7.46000,8.04000,0.05901,0.04812,0.08043,4.39142,1.83084,21.20000,0.09041,119.40000,16.35000,102.90000,13.67500,-0.05025,-0.28746,-0.02721,-0.23035,0.13693,0.00574,-5.15946,1.16035,63.60000,0.05503,0.53266,81.90000,4.40550,0.00860,5.00000,2.00000,3.00000,Dunning,NO,-5.98000,5.98000,12.63000,12.63000,1.13000,1.13000,108.43000,1344203.74000,14.11131,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-7DCA1C1E,Bocagia minuta,Tchagra_minutus,Malaconotidae,Passeriformes,Malaconotidae,Passeriformes,22.87000,11.82500,6.29000,8.29000,0.01749,-0.02114,0.17687,3.63593,2.28002,26.77000,0.01261,73.40000,6.60000,66.62222,8.97778,0.01107,0.18507,-0.00922,0.17583,0.08992,0.00639,-5.05379,1.10173,78.68750,-0.17474,1.07204,34.40000,3.53806,0.00179,10.00000,2.00000,8.00000,Dunning,NO,-19.17000,19.17000,16.06000,16.06000,-2.02000,2.02000,21.22000,3369836.92000,15.03037,tropical,Wetland,Dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-8DA07483,Boissonneaua flavescens,Boissonneaua_flavescens,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes,20.87895,16.40000,2.69000,2.40000,-0.00684,-0.06707,-0.13569,7.76169,0.30921,6.36000,-0.03669,75.22222,46.30000,29.20000,61.32500,0.04764,0.04320,0.03425,0.00408,0.61551,0.00145,-6.53676,2.57610,48.35714,-0.00207,0.64286,8.20000,2.10413,0.03187,19.00000,4.00000,7.00000,Dunning,NO,-0.85000,0.85000,9.55000,9.55000,4.62000,4.62000,-74.88000,128710.18000,11.76532,tropical,Forest,Open,resident,Herbivore,Nectarivore,Insessorial
AVIBASE-1A8C5D44,Boissonneaua jardini,Boissonneaua_jardini,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes,23.74000,18.67500,2.76000,2.16000,-0.01685,-0.05087,-0.10870,8.60145,0.25112,7.42000,0.14825,75.00000,46.40000,28.35000,62.07500,0.03333,0.05819,-0.00705,0.02497,0.61867,0.00162,-6.42670,2.64550,45.40000,0.09912,0.60533,9.10000,2.20827,0.02228,5.00000,2.00000,2.00000,Dunning,NO,-0.23000,0.23000,5.65000,5.65000,2.90000,2.90000,-77.09000,30988.10000,10.34136,tropical,Forest,Open,resident,Herbivore,Nectarivore,Aerial
AVIBASE-AF91A813,Boissonneaua matthewsii,Boissonneaua_matthewsii,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes,23.28889,16.82000,2.34000,2.38000,0.01825,0.00595,0.00000,9.95252,0.23914,6.37500,-0.03137,72.75556,45.01111,27.74444,61.78889,0.01294,0.00574,0.02463,-0.01025,0.61866,0.00145,-6.53299,2.62235,46.27778,0.11525,0.63607,7.70000,2.04122,0.02972,9.00000,3.00000,4.00000,Dunning,NO,-13.61000,13.61000,0.89000,0.89000,-7.46000,7.46000,-76.59000,127445.48000,11.75544,tropical,Forest,Open,resident,Herbivore,Nectarivore,Aerial
AVIBASE-E56BBA80,Bolbopsittacus lunulatus,Bolbopsittacus_lunulatus,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,22.72500,18.77500,13.85000,18.85000,-0.08581,-0.07190,0.00722,1.64079,11.48834,13.85000,-0.04332,95.50000,37.20000,58.30000,38.92500,-0.02094,-0.07258,0.01201,-0.05267,0.38953,0.00741,-4.90464,1.63808,33.50000,0.05970,0.35079,67.60000,4.21361,0.02544,4.00000,2.00000,2.00000,Dunning,NO,5.56000,5.56000,18.65000,18.65000,12.06000,12.06000,123.17000,210517.70000,12.25733,tropical,Forest,Open,resident,Herbivore,Frugivore,Insessorial
AVIBASE-2706D697,Bolborhynchus ferrugineifrons,Bolborhynchus_ferrugineifrons,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,17.00000,13.73333,9.20000,4.80000,0.08348,0.10302,0.06510,1.84783,2.59765,15.10000,0.03711,121.13333,48.26667,72.86667,39.86667,0.04288,0.04410,0.03822,-0.00461,0.39846,0.00436,-5.43490,1.66240,74.40000,0.08149,0.61420,64.00000,4.15888,0.01859,3.00000,0.00000,0.00000,Updated_literature,NO,1.39000,1.39000,5.24000,5.24000,3.06000,3.06000,-76.09000,3143.40000,8.05306,tropical,Grassland,Semi-dense,resident,Herbivore,Omnivore,Insessorial
