avibase_id,species_birdlife,species_birdtree,family_birdlife,order_birdlife,family_birdtree,order_birdtree,beak_culmen,beak_nares,beak_width,beak_depth,dimorphism_beak_culmen,dimorphism_beak_nares,dimorphism_beak_width,beak_elongation,beak_robustness,tarsus,dimorphism_tarsus,wing_len,kipps,secondary,hwi,dimorphism_wing_len,dimorphism_kipps,dimorphism_secondary,dimorphism_hwi,wing_pointedness,wing_loading,log_wing_loading,aspect_ratio,tail,dimorphism_tail,tail_to_wing,mass,log_mass,body_condition,total_individuals,female_count,male_count,mass_source,inference,lat_min,abs_lat_min,lat_max,abs_lat_max,lat_centroid,abs_lat_centroid,lon_centroid,range_size,log_RangeSize,climate_zone,habitat,habitat_density,migration,trophic_level,trophic_niche,lifestyle
AVIBASE-EE68233F,Smithornis sharpei,Smithornis_sharpei,Calyptomenidae,Passeriformes,Eurylaimidae,Passeriformes,17.77000,11.51111,11.45000,7.12222,0.03306,0.01241,0.06550,1.55197,4.58916,17.51000,0.17204,79.80000,12.20000,67.71111,15.26667,-0.02663,-0.02108,-0.02637,0.00561,0.15288,0.00589,-5.13471,1.17854,51.00000,0.01225,0.63910,37.50000,3.62434,0.00699,10.00000,2.00000,8.00000,Dunning,NO,-5.34000,5.34000,7.44000,7.44000,0.67000,0.67000,18.87000,498936.69000,13.12023,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-C130193B,Smutsornis africanus,Rhinoptilus_africanus,Glareolidae,Charadriiformes,Glareolidae,Charadriiformes,16.16000,8.95000,3.14000,3.76000,0.11448,0.02235,-0.00531,5.14650,0.73059,52.86000,0.06810,147.80000,64.25000,82.75000,43.72500,-0.00789,-0.03891,-0.00604,-0.01715,0.43471,0.00401,-5.52008,1.78610,64.20000,0.10903,0.43437,87.50000,4.47164,0.00059,5.00000,2.00000,3.00000,Dunning,NO,-34.84000,34.84000,13.15000,13.15000,-16.64000,16.64000,27.43000,2999057.71000,14.91381,tropical,Desert,Dense,resident,Carnivore,Invertivore,Terrestrial
AVIBASE-E117776E,Snowornis cryptolophus,Snowornis_cryptolophus,Cotingidae,Passeriformes,Cotingidae,Passeriformes,24.70000,12.72500,7.22500,7.80000,0.07018,-0.02881,-0.12457,3.41869,2.28158,23.62500,0.06914,127.00000,26.80000,100.20000,21.05000,0.00000,-0.05970,0.01597,-0.06017,0.21102,0.00456,-5.38973,1.26747,98.25000,-0.02375,0.77362,73.60000,4.29865,0.00558,4.00000,1.00000,3.00000,Dunning,NO,-9.62000,9.62000,6.42000,6.42000,-4.16000,4.16000,-76.89000,109184.97000,11.60080,tropical,Forest,Open,resident,Omnivore,Omnivore,Insessorial
AVIBASE-413E0E1A,Snowornis subalaris,Snowornis_subalaris,Cotingidae,Passeriformes,Cotingidae,Passeriformes,24.85000,12.10000,6.60000,7.00000,0.03823,0.09917,0.09091,3.76515,1.85915,20.00000,0.02500,129.37500,30.03750,99.33750,23.17500,0.03671,0.03246,0.03800,-0.00431,0.23217,0.00485,-5.32852,1.30238,101.06250,0.01855,0.78116,81.20000,4.39692,0.01015,8.00000,4.00000,4.00000,Dunning,NO,-12.85000,12.85000,1.49000,1.49000,-5.73000,5.73000,-76.38000,59762.19000,10.99813,tropical,Forest,Open,resident,Omnivore,Omnivore,Insessorial
AVIBASE-7D8BF5CC,Somateria fischeri,Somateria_fischeri,Anatidae,Anseriformes,Anatidae,Anseriformes,46.02500,25.80000,18.72500,14.50000,0.19446,0.11240,0.02403,2.45794,5.89924,40.20000,0.03483,246.00000,110.65000,135.35000,44.97500,-0.00813,0.01085,-0.02364,0.01890,0.44980,0.02573,-3.66002,1.81751,64.25000,0.07004,0.26118,1557.20000,7.35064,0.02397,4.00000,2.00000,2.00000,Dunning,NO,59.80000,59.80000,76.30000,76.30000,68.47000,68.47000,-15.37000,1068843.97000,13.88209,polar,Coastal,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-B77377EE,Somateria mollissima,Somateria_mollissima,Anatidae,Anseriformes,Anatidae,Anseriformes,62.14286,27.97500,19.06667,16.88333,0.07632,0.06971,0.02797,3.25924,5.18014,47.47857,0.02076,280.22857,126.23333,154.53333,44.94167,0.02457,0.10166,-0.02243,0.06935,0.45047,0.02624,-3.64031,1.81339,88.14286,0.01945,0.31454,2060.90000,7.63090,0.01926,14.00000,7.00000,7.00000,Dunning,NO,41.77000,41.77000,81.40000,81.40000,64.94000,64.94000,-48.40000,3321100.72000,15.01581,polar,Marine,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-F3D74914,Somateria spectabilis,Somateria_spectabilis,Anatidae,Anseriformes,Anatidae,Anseriformes,33.75000,23.60000,17.53333,14.13333,0.05630,0.06356,0.03565,1.92491,7.34235,42.81667,0.06423,266.33333,130.85000,136.65000,48.90000,0.02347,0.02675,0.01829,0.00409,0.49130,0.02279,-3.78135,1.94902,76.16667,0.04595,0.28598,1616.70000,7.38814,0.02060,6.00000,4.00000,2.00000,Dunning,NO,60.53000,60.53000,83.63000,83.63000,73.18000,73.18000,-34.85000,3200134.05000,14.97870,polar,Marine,Dense,migratory,Carnivore,Aquatic predator,Aquatic
AVIBASE-38B193CE,Spartonoica maluroides,Spartonoica_maluroides,Furnariidae,Passeriformes,Furnariidae,Passeriformes,13.62000,8.49167,2.41538,2.99231,0.06363,0.02404,-0.05520,5.63886,0.53066,15.92308,-0.01954,49.63846,8.77143,40.64167,17.55714,-0.01343,0.05700,-0.03599,0.06835,0.17671,0.00446,-5.41164,1.22137,68.62000,0.05228,1.38240,11.00000,2.39790,0.00272,13.00000,3.00000,9.00000,Dunning,NO,-41.17000,41.17000,-28.78000,28.78000,-34.81000,34.81000,-61.59000,1267559.91000,14.05260,temperate,Wetland,Dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-ED4CE8E7,Spatula clypeata,Anas_clypeata,Anatidae,Anseriformes,Anatidae,Anseriformes,68.85000,47.90000,18.62500,18.68750,0.02324,0.06889,-0.04832,3.69664,5.05526,33.76250,0.04665,226.37500,130.25000,94.25000,57.97500,0.05853,0.11132,-0.02653,0.05778,0.57537,0.01195,-4.42667,2.40186,75.12500,0.10982,0.33186,612.60000,6.41771,0.01592,8.00000,4.00000,4.00000,Dunning,NO,25.56000,25.56000,71.39000,71.39000,55.88000,55.88000,22.06000,27068888.24000,17.11390,temperate,Wetland,Dense,migratory,Omnivore,Aquatic predator,Aquatic
AVIBASE-0E599E6C,Spatula cyanoptera,Anas_cyanoptera,Anatidae,Anseriformes,Anatidae,Anseriformes,50.46667,33.75000,16.03333,13.95000,0.05284,0.10963,0.09979,3.14761,4.43193,30.10000,-0.00221,187.50000,94.75000,90.50000,51.05000,0.06578,0.16359,0.00000,0.08031,0.50533,0.01074,-4.53399,2.07182,70.40000,0.17519,0.37547,377.50000,5.93357,0.01384,6.00000,3.00000,3.00000,Dunning,NO,-55.98000,55.98000,52.10000,52.10000,11.06000,11.06000,-94.79000,6567683.13000,15.69767,tropical,Wetland,Dense,partial,Herbivore,Herbivore aquatic,Aquatic
AVIBASE-90E2543E,Spatula discors,Anas_discors,Anatidae,Anseriformes,Anatidae,Anseriformes,47.30000,31.82500,15.61667,12.56667,0.04281,0.02671,-0.01761,3.02881,4.14904,29.10000,0.09536,178.33333,98.70000,84.55000,53.82500,-0.01822,0.05471,0.00118,0.02508,0.55346,0.01130,-4.48287,2.10921,66.66667,0.09375,0.37383,359.40000,5.88444,0.01458,6.00000,2.00000,4.00000,Dunning,NO,25.87000,25.87000,67.07000,67.07000,48.81000,48.81000,-105.19000,8349222.13000,15.93768,temperate,Wetland,Dense,migratory,Omnivore,Herbivore aquatic,Aquatic
AVIBASE-FA831F65,Spatula hottentota,Anas_hottentota,Anatidae,Anseriformes,Anatidae,Anseriformes,35.98000,27.07500,12.68000,11.14000,0.10330,0.06094,0.03680,2.83754,3.92594,23.36000,0.06136,147.00000,62.35000,84.65000,42.40000,0.01134,0.00481,0.02008,-0.00943,0.42415,0.01279,-4.35902,1.73656,61.80000,0.04854,0.42041,276.40000,5.62185,0.02168,5.00000,2.00000,3.00000,Dunning,NO,-34.84000,34.84000,14.76000,14.76000,-12.18000,12.18000,30.14000,7754871.01000,15.86383,tropical,Wetland,Dense,resident,Herbivore,Omnivore,Generalist
AVIBASE-CEFACC86,Spatula platalea,Anas_platalea,Anatidae,Anseriformes,Anatidae,Anseriformes,65.25000,44.30000,19.42500,16.92500,0.13180,0.11964,0.12098,3.35907,5.03859,31.22500,-0.02722,209.75000,111.75000,98.00000,53.27500,0.02145,0.01342,0.03061,-0.00845,0.53278,0.01058,-4.54894,2.14031,91.75000,0.02725,0.43743,465.40000,6.14290,0.01529,4.00000,2.00000,2.00000,Dunning,NO,-55.98000,55.98000,-11.24000,11.24000,-36.18000,36.18000,-65.98000,2947935.33000,14.89662,temperate,Wetland,Dense,partial,Herbivore,Herbivore aquatic,Aquatic
AVIBASE-86B0BAFA,Spatula puna,Anas_puna,Anatidae,Anseriformes,Anatidae,Anseriformes,48.32500,37.77500,15.75000,16.02500,0.08174,0.12310,0.02540,3.06825,5.22284,29.30000,0.00683,214.00000,94.45000,119.55000,44.07500,0.07009,0.16517,-0.00502,0.09643,0.44136,0.01300,-4.34305,1.79005,74.75000,0.02007,0.34930,595.20000,6.38890,0.02366,4.00000,2.00000,2.00000,Dunning,NO,-26.55000,26.55000,-6.38000,6.38000,-17.48000,17.48000,-69.83000,690886.44000,13.44573,tropical,Wetland,Dense,resident,Herbivore,Herbivore aquatic,Aquatic
AVIBASE-F577BA0F,Spatula querquedula,Anas_querquedula,Anatidae,Anseriformes,Anatidae,Anseriformes,39.20000,29.97500,13.78333,12.51667,0.02041,0.09508,0.09432,2.84402,4.40106,26.01667,0.00641,188.16667,105.57500,82.17500,56.12500,0.07263,0.16907,-0.00426,0.07751,0.56107,0.00920,-4.68899,2.28983,64.16667,-0.06753,0.34101,325.60000,5.78567,0.01849,6.00000,3.00000,3.00000,Dunning,NO,36.62000,36.62000,68.36000,68.36000,53.56000,53.56000,74.07000,16861397.11000,16.64054,temperate,Wetland,Dense,migratory,Omnivore,Herbivore aquatic,Aquatic
AVIBASE-A21E7645,Spatula rhynchotis,Anas_rhynchotis,Anatidae,Anseriformes,Anatidae,Anseriformes,63.75000,45.42500,19.42500,17.42500,0.16000,0.12658,0.15187,3.28185,5.30950,30.82500,0.07624,224.25000,123.00000,101.25000,54.80000,0.10033,0.13821,0.05432,0.03832,0.54849,0.01271,-4.36562,2.21481,71.00000,0.02113,0.31661,639.00000,6.45990,0.02182,4.00000,2.00000,2.00000,Dunning,NO,-46.68000,46.68000,-14.05000,14.05000,-29.63000,29.63000,139.27000,4454068.38000,15.30933,temperate,Wetland,Dense,resident,Carnivore,Aquatic predator,Aquatic
AVIBASE-4670CF43,Spatula smithii,Anas_smithii,Anatidae,Anseriformes,Anatidae,Anseriformes,63.60000,43.32500,18.87500,16.50000,0.06184,0.04388,0.06199,3.36954,4.89682,34.65000,0.08433,229.25000,115.75000,113.50000,50.45000,0.07268,0.07171,0.07437,0.00961,0.50491,0.01125,-4.48696,2.01982,72.50000,0.10298,0.31625,591.50000,6.38266,0.01422,4.00000,0.00000,0.00000,Dunning,NO,-34.84000,34.84000,-13.74000,13.74000,-24.84000,24.84000,22.46000,2430691.95000,14.70369,temperate,Wetland,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-C8F1E992,Spatula versicolor,Anas_versicolor,Anatidae,Anseriformes,Anatidae,Anseriformes,41.18000,31.40000,15.40000,14.34000,0.12061,0.05414,0.08117,2.67403,5.36270,28.26000,0.10675,185.00000,91.75000,92.25000,49.90000,0.04505,0.07629,0.01084,0.03006,0.49595,0.01739,-4.05181,2.00542,68.60000,0.12391,0.37081,595.20000,6.38890,0.02637,5.00000,2.00000,3.00000,Dunning,NO,-55.98000,55.98000,-20.73000,20.73000,-36.90000,36.90000,-64.26000,3071768.07000,14.93776,temperate,Wetland,Dense,partial,Herbivore,Herbivore aquatic,Aquatic
AVIBASE-DB94B36F,Speculanas specularis,Speculanas_specularis,Anatidae,Anseriformes,Anatidae,Anseriformes,52.22000,37.32500,19.34000,15.88000,0.01660,-0.06296,0.05515,2.70010,5.88126,44.28000,0.03689,261.80000,109.75000,148.00000,42.60000,0.01464,-0.02278,-0.00676,-0.00939,0.41921,0.02183,-3.82454,1.76892,108.60000,0.03223,0.41482,1496.10000,7.31062,0.01723,5.00000,2.00000,3.00000,Dunning,NO,-55.98000,55.98000,-38.75000,38.75000,-48.53000,48.53000,-71.93000,386663.05000,12.86531,temperate,Riverine,Dense,resident,Herbivore,Herbivore aquatic,Generalist
AVIBASE-D3390C6C,Speculipastor bicolor,Speculipastor_bicolor,Sturnidae,Passeriformes,Sturnidae,Passeriformes,18.73333,11.37500,4.66667,6.48333,-0.03069,-0.23682,0.13393,4.01428,1.61507,28.11667,-0.02045,114.83333,29.10000,86.90000,25.10000,0.09579,-0.08596,-0.02147,-0.05488,0.25341,0.00487,-5.32496,1.32144,83.16667,-0.37575,0.72424,64.20000,4.16200,0.00289,6.00000,1.00000,4.00000,Dunning,NO,0.11000,0.11000,10.32000,10.32000,4.68000,4.68000,42.28000,1084773.96000,13.89688,tropical,Woodland,Semi-dense,resident,Omnivore,Frugivore,Insessorial
AVIBASE-55D143DB,Spelaeornis badeigularis,Spelaeornis_badeigularis,Timaliidae,Passeriformes,Timaliidae,Passeriformes,10.50000,6.30000,2.30000,3.10000,1.07087,1.28772,0.57431,4.56522,0.67905,19.20000,0.31548,46.50000,3.00000,43.50000,6.50000,0.54810,1.04164,0.52590,0.30179,0.06452,0.00277,-5.88715,1.06897,30.00000,1.29450,0.64516,6.00000,1.79176,0.00085,1.00000,1.00000,0.00000,EltonTraits_Model,NO,27.99000,27.99000,28.33000,28.33000,28.16000,28.16000,96.05000,1098.49000,7.00169,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-18E871A3,Spelaeornis caudatus,Spelaeornis_caudatus,Timaliidae,Passeriformes,Timaliidae,Passeriformes,11.27500,6.12500,2.20000,2.87500,-0.05765,-0.00816,-0.09091,5.12500,0.56098,17.45000,0.00000,47.00000,3.00000,44.00000,6.32500,-0.06383,-0.60000,-0.02727,-0.54545,0.06383,0.00498,-5.30240,1.06818,29.00000,-0.13793,0.61702,11.00000,2.39790,0.00207,4.00000,2.00000,2.00000,Dunning,NO,26.83000,26.83000,28.95000,28.95000,27.60000,27.60000,91.45000,56850.87000,10.94819,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-24C6DDDE,Spelaeornis chocolatinus,Spelaeornis_chocolatinus,Timaliidae,Passeriformes,Timaliidae,Passeriformes,12.50000,6.87500,2.64000,3.20000,-0.10400,-0.09455,0.07576,4.73485,0.67584,19.26000,0.11682,48.90000,4.20000,44.92500,8.57500,0.05624,0.04762,0.05676,-0.01749,0.08589,0.00493,-5.31146,1.08848,42.44000,0.09661,0.86789,11.80000,2.46810,0.00165,5.00000,1.00000,2.00000,Dunning,NO,25.63000,25.63000,27.01000,27.01000,26.32000,26.32000,94.46000,11101.97000,9.31488,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-11D591B6,Spelaeornis kinneari,Spelaeornis_kinneari,Timaliidae,Passeriformes,Timaliidae,Passeriformes,12.05000,6.60000,2.70000,3.30000,0.80450,1.18373,0.34108,4.46296,0.73942,17.90000,0.41102,49.50000,3.35000,46.15000,6.75000,0.45428,0.82833,0.43828,0.25357,0.06768,0.00482,-5.33585,1.07259,36.50000,0.88589,0.73737,11.80000,2.46810,0.00206,2.00000,2.00000,0.00000,Dunning,NO,21.83000,21.83000,22.41000,22.41000,22.11000,22.11000,104.00000,1588.73000,7.37069,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-F98A7432,Spelaeornis longicaudatus,Spelaeornis_longicaudatus,Timaliidae,Passeriformes,Timaliidae,Passeriformes,12.37500,6.75000,2.47500,3.35000,-0.68367,-0.99277,-0.38994,5.00000,0.67000,19.50000,-0.23859,53.00000,3.70000,49.30000,6.97500,-0.33929,-0.59968,-0.31969,-0.22007,0.06981,0.00427,-5.45568,1.07505,45.25000,-0.44734,0.85377,12.00000,2.48491,0.00162,4.00000,0.00000,3.00000,EltonTraits_Model,NO,25.22000,25.22000,25.74000,25.74000,25.49000,25.49000,91.77000,6234.12000,8.73779,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-0C4E399F,Spelaeornis oatesi,Spelaeornis_oatesi,Timaliidae,Passeriformes,Timaliidae,Passeriformes,11.97500,6.70000,2.50000,3.40000,0.79701,1.19592,0.44836,4.79000,0.70981,18.20000,0.36578,48.50000,1.70000,46.80000,3.52500,0.51519,2.72054,0.44608,1.49266,0.03505,0.00502,-5.29503,1.03632,39.50000,0.73000,0.81443,11.80000,2.46810,0.00196,4.00000,1.00000,0.00000,Dunning,NO,20.69000,20.69000,24.31000,24.31000,22.68000,22.68000,93.55000,29691.64000,10.29862,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-9FAE6D78,Spelaeornis reptatus,Spelaeornis_reptatus,Timaliidae,Passeriformes,Timaliidae,Passeriformes,12.05000,6.85000,2.30000,3.02500,0.09129,0.07299,0.04348,5.23913,0.57739,18.45000,0.05420,49.00000,2.85000,46.15000,5.80000,0.00000,0.17544,-0.01083,0.18966,0.05816,0.00491,-5.31554,1.06176,38.25000,0.01307,0.78061,11.80000,2.46810,0.00188,4.00000,2.00000,2.00000,Dunning,NO,15.73000,15.73000,29.41000,29.41000,24.72000,24.72000,98.69000,129370.69000,11.77044,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-D7BB497E,Spelaeornis troglodytoides,Spelaeornis_troglodytoides,Timaliidae,Passeriformes,Timaliidae,Passeriformes,11.06000,5.90000,2.16000,2.90000,-0.06178,-0.03390,-0.04630,5.12037,0.56637,19.16000,0.02088,49.20000,3.45000,46.05000,6.95000,0.06098,0.05797,0.06080,0.00000,0.07012,0.00289,-5.84588,1.06840,49.80000,-0.01004,1.01220,7.00000,1.94591,0.00100,5.00000,3.00000,2.00000,EltonTraits_Model,NO,22.26000,22.26000,34.58000,34.58000,28.68000,28.68000,101.27000,498405.28000,13.11917,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-E358EC8A,Spermestes bicolor,Lonchura_bicolor,Estrildidae,Passeriformes,Estrildidae,Passeriformes,10.52778,8.07500,5.65000,6.92000,0.02826,-0.00619,0.03687,1.86332,3.71379,12.50000,-0.01080,48.36111,10.55000,37.79375,21.82500,0.02972,0.05450,0.02613,0.02176,0.21815,0.00423,-5.46486,1.27961,33.50000,0.03625,0.69271,9.90000,2.29253,0.00507,18.00000,8.00000,10.00000,Dunning,NO,-33.78000,33.78000,13.14000,13.14000,-3.39000,3.39000,20.99000,5169258.15000,15.45824,tropical,Woodland,Semi-dense,resident,Herbivore,Granivore,Insessorial
AVIBASE-142E4CB7,Spermestes cucullata,Lonchura_cucullata,Estrildidae,Passeriformes,Estrildidae,Passeriformes,9.58095,6.88889,5.23000,6.32000,0.04958,0.08710,-0.02868,1.83192,3.44993,12.71429,-0.02851,48.42857,10.36842,38.10526,21.40000,0.00000,0.04650,-0.01500,0.04848,0.21410,0.00384,-5.56296,1.27092,31.31579,0.03326,0.64664,9.00000,2.19722,0.00438,21.00000,8.00000,8.00000,Dunning,NO,-34.05000,34.05000,15.69000,15.69000,-3.72000,3.72000,21.48000,8668523.94000,15.97521,tropical,Woodland,Semi-dense,resident,Herbivore,Granivore,Terrestrial
AVIBASE-64E386FE,Spermestes fringilloides,Lonchura_fringilloides,Estrildidae,Passeriformes,Estrildidae,Passeriformes,17.04000,12.17500,7.64000,8.90000,0.00391,-0.00411,0.01963,2.23037,3.99038,13.66000,-0.05368,56.90000,14.82500,42.30000,25.92500,-0.02490,-0.15177,0.02364,-0.12922,0.26054,0.00519,-5.26121,1.34515,37.00000,-0.04505,0.65026,16.80000,2.82138,0.00659,5.00000,2.00000,3.00000,Dunning,NO,-30.91000,30.91000,13.67000,13.67000,-4.08000,4.08000,21.22000,1503708.26000,14.22344,tropical,Forest,Semi-dense,resident,Herbivore,Granivore,Insessorial
AVIBASE-3817DA4A,Spermophaga haematina,Spermophaga_haematina,Estrildidae,Passeriformes,Estrildidae,Passeriformes,16.13684,11.61667,8.65789,10.26842,0.01124,0.05538,0.02129,1.86383,5.50931,21.78947,0.01219,67.71053,7.30588,58.57647,11.08235,0.05044,-0.14098,0.06026,-0.17956,0.10790,0.00502,-5.29499,1.15593,53.97297,0.05790,0.79711,23.00000,3.13549,0.00222,38.00000,16.00000,17.00000,Dunning,NO,-5.92000,5.92000,13.49000,13.49000,2.40000,2.40000,9.82000,1910654.25000,14.46296,tropical,Forest,Open,resident,Herbivore,Omnivore,Insessorial
AVIBASE-AEAD40DD,Spermophaga poliogenys,Spermophaga_poliogenys,Estrildidae,Passeriformes,Estrildidae,Passeriformes,15.20000,10.52500,6.67500,9.25000,0.12281,0.10451,0.11486,2.27715,4.06209,19.70000,-0.02707,67.25000,8.30000,58.95000,12.32500,0.02478,-0.12851,0.04637,-0.15957,0.12342,0.00438,-5.43115,1.14080,52.00000,0.15385,0.77323,19.80000,2.98568,0.00259,4.00000,1.00000,3.00000,Dunning,NO,-4.86000,4.86000,3.87000,3.87000,0.59000,0.59000,26.49000,366771.57000,12.81249,tropical,Forest,Open,resident,Herbivore,Granivore,Insessorial
AVIBASE-46A1FC77,Spermophaga ruficapilla,Spermophaga_ruficapilla,Estrildidae,Passeriformes,Estrildidae,Passeriformes,15.95714,11.27778,8.55556,10.63333,-0.00287,-0.02749,0.08532,1.86512,5.70115,21.72857,0.01438,69.28571,6.73571,62.55000,9.69286,0.02406,0.12619,0.01306,0.10102,0.09722,0.00492,-5.31523,1.10769,57.03571,0.03434,0.82320,23.60000,3.16125,0.00230,14.00000,6.00000,8.00000,Dunning,NO,-11.11000,11.11000,5.30000,5.30000,-0.54000,0.54000,27.13000,562817.84000,13.24071,tropical,Forest,Open,resident,Herbivore,Granivore,Insessorial
AVIBASE-191C56A7,Sphecotheres hypoleucus,Sphecotheres_hypoleucus,Oriolidae,Passeriformes,Oriolidae,Passeriformes,24.40000,14.20000,8.34000,8.82000,-0.17675,-0.29434,0.03728,2.92566,3.01470,22.66000,-0.08421,126.60000,30.38000,96.22000,24.00000,-0.02485,-0.01179,-0.02880,0.02699,0.23997,0.00484,-5.33179,1.31573,93.80000,-0.02508,0.74092,77.50000,4.35028,0.00666,5.00000,0.00000,5.00000,Updated_literature,NO,-8.02000,8.02000,-7.56000,7.56000,-7.78000,7.78000,126.30000,2638.29000,7.87789,tropical,Woodland,Semi-dense,resident,Herbivore,Frugivore,Insessorial
AVIBASE-DAC824A4,Sphecotheres vieilloti,Sphecotheres_vieilloti,Oriolidae,Passeriformes,Oriolidae,Passeriformes,27.26000,15.62500,8.75333,9.14667,-0.00990,-0.04800,0.10510,3.11424,2.93704,25.53636,-0.00544,146.80000,39.61000,108.99000,26.65000,-0.03372,-0.09436,-0.08212,-0.00938,0.26982,0.00564,-5.17823,1.34691,104.53333,-0.11575,0.71208,121.50000,4.79991,0.00730,15.00000,5.00000,10.00000,Updated_literature,NO,-37.78000,37.78000,-5.27000,5.27000,-21.26000,21.26000,143.84000,993924.12000,13.80942,tropical,Forest,Semi-dense,resident,Herbivore,Frugivore,Insessorial
AVIBASE-196347A3,Sphecotheres viridis,Sphecotheres_viridis,Oriolidae,Passeriformes,Oriolidae,Passeriformes,23.23333,14.15000,7.24444,8.35556,-0.03136,-0.09187,0.08775,3.20706,2.60537,23.44444,0.06276,123.66667,28.77500,94.47500,23.35000,-0.04505,-0.03128,-0.05751,0.01999,0.23268,0.00791,-4.83939,1.30899,97.22222,-0.09624,0.78616,121.00000,4.79579,0.00939,9.00000,2.00000,7.00000,Dunning,NO,-10.94000,10.94000,-8.33000,8.33000,-9.32000,9.32000,125.02000,30023.14000,10.30972,tropical,Forest,Semi-dense,resident,Herbivore,Frugivore,Insessorial
AVIBASE-9B183BDD,Spheniscus demersus,Spheniscus_demersus,Spheniscidae,Sphenisciformes,Spheniscidae,Sphenisciformes,61.50000,30.95000,10.12000,24.26000,-0.08821,0.01737,-0.20476,6.07708,3.99205,32.32000,-0.23998,98.50000,3.60000,94.90000,3.67500,-0.04759,-0.09286,-0.03692,-0.04129,0.03655,0.32262,-1.13129,1.03793,28.46000,-2.12774,0.28893,3130.10000,8.04882,0.09271,5.00000,0.00000,1.00000,Dunning,NO,-35.98000,35.98000,-17.07000,17.07000,-31.44000,31.44000,21.46000,330067.23000,12.70705,temperate,Marine,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-37FC130F,Spheniscus humboldti,Spheniscus_humboldti,Spheniscidae,Sphenisciformes,Spheniscidae,Sphenisciformes,63.70000,27.27500,9.14000,21.14000,0.00203,0.01971,0.28929,6.96937,3.03327,38.97500,-0.03293,105.25000,4.57500,100.67500,4.37500,-0.04454,-0.07307,-0.03480,-0.03468,0.04347,0.39417,-0.93098,1.04544,28.14000,2.05019,0.26736,4366.40000,8.38169,0.07375,5.00000,1.00000,0.00000,Dunning,NO,-55.93000,55.93000,-4.87000,4.87000,-23.48000,23.48000,-73.78000,73314.02000,11.20251,tropical,Marine,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-3B4B29E0,Spheniscus magellanicus,Spheniscus_magellanicus,Spheniscidae,Sphenisciformes,Spheniscidae,Sphenisciformes,60.24000,27.72500,10.18000,23.38000,0.02331,0.01939,0.14459,5.91749,3.95100,35.45000,-0.03621,109.60000,4.12500,105.12500,3.80000,-0.04277,-0.08104,-0.03333,-0.03993,0.03764,0.34175,-1.07369,1.04257,23.38000,0.09139,0.21332,4105.10000,8.31999,0.09215,5.00000,0.00000,0.00000,Dunning,NO,-56.72000,56.72000,-33.67000,33.67000,-49.07000,49.07000,-69.55000,940638.86000,13.75431,temperate,Marine,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-ACAA25BF,Spheniscus mendiculus,Spheniscus_mendiculus,Spheniscidae,Sphenisciformes,Spheniscidae,Sphenisciformes,63.87500,30.37500,7.95000,17.47500,0.02198,0.01770,0.18514,8.03459,2.17497,25.92500,-0.04951,82.75000,3.95000,78.80000,4.77500,-0.05665,-0.08464,-0.04446,-0.03178,0.04773,0.28067,-1.27058,1.05013,26.12500,0.08179,0.31571,1921.90000,7.56107,0.11030,4.00000,0.00000,0.00000,Dunning,NO,-1.31000,1.31000,0.17000,0.17000,-0.48000,0.48000,-91.40000,1040.81000,6.94775,tropical,Marine,Dense,partial,Carnivore,Aquatic predator,Aquatic
AVIBASE-8EE724E4,Sphenoeacus afer,Sphenoeacus_afer,Macrosphenidae,Passeriformes,Sylviidae,Passeriformes,17.34000,8.90000,3.34000,4.82000,-0.01057,0.02247,-0.05489,5.19162,0.92842,22.48000,0.00593,66.20000,5.65000,60.60000,8.57500,0.04280,-0.03540,0.06106,-0.08746,0.08535,0.00694,-4.97092,1.09241,98.80000,0.04723,1.49245,30.40000,3.41444,0.00268,5.00000,2.00000,3.00000,Dunning,NO,-34.84000,34.84000,-17.41000,17.41000,-28.46000,28.46000,27.83000,430218.37000,12.97205,temperate,Shrubland,Dense,resident,Carnivore,Invertivore,Insessorial
