avibase_id,species_latin_key,species_english,species_birdlife,species_ioc,species_ebird,species_avilist,order,family_ioc,family_clements,family_birdlife,family_avilist,genus
AVIBASE-1AA2783D,Rhipidura personata,Kadavu Fantail,Rhipidura personata,Rhipidura personata,Rhipidura personata,Rhipidura personata,Passeriformes,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipidura
AVIBASE-1AA93871,Sporophila plumbea,Plumbeous Seedeater,Sporophila plumbea,Sporophila plumbea,Sporophila plumbea,Sporophila plumbea,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Sporophila
AVIBASE-1AAAEAFD,Pytilia hypogrammica,Yellow-winged Pytilia,Pytilia hypogrammica,Pytilia hypogrammica,Pytilia hypogrammica,Pytilia hypogrammica,Passeriformes,Estrildidae,Estrildidae,Estrildidae,Estrildidae,Pytilia
AVIBASE-1AAB20B0,Dendrocygna guttata,Spotted Whistling-duck,Dendrocygna guttata,Dendrocygna guttata,Dendrocygna guttata,Dendrocygna guttata,Anseriformes,Anatidae,Anatidae,Anatidae,Anatidae,Dendrocygna
AVIBASE-1ABAB622,Apalis jacksoni,Black-throated Apalis,Apalis jacksoni,Apalis jacksoni,Apalis jacksoni,Apalis jacksoni,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Apalis
AVIBASE-1ABF840F,Tachybaptus novaehollandiae,Australasian Grebe,Tachybaptus novaehollandiae,Tachybaptus novaehollandiae,Tachybaptus novaehollandiae,Tachybaptus novaehollandiae,Podicipediformes,Podicipedidae,Podicipedidae,Podicipedidae,Podicipedidae,Tachybaptus
AVIBASE-1AC2BAC2,Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,Lepidocolaptes angustirostris,Lepidocolaptes angustirostris,Lepidocolaptes angustirostris,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Lepidocolaptes
AVIBASE-1AC599C5,Edolisoma pygmaeum,New Georgia Cicadabird,Edolisoma pygmaeum,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Campephagidae,MISSING,Edolisoma
AVIBASE-1AC817E2,Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,Clibanornis rectirostris,Clibanornis rectirostris,Clibanornis rectirostris,Clibanornis rectirostris,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Clibanornis
AVIBASE-1ACF5A6E,Circus approximans,Swamp Harrier,Circus approximans,Circus approximans,Circus approximans,Circus approximans,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Circus
AVIBASE-1AE8B7CD,Piaya melanogaster,Black-bellied Cuckoo,Piaya melanogaster,Piaya melanogaster,Piaya melanogaster,Piaya melanogaster,Cuculiformes,Cuculidae,Cuculidae,Cuculidae,Cuculidae,Piaya
AVIBASE-1AE95762,Arses kaupi,Pied Monarch,Arses kaupi,Arses kaupi,Arses kaupi,Arses kaupi,Passeriformes,Monarchidae,Monarchidae,Monarchidae,Monarchidae,Arses
AVIBASE-1AED683B,Neophedina cincta,Banded Martin,Neophedina cincta,Neophedina cincta,Neophedina cincta,Neophedina cincta,Passeriformes,Hirundinidae,Hirundinidae,Hirundinidae,Hirundinidae,Neophedina
AVIBASE-1AF3034A,Spizocorys fremantlii,Short-tailed Lark,Spizocorys fremantlii,Spizocorys fremantlii,Spizocorys fremantlii,Spizocorys fremantlii,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Spizocorys
AVIBASE-1AFE0391,Cyornis brunneatus,Brown-chested Jungle-flycatcher,Cyornis brunneatus,Cyornis brunneatus,Cyornis brunneatus,Cyornis brunneatus,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Cyornis
AVIBASE-1AFEC004,Phylloscopus montis,Yellow-breasted Warbler,Phylloscopus montis,Phylloscopus montis,Phylloscopus montis,Phylloscopus montis,Passeriformes,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopus
AVIBASE-1B03A722,Cicinnurus respublica,Wilson's Bird-of-paradise,Cicinnurus respublica,Diphyllodes respublica,Diphyllodes respublica,Diphyllodes respublica,Passeriformes,Paradisaeidae,Paradisaeidae,Paradisaeidae,Paradisaeidae,Cicinnurus
AVIBASE-1B10F1B4,Cinclodes nigrofumosus,Seaside Cinclodes,Cinclodes nigrofumosus,Cinclodes nigrofumosus,Cinclodes nigrofumosus,Cinclodes nigrofumosus,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Cinclodes
AVIBASE-1B11690B,Pternistis squamatus,Scaly Spurfowl,Pternistis squamatus,Pternistis squamatus,Pternistis squamatus,Pternistis squamatus,Galliformes,Phasianidae,Phasianidae,Phasianidae,Phasianidae,Pternistis
AVIBASE-1B155418,Yuhina bakeri,White-naped Yuhina,Yuhina bakeri,Yuhina bakeri,Yuhina bakeri,Yuhina bakeri,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Yuhina
AVIBASE-1B17E3C3,Phylloscopus intermedius,White-spectacled Warbler,Phylloscopus intermedius,Phylloscopus intermedius,Phylloscopus intermedius,Phylloscopus intermedius,Passeriformes,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopus
AVIBASE-1B28A4B6,Pluvianus aegyptius,Egyptian Plover,Pluvianus aegyptius,Pluvianus aegyptius,Pluvianus aegyptius,Pluvianus aegyptius,Charadriiformes,Pluvianidae,Pluvianidae,Pluvianidae,Pluvianidae,Pluvianus
AVIBASE-1B29AD28,Anthreptes seimundi,Little Green Sunbird,Anthreptes seimundi,Anthreptes seimundi,Anthreptes seimundi,Anthreptes seimundi,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Anthreptes
AVIBASE-1B2A6386,Dryobates pubescens,Downy Woodpecker,Dryobates pubescens,Dryobates pubescens,Dryobates pubescens,Dryobates pubescens,Piciformes,Picidae,Picidae,Picidae,Picidae,Dryobates
AVIBASE-1B2AF453,Prionops rufiventris,Rufous-bellied Helmetshrike,Prionops rufiventris,Prionops rufiventris,Prionops rufiventris,Prionops rufiventris,Passeriformes,Vangidae,Vangidae,Vangidae,Vangidae,Prionops
AVIBASE-1B2C7B12,Pericrocotus flammeus,Orange Minivet,Pericrocotus flammeus,Pericrocotus flammeus,Pericrocotus flammeus,Pericrocotus flammeus,Passeriformes,Campephagidae,Campephagidae,Campephagidae,Campephagidae,Pericrocotus
AVIBASE-1B309CB5,Chrysococcyx cupreus,African Emerald Cuckoo,Chrysococcyx cupreus,Chrysococcyx cupreus,Chrysococcyx cupreus,Chrysococcyx cupreus,Cuculiformes,Cuculidae,Cuculidae,Cuculidae,Cuculidae,Chrysococcyx
AVIBASE-1B4DA358,Apalis binotata,Masked Apalis,Apalis binotata,Apalis binotata,Apalis binotata,Apalis binotata,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Apalis
AVIBASE-1B4F109C,Mimus trifasciatus,Floreana Mockingbird,Mimus trifasciatus,Mimus trifasciatus,Mimus trifasciatus,Mimus trifasciatus,Passeriformes,Mimidae,Mimidae,Mimidae,Mimidae,Mimus
AVIBASE-1B55137E,Edolisoma insperatum,Pohnpei Cicadabird,Edolisoma insperatum,Edolisoma insperatum,Edolisoma insperatum,Edolisoma insperatum,Passeriformes,Campephagidae,Campephagidae,Campephagidae,Campephagidae,Edolisoma
AVIBASE-1B6016EC,Myrmecocichla melaena,Rüppell's Chat,Myrmecocichla melaena,Myrmecocichla melaena,Myrmecocichla melaena,Myrmecocichla melaena,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Myrmecocichla
AVIBASE-1B655B31,Gerygone levigaster,Mangrove Gerygone,Gerygone levigaster,Gerygone levigaster,Gerygone levigaster,Gerygone levigaster,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Gerygone
AVIBASE-1B7E55DC,Scytalopus caracae,Caracas Tapaculo,Scytalopus caracae,Scytalopus caracae,Scytalopus caracae,Scytalopus caracae,Passeriformes,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Scytalopus
AVIBASE-1B8BDC64,Scytalopus gonzagai,Boa Nova Tapaculo,Scytalopus gonzagai,Scytalopus gonzagai,Scytalopus gonzagai,Scytalopus gonzagai,Passeriformes,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Scytalopus
AVIBASE-1BA07F2C,Campylopterus phainopeplus,Santa Marta Sabrewing,Campylopterus phainopeplus,Campylopterus phainopeplus,Campylopterus phainopeplus,Campylopterus phainopeplus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus
AVIBASE-1BAA1C0D,Zosterops atriceps,Cream-throated White-eye,Zosterops atriceps,Zosterops atriceps,Zosterops atriceps,Zosterops atriceps,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Zosterops
AVIBASE-1BABE8A4,Psittacara euops,Cuban Parakeet,Psittacara euops,Psittacara euops,Psittacara euops,Psittacara euops,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Psittacara
AVIBASE-1BAC6645,Elanoides forficatus,Swallow-tailed Kite,Elanoides forficatus,Elanoides forficatus,Elanoides forficatus,Elanoides forficatus,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Elanoides
AVIBASE-1BAC8667,Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,Griseotyrannus aurantioatrocristatus,Griseotyrannus aurantioatrocristatus,Empidonomus aurantioatrocristatus,Empidonomus aurantioatrocristatus,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Griseotyrannus
AVIBASE-1BB9C864,Vireo plumbeus,Plumbeous Vireo,Vireo plumbeus,Vireo plumbeus,Vireo plumbeus,Vireo plumbeus,Passeriformes,Vireonidae,Vireonidae,Vireonidae,Vireonidae,Vireo
AVIBASE-1BC289CB,Phoebastria irrorata,Waved Albatross,Phoebastria irrorata,Phoebastria irrorata,Phoebastria irrorata,Phoebastria irrorata,Procellariiformes,Diomedeidae,Diomedeidae,Diomedeidae,Diomedeidae,Phoebastria
AVIBASE-1BC6D0DF,Conopophaga roberti,Hooded Gnateater,Conopophaga roberti,Conopophaga roberti,Conopophaga roberti,Conopophaga roberti,Passeriformes,Conopophagidae,Conopophagidae,Conopophagidae,Conopophagidae,Conopophaga
AVIBASE-1BCEB0FD,Chlamydotis macqueenii,Asian Houbara,Chlamydotis macqueenii,Chlamydotis macqueenii,Chlamydotis macqueenii,Chlamydotis macqueenii,Otidiformes,Otididae,Otididae,Otididae,Otididae,Chlamydotis
AVIBASE-1BD9ECB6,Limnornis curvirostris,Curve-billed Reedhaunter,Limnornis curvirostris,Limnornis curvirostris,Limnornis curvirostris,Limnornis curvirostris,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Limnornis
AVIBASE-1BDDEA78,Suiriri suiriri,Suiriri Flycatcher,Suiriri suiriri,Suiriri suiriri,Suiriri suiriri,Suiriri suiriri,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Suiriri
AVIBASE-1BDDFB1D,Ptilinopus perlatus,Pink-spotted Fruit-dove,Ptilinopus perlatus,Ptilinopus perlatus,Ptilinopus perlatus,Ptilinopus perlatus,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Ptilinopus
AVIBASE-1BDF5C00,Vireo huttoni,Hutton's Vireo,Vireo huttoni,Vireo huttoni,Vireo huttoni,Vireo huttoni,Passeriformes,Vireonidae,Vireonidae,Vireonidae,Vireonidae,Vireo
AVIBASE-1BE0A8B1,Philydor atricapillus,Black-capped Foliage-gleaner,Philydor atricapillus,Philydor atricapillus,Philydor atricapillus,Philydor atricapillus,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Philydor
AVIBASE-1BE5E2E3,Erythropitta macklotii,Papuan Pitta,Erythropitta macklotii,Erythropitta macklotii,Erythropitta macklotii,Erythropitta macklotii,Passeriformes,Pittidae,Pittidae,Pittidae,Pittidae,Erythropitta
AVIBASE-1BE72E49,Ninox sumbaensis,Least Boobook,Ninox sumbaensis,Ninox sumbaensis,Ninox sumbaensis,Ninox sumbaensis,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Ninox
AVIBASE-1BF62F08,Zoothera salimalii,Himalayan Forest Thrush,Zoothera salimalii,Zoothera salimalii,Zoothera salimalii,Zoothera salimalii,Passeriformes,Turdidae,Turdidae,Turdidae,Turdidae,Zoothera
AVIBASE-1BF6597F,Euphonia musica,Hispaniolan Euphonia,Euphonia musica,Chlorophonia musica,Chlorophonia musica,Chlorophonia musica,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Euphonia
AVIBASE-1BF88ABD,Hylophilus viridiflavus,Yellow-green Greenlet,Hylophilus viridiflavus,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Vireonidae,MISSING,Hylophilus
AVIBASE-1BF89BB6,Heterotetrax humilis,Little Brown Bustard,Heterotetrax humilis,Heterotetrax humilis,Heterotetrax humilis,Heterotetrax humilis,Otidiformes,Otididae,Otididae,Otididae,Otididae,Heterotetrax
AVIBASE-1BF907B6,Psiloscops flammeolus,Flammulated Owl,Psiloscops flammeolus,Psiloscops flammeolus,Psiloscops flammeolus,Psiloscops flammeolus,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Psiloscops
AVIBASE-1BFBF5D5,Ixobrychus sinensis,Yellow Bittern,Ixobrychus sinensis,Botaurus sinensis,Botaurus sinensis,Botaurus sinensis,Pelecaniformes,Ardeidae,Ardeidae,Ardeidae,Ardeidae,Ixobrychus
AVIBASE-1C041C1A,Microhierax fringillarius,Black-thighed Falconet,Microhierax fringillarius,Microhierax fringillarius,Microhierax fringillarius,Microhierax fringillarius,Falconiformes,Falconidae,Falconidae,Falconidae,Falconidae,Microhierax
AVIBASE-1C0A5AD9,Apus alexandri,Cape Verde Swift,Apus alexandri,Apus alexandri,Apus alexandri,Apus alexandri,Caprimulgiformes,Apodidae,Apodidae,Apodidae,Apodidae,Apus
AVIBASE-1C0BC077,Picumnus sclateri,Ecuadorian Piculet,Picumnus sclateri,Picumnus sclateri,Picumnus sclateri,Picumnus sclateri,Piciformes,Picidae,Picidae,Picidae,Picidae,Picumnus
AVIBASE-1C0CB747,Dicaeum australe,Red-keeled Flowerpecker,Dicaeum australe,Dicaeum australe,Dicaeum australe,Dicaeum australe,Passeriformes,Dicaeidae,Dicaeidae,Dicaeidae,Dicaeidae,Dicaeum
AVIBASE-1C14F946,Ninox odiosa,New Britain Boobook,Ninox odiosa,Ninox odiosa,Ninox odiosa,Ninox odiosa,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Ninox
AVIBASE-1C1A87C4,Cryptospiza shelleyi,Shelley's Crimsonwing,Cryptospiza shelleyi,Cryptospiza shelleyi,Cryptospiza shelleyi,Cryptospiza shelleyi,Passeriformes,Estrildidae,Estrildidae,Estrildidae,Estrildidae,Cryptospiza
AVIBASE-1C1BB52B,Poephila acuticauda,Long-tailed Finch,Poephila acuticauda,Poephila acuticauda,Poephila acuticauda,Poephila acuticauda,Passeriformes,Estrildidae,Estrildidae,Estrildidae,Estrildidae,Poephila
AVIBASE-1C1F4931,Erythropitta rufiventris,North Moluccan Pitta,Erythropitta rufiventris,Erythropitta rufiventris,Erythropitta rufiventris,Erythropitta rufiventris,Passeriformes,Pittidae,Pittidae,Pittidae,Pittidae,Erythropitta
AVIBASE-1C209762,Urotriorchis macrourus,Long-tailed Hawk,Urotriorchis macrourus,Urotriorchis macrourus,Urotriorchis macrourus,Urotriorchis macrourus,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Urotriorchis
AVIBASE-1C2F4E80,Oxyura maccoa,Maccoa Duck,Oxyura maccoa,Oxyura maccoa,Oxyura maccoa,Oxyura maccoa,Anseriformes,Anatidae,Anatidae,Anatidae,Anatidae,Oxyura
AVIBASE-1C308E43,Myiomela diana,Sunda Blue Robin,Myiomela diana,Myiomela diana,Myiomela diana,Myiomela diana,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Myiomela
AVIBASE-1C3B3EEA,Rhipidura tenkatei,Roti Fantail,Rhipidura tenkatei,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Rhipiduridae,MISSING,Rhipidura
AVIBASE-1C4DA989,Myophonus horsfieldii,Malabar Whistling-thrush,Myophonus horsfieldii,Myophonus horsfieldii,Myophonus horsfieldii,Myophonus horsfieldii,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Myophonus
AVIBASE-1C51C109,Regulus regulus,Goldcrest,Regulus regulus,Regulus regulus,Regulus regulus,Regulus regulus,Passeriformes,Regulidae,Regulidae,Regulidae,Regulidae,Regulus
AVIBASE-1C525B4A,Anthochaera phrygia,Regent Honeyeater,Anthochaera phrygia,Anthochaera phrygia,Anthochaera phrygia,Anthochaera phrygia,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Anthochaera
AVIBASE-1C5AB704,Chaetocercus mulsant,White-bellied Woodstar,Chaetocercus mulsant,Chaetocercus mulsant,Chaetocercus mulsant,Chaetocercus mulsant,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chaetocercus
AVIBASE-1C5C4EBB,Megascops seductus,Balsas Screech-owl,Megascops seductus,Megascops seductus,Megascops seductus,Megascops seductus,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Megascops
AVIBASE-1C60CF96,Sublegatus arenarum,Northern Scrub-flycatcher,Sublegatus arenarum,Sublegatus arenarum,Sublegatus arenarum,Sublegatus arenarum,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Sublegatus
AVIBASE-1C615F42,Galloperdix bicalcarata,Sri Lanka Spurfowl,Galloperdix bicalcarata,Galloperdix bicalcarata,Galloperdix bicalcarata,Galloperdix bicalcarata,Galliformes,Phasianidae,Phasianidae,Phasianidae,Phasianidae,Galloperdix
AVIBASE-1C650121,Cnemophilus sanguineus,Red Satinbird,Cnemophilus sanguineus,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Cnemophilidae,MISSING,Cnemophilus
AVIBASE-1C713394,Ceratopipra erythrocephala,Golden-headed Manakin,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Passeriformes,Pipridae,Pipridae,Pipridae,Pipridae,Ceratopipra
AVIBASE-1C7931F4,Dicrurus megarhynchus,Ribbon-tailed Drongo,Dicrurus megarhynchus,Dicrurus megarhynchus,Dicrurus megarhynchus,Dicrurus megarhynchus,Passeriformes,Dicruridae,Dicruridae,Dicruridae,Dicruridae,Dicrurus
AVIBASE-1C7C664E,Arachnothera robusta,Long-billed Spiderhunter,Arachnothera robusta,Arachnothera robusta,Arachnothera robusta,Arachnothera robusta,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Arachnothera
AVIBASE-1C833562,Pseudopipra pipra,White-crowned Manakin,Pseudopipra pipra,Pseudopipra pipra,Pseudopipra pipra,Pseudopipra pipra,Passeriformes,Pipridae,Pipridae,Pipridae,Pipridae,Pseudopipra
AVIBASE-1C846670,Phacellodomus striaticeps,Streak-fronted Thornbird,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Phacellodomus
AVIBASE-1C856C25,Ortalis wagleri,Rufous-bellied Chachalaca,Ortalis wagleri,Ortalis wagleri,Ortalis wagleri,Ortalis wagleri,Galliformes,Cracidae,Cracidae,Cracidae,Cracidae,Ortalis
AVIBASE-1C857735,Calicalicus madagascariensis,Red-tailed Vanga,Calicalicus madagascariensis,Calicalicus madagascariensis,Calicalicus madagascariensis,Calicalicus madagascariensis,Passeriformes,Vangidae,Vangidae,Vangidae,Vangidae,Calicalicus
AVIBASE-1C8E0DB2,Pyrrhula erythaca,Grey-headed Bullfinch,Pyrrhula erythaca,Pyrrhula erythaca,Pyrrhula erythaca,Pyrrhula erythaca,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Pyrrhula
AVIBASE-1C941B1C,Setophaga pharetra,Arrowhead Warbler,Setophaga pharetra,Setophaga pharetra,Setophaga pharetra,Setophaga pharetra,Passeriformes,Parulidae,Parulidae,Parulidae,Parulidae,Setophaga
AVIBASE-1C98EA2F,Oenanthe leucura,Black Wheatear,Oenanthe leucura,Oenanthe leucura,Oenanthe leucura,Oenanthe leucura,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Oenanthe
AVIBASE-1CA37CDE,Melaniparus pallidiventris,Cinnamon-breasted Tit,Melaniparus pallidiventris,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Paridae,MISSING,Melaniparus
AVIBASE-1CB32C48,Cypsnagra hirundinacea,White-rumped Tanager,Cypsnagra hirundinacea,Cypsnagra hirundinacea,Cypsnagra hirundinacea,Cypsnagra hirundinacea,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Cypsnagra
AVIBASE-1CB41EB5,Prinia fluviatilis,River Prinia,Prinia fluviatilis,Prinia fluviatilis,Prinia fluviatilis,Prinia fluviatilis,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Prinia
AVIBASE-1CB4B6D5,Sibia morrisoniana,Taiwan Barwing,Sibia morrisoniana,Actinodura morrisoniana,Actinodura morrisoniana,Actinodura morrisoniana,Passeriformes,Leiothrichidae,Leiothrichidae,Leiotrichidae,Leiothrichidae,Sibia
AVIBASE-1CBC2DDE,Crithagra striolata,Streaky Seedeater,Crithagra striolata,Crithagra striolata,Crithagra striolata,Crithagra striolata,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Crithagra
AVIBASE-1CBD2CED,Podiceps grisegena,Red-necked Grebe,Podiceps grisegena,Podiceps grisegena,Podiceps grisegena,Podiceps grisegena,Podicipediformes,Podicipedidae,Podicipedidae,Podicipedidae,Podicipedidae,Podiceps
AVIBASE-1CBE36EF,Sakesphorus pulchellus,Streak-fronted Antshrike,Sakesphorus pulchellus,MISSING,MISSING,Sakesphorus pulchellus,Passeriformes,MISSING,MISSING,Thamnophilidae,Thamnophilidae,Sakesphorus
AVIBASE-1CBF7214,Myzomela malaitae,Malaita Myzomela,Myzomela malaitae,Myzomela malaitae,Myzomela malaitae,Myzomela malaitae,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Myzomela
AVIBASE-1CC33853,Pyrrhura parvifrons,Garlepp's Parakeet,Pyrrhura parvifrons,MISSING,MISSING,MISSING,Psittaciformes,MISSING,MISSING,Psittacidae,MISSING,Pyrrhura
AVIBASE-1CDD0303,Sporophila corvina,Black Seedeater,Sporophila corvina,Sporophila corvina,Sporophila corvina,Sporophila corvina,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Sporophila
AVIBASE-1CE408B6,Pseudocolopteryx sclateri,Crested Doradito,Pseudocolopteryx sclateri,Pseudocolopteryx sclateri,Pseudocolopteryx sclateri,Pseudocolopteryx sclateri,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Pseudocolopteryx
AVIBASE-1CE50BE8,Pedionomus torquatus,Plains-wanderer,Pedionomus torquatus,Pedionomus torquatus,Pedionomus torquatus,Pedionomus torquatus,Charadriiformes,Pedionomidae,Pedionomidae,Pedionomidae,Pedionomidae,Pedionomus
AVIBASE-1CE684D6,Akletos goeldii,Goeldi's Antbird,Akletos goeldii,Akletos goeldii,Akletos goeldii,Akletos goeldii,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Akletos
AVIBASE-1CE84B66,Porphyrio flavirostris,Azure Gallinule,Porphyrio flavirostris,Porphyrio flavirostris,Porphyrio flavirostris,Porphyrio flavirostris,Gruiformes,Rallidae,Rallidae,Rallidae,Rallidae,Porphyrio
AVIBASE-1CE8F9FE,Penelope ochrogaster,Chestnut-bellied Guan,Penelope ochrogaster,Penelope ochrogaster,Penelope ochrogaster,Penelope ochrogaster,Galliformes,Cracidae,Cracidae,Cracidae,Cracidae,Penelope
AVIBASE-1CFF2F57,Macropygia phasianella,Brown Cuckoo-Dove,Macropygia phasianella,Macropygia phasianella,Macropygia phasianella,Macropygia phasianella,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Macropygia
AVIBASE-1D065546,Lampropsar tanagrinus,Velvet-fronted Grackle,Lampropsar tanagrinus,Lampropsar tanagrinus,Lampropsar tanagrinus,Lampropsar tanagrinus,Passeriformes,Icteridae,Icteridae,Icteridae,Icteridae,Lampropsar
