avibase_id,beak_culmen,beak_culmen_m,beak_culmen_f,beak_nares,beak_nares_m,beak_nares_f,beak_width,beak_width_m,beak_width_f,beak_depth,beak_depth_m,beak_depth_f,tarsus,tarsus_m,tarsus_f,wing_len,wing_len_m,wing_len_f,kipps,kipps_m,kipps_f,secondary,secondary_m,secondary_f,hand_wing_index,hand_wing_index_m,hand_wing_index_f,tail_len,tail_len_m,tail_len_f,sample_size,sample_size_f,sample_size_m,mass,mass_source,inference,habitat,habitat_density,migration,primary_diet,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB,in_avonet,in_birdbase
AVIBASE-01450385,18.2,18.2,,10.825,10.55,11.1,3.15,3.0,3.3,3.775,3.7,3.85,21.375,21.1,21.65,59.5,59.85,59.15,7.1,7.65,6.55,52.4,52.2,52.6,11.95,12.8,11.1,56.0,56.0,,4.0,2.0,2.0,16.3,Inferred,YES,Forest,1.0,1.0,Carnivore,Invertivore,Generalist,10.07,10.33,10.19,-63.72,1474.18,,800.0,1600.0,2400.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-0145FE4C,18.4,18.75,18.05,10.94286,11.23333,10.725,4.28571,4.36667,4.225,4.45714,4.56667,4.375,26.0,26.96667,25.275,61.3,62.03333,60.75,5.15714,5.86667,4.625,56.14286,56.13333,56.15,8.4,9.5,7.575,44.22857,45.06667,43.6,7.0,4.0,3.0,25.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Generalist,7.25,11.09,8.91,-79.74,36688.84,24.66667,300.0,550.0,850.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-0147433E,19.04,19.1,18.95,12.175,11.85,12.5,5.76,5.6,6.0,7.78,7.73333,7.85,26.78,28.4,24.35,97.8,101.0,93.0,19.1,19.45,18.75,77.65,81.05,74.25,19.75,19.35,20.15,78.6,81.66667,74.0,5.0,2.0,3.0,53.0,Updated_literature,NO,Shrubland,2.0,1.0,Omnivore,Omnivore,Terrestrial,-40.37,-40.27,-40.31,-9.93,64.14,57.18333,300.0,600.0,900.0,Shrubland,Omnivore,CP,No,Omnivore,True,True
AVIBASE-014F2462,20.6,21.5,19.25,7.35,7.3,7.4,5.3,5.26667,5.35,3.05,2.75,3.35,17.8,18.7,16.45,159.6,162.33333,155.5,70.575,69.0,72.15,85.175,87.0,83.35,45.325,44.25,46.4,94.4,94.66667,94.0,5.0,2.0,3.0,58.7,Dunning,NO,Grassland,3.0,2.0,Carnivore,Invertivore,Aerial,-10.94,34.89,17.18,94.41,4956065.32,74.16667,0.0,1500.0,1500.0,Grassland,Carnivore,NO,No,Invertivore,True,True
AVIBASE-0150666B,12.05,12.1,12.0,6.675,6.9,6.45,2.325,2.35,2.3,2.9,3.0,2.8,20.575,21.45,19.7,52.25,52.5,52.0,9.925,10.45,9.4,42.35,42.1,42.6,18.9,19.7,18.1,52.75,54.0,51.5,4.0,2.0,2.0,14.2,Dunning,NO,Wetland,2.0,3.0,Carnivore,Invertivore,Insessorial,28.16,47.9,41.51,122.93,201150.62,14.18333,0.0,500.0,500.0,Riverine,Carnivore,,No,Invertivore,True,True
AVIBASE-015533E2,14.52,14.66667,14.3,7.85,7.85,7.85,3.28,3.33333,3.2,3.175,3.1,3.25,23.24,23.56667,22.75,82.0,83.33333,80.0,16.575,16.95,16.2,65.175,66.55,63.8,20.25,20.3,20.2,68.2,66.66667,70.5,5.0,2.0,3.0,17.0,Dunning,NO,Woodland,2.0,3.0,Omnivore,Invertivore,Insessorial,24.33,39.34,31.71,98.16,1423199.97,16.91667,150.0,4150.0,4300.0,Woodland,Carnivore,"CR,CP",No,Invertivore,True,True
AVIBASE-015542ED,15.56,15.4,15.8,7.95,7.95,7.95,4.46,4.4,4.55,4.5,4.53333,4.45,22.78,22.8,22.75,80.6,81.33333,79.5,12.75,12.75,12.75,67.75,68.75,66.75,15.85,15.65,16.05,80.6,84.66667,74.5,5.0,2.0,3.0,29.6,Dunning,NO,Forest,2.0,2.0,Omnivore,Frugivore,Insessorial,-34.08,-24.1,-29.46,29.2,170916.76,29.61667,600.0,1225.0,1825.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-0158561B,13.76,14.0,13.4,7.625,8.1,7.15,3.44,3.43333,3.45,4.225,4.25,4.2,22.88,22.96667,22.75,76.8,80.33333,71.5,12.6,14.25,10.95,63.9,67.25,60.55,16.4,17.45,15.35,65.8,69.0,61.0,5.0,2.0,3.0,23.9,Dunning,NO,Shrubland,2.0,2.0,Omnivore,Omnivore,Terrestrial,27.02,39.83,32.64,94.44,1417873.85,23.82,2500.0,3000.0,5500.0,Shrubland,Omnivore,CP,No,Omnivore,True,True
AVIBASE-0161CAAD,17.42,17.6,17.15,9.48889,9.52,9.45,3.56,3.55,3.575,3.64,3.65,3.625,25.27,25.21667,25.35,59.8,59.31667,60.525,6.0,5.6,6.4,54.84444,54.62,55.125,9.8,9.15,10.45,65.26,65.6,64.75,10.0,4.0,6.0,15.5,Updated_literature,NO,Forest,1.0,1.0,Carnivore,Invertivore,Generalist,-23.51,-12.52,-18.67,-41.38,177950.43,17.7,700.0,600.0,1300.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-0165D38B,34.3,,34.3,20.7,,20.7,6.4,,6.4,8.6,,8.6,34.5,,34.5,203.0,,203.0,52.3,,52.3,150.7,,150.7,25.8,,25.8,135.0,,135.0,1.0,1.0,0.0,247.0,EltonTraits_GenAvg,NO,Forest,3.0,1.0,Omnivore,Omnivore,Terrestrial,-6.31,-4.14,-5.46,150.63,31332.27,247.0,0.0,700.0,700.0,Forest,Omnivore,,No,Omnivore,True,True
AVIBASE-0179C599,26.3,26.93333,24.4,15.25,15.53333,14.4,4.975,5.1,4.6,7.8,7.66667,8.2,36.375,36.26667,36.7,118.75,119.5,116.5,8.85,10.36667,4.3,109.9,109.13333,112.2,7.425,8.66667,3.7,92.25,91.66667,94.0,4.0,1.0,3.0,85.6,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Generalist,4.87,13.48,8.4,-10.84,230594.3,86.75,,,1550.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-01877F66,30.46,30.15,31.3,17.25,16.1,18.6,6.02,6.6,5.4,11.96,11.2,15.6,25.58,25.9,24.8,120.0,120.0,133.0,15.8,16.55,16.3,104.2,103.45,116.7,13.22,13.8,12.3,77.2,73.0,81.0,5.0,1.0,2.0,61.5,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-25.0,-16.18,-19.94,48.06,61347.27,63.25,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-018B3169,30.2,29.975,30.65,15.425,14.9,15.95,4.73333,4.7,4.8,7.13333,6.95,7.5,42.88333,43.025,42.6,137.83333,137.5,138.5,57.175,54.65,59.7,78.325,77.85,78.8,42.175,41.25,43.1,33.16667,32.25,35.0,6.0,2.0,4.0,453.0,Dunning,NO,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic,41.12,70.66,57.33,19.63,16211072.27,414.66667,0.0,1000.0,1000.0,Wetland,Carnivore,PL,No,Invertivore,True,True
AVIBASE-01907039,16.24167,16.6875,15.35,8.77143,8.66667,8.85,4.45833,4.6875,4.0,5.225,5.225,5.225,19.80833,20.375,18.675,78.91667,79.9375,76.875,14.575,15.05,13.625,64.34167,64.8875,63.25,18.45833,18.825,17.725,56.41667,56.625,56.0,12.0,4.0,8.0,22.4,Dunning,NO,Forest,2.0,2.0,Carnivore,Invertivore,Insessorial,-5.97,2.6,-1.42,127.81,43720.57,24.5,200.0,1100.0,1300.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0190A968,14.55,14.75,14.35,8.05,8.25,7.85,2.55,2.6,2.5,2.85,2.9,2.8,21.35,21.5,21.2,50.5,51.5,49.5,5.25,5.5,5.0,45.25,46.0,44.5,10.425,10.75,10.1,47.25,49.0,45.5,4.0,2.0,2.0,11.1,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-16.01,-15.26,-15.85,35.59,513.16,11.025,600.0,1800.0,2400.0,Forest,Carnivore,SP,No,Invertivore,True,True
AVIBASE-0195424E,13.95,13.8,13.9,7.125,7.0,7.1,3.575,3.2,3.55,2.925,3.2,2.8,23.375,24.1,22.65,47.875,50.0,48.5,3.375,3.5,3.25,44.5,46.5,45.25,7.075,7.0,6.7,20.0,19.0,20.0,4.0,2.0,1.0,7.0,Inferred,YES,Forest,1.0,1.0,Carnivore,Invertivore,Terrestrial,-7.76,-6.63,-7.14,108.23,5892.17,,1000.0,2000.0,3000.0,Forest,Carnivore,SP,No,Invertivore,True,True
AVIBASE-0195CFDD,16.31111,16.12,16.55,8.825,8.05,9.6,2.8,2.7,2.95,2.94,2.8,3.15,21.08889,21.44,20.65,59.11111,58.4,60.0,4.2875,4.2,4.375,54.7125,53.8,55.625,7.2375,7.225,7.25,57.55556,58.8,56.0,9.0,4.0,5.0,12.0,Updated_literature,NO,Woodland,3.0,1.0,Carnivore,Invertivore,Insessorial,-4.54,12.01,4.06,40.5,1535343.54,12.0,100.0,1400.0,1500.0,Shrubland,Carnivore,SP,No,Invertivore,True,True
AVIBASE-0199E134,13.7125,14.15,12.4,7.25,7.65,6.85,4.275,4.41667,3.85,3.45,3.5,3.3,18.3625,18.98333,16.5,66.0625,66.25,65.5,11.25,11.23333,11.3,54.8125,55.01667,54.2,17.025,16.95,17.25,72.875,72.25,74.75,8.0,2.0,6.0,8.0,Updated_literature,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-2.4,-2.03,-2.26,147.78,127.14,8.0,0.0,700.0,700.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-019CD871,42.35,42.15,42.55,36.325,36.1,36.55,2.15,2.35,1.95,3.15,3.05,3.25,5.66667,5.4,5.8,79.475,82.6,76.35,48.275,49.95,46.6,31.25,32.7,29.8,60.775,60.5,61.05,50.3,53.55,47.05,4.0,2.0,2.0,7.4,DataFromSplit,NO,Forest,1.0,1.0,Herbivore,Nectarivore,Aerial,-11.97,-5.11,-8.88,-76.6,65679.34,7.3,1900.0,1800.0,3700.0,Forest,Herbivore,,No,Nectarivore,True,True
AVIBASE-019E8CA3,11.425,11.6,11.25,6.175,6.25,6.1,4.1,4.25,3.95,5.975,6.05,5.9,15.3,15.4,15.2,70.25,72.5,68.0,16.225,16.1,16.35,54.025,56.4,51.65,23.125,22.2,24.05,42.875,42.0,43.75,4.0,2.0,2.0,14.4,Dunning,NO,Shrubland,3.0,1.0,Herbivore,Granivore,Terrestrial,-28.51,-14.29,-21.5,23.43,1955547.72,14.45,0.0,1000.0,1000.0,Grassland,Herbivore,NO,No,Granivore,True,True
AVIBASE-01A11B3A,70.7,70.7,,43.85,43.85,,16.375,16.375,,26.875,26.875,,29.725,29.725,,121.0,121.0,,6.275,6.275,,114.725,114.725,,5.2,5.2,,95.25,95.25,,4.0,0.0,4.0,4242.6,Dunning,NO,Marine,3.0,2.0,Carnivore,Aquatic predator,Aquatic,-54.78,-54.49,-54.63,158.88,127.71,4900.0,0.0,150.0,150.0,Marine,Carnivore,SC,Yes,Invertivore,True,True
AVIBASE-01A38979,45.81429,38.0,47.96667,18.25,,18.3,10.14286,9.5,10.33333,11.22857,9.5,11.23333,83.48571,79.9,80.53333,379.71429,358.0,373.66667,45.71667,,37.33333,337.61667,,336.33333,12.03333,,10.26667,368.57143,333.0,350.33333,7.0,3.0,1.0,2060.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-4.22,24.46,13.31,-85.92,1269425.48,1939.5,0.0,2000.0,2000.0,Forest,Herbivore,PL,No,Frugivore,True,True
AVIBASE-01A3BE3C,13.38,13.96667,12.5,9.05,9.2,8.9,5.0,5.33333,4.5,5.94,6.26667,5.45,16.66,17.23333,15.8,56.6,58.33333,54.0,5.775,6.3,5.25,50.725,52.7,48.75,10.175,10.65,9.7,47.4,47.33333,47.5,5.0,2.0,3.0,15.4,Dunning,NO,Shrubland,2.0,1.0,Herbivore,Granivore,Terrestrial,-30.38,17.55,-4.63,27.2,6033419.1,14.9,100.0,1400.0,1500.0,Shrubland,Herbivore,SP,No,Granivore,True,True
AVIBASE-01BB9F45,13.7,,13.7,8.525,8.66667,8.1,2.925,2.96667,2.8,3.85,3.86667,3.8,17.475,17.46667,17.5,55.625,55.83333,55.0,6.175,5.66667,7.7,49.45,50.16667,47.3,11.1,10.13333,14.0,58.0,,58.0,4.0,1.0,3.0,15.5,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Generalist,-36.07,-18.89,-27.34,-61.34,1150059.83,15.0,0.0,2000.0,2000.0,Woodland,Carnivore,PN,No,Invertivore,True,True
AVIBASE-01BC8E6F,11.55,,11.1,7.95,,7.9,4.8,,5.1,6.08,5.95,6.15,14.24,14.2,14.3,63.0,63.0,62.5,18.56,17.65,18.75,44.44,45.35,43.75,29.44,28.05,29.9,39.0,36.5,40.0,5.0,2.0,2.0,13.6,Inferred,YES,Forest,2.0,1.0,Herbivore,Granivore,Insessorial,-17.45,0.42,-10.53,-73.25,173162.69,13.0,900.0,2100.0,3000.0,Forest,Herbivore,,No,Granivore,True,True
AVIBASE-01BFAE61,17.75556,18.32,17.05,12.675,13.6,11.75,6.72,6.86667,6.5,9.08,9.4,8.6,21.77778,22.54,20.825,79.83333,81.0,78.375,16.925,16.775,17.075,62.8875,64.475,61.3,21.2125,20.65,21.775,50.61111,51.4,49.625,9.0,4.0,5.0,30.0,Dunning,NO,Shrubland,2.0,1.0,Herbivore,Granivore,Insessorial,-24.61,15.22,-5.51,30.38,1228691.95,35.25,0.0,1500.0,1500.0,Shrubland,Herbivore,PN,No,Granivore,True,True
AVIBASE-01C20C03,24.7,25.6,23.35,14.55,,14.55,6.38,6.83333,5.7,6.39,6.78333,5.8,32.44,35.21667,28.275,112.1,113.5,110.0,23.86,24.5,22.9,88.24,89.0,87.1,21.26,21.56667,20.8,100.3,99.0,102.25,10.0,4.0,6.0,42.5,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-10.52,-10.45,-10.5,-138.66,4.03,43.5,50.0,650.0,700.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-01C2BBD4,18.34,18.56667,18.0,10.575,10.9,10.25,4.8,4.96667,4.55,5.1,4.86667,5.45,22.72,22.6,22.9,105.4,106.0,104.5,29.375,29.4,29.35,76.125,77.1,75.15,27.85,27.6,28.1,100.4,98.0,104.0,5.0,2.0,3.0,53.8,DataFromSplit,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,3.54,6.92,5.42,-60.75,98522.65,44.0,500.0,950.0,1450.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-01C9752D,23.78,24.13333,23.25,18.1,18.35,17.85,6.96,7.0,6.9,6.72,6.86667,6.5,18.96,19.06667,18.8,101.4,101.0,101.8,17.8,18.45,17.15,83.95,83.55,84.35,17.5,18.1,16.9,58.6,57.2,60.0,10.0,5.0,5.0,44.2,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-11.55,9.22,-0.61,17.57,3849726.47,49.0,0.0,1800.0,1800.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-01CFA60A,14.6,14.73333,14.4,8.15,8.25,8.05,2.76,2.9,2.55,3.54,3.66667,3.35,21.0,21.86667,19.7,58.0,61.66667,52.5,6.3,7.6,5.0,51.2,54.9,47.5,10.825,12.15,9.5,49.4,52.33333,45.0,5.0,2.0,3.0,13.9,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Generalist,-11.08,7.79,-0.34,17.63,2357531.94,14.75,0.0,1900.0,1900.0,Grassland,Carnivore,SP,No,Invertivore,True,True
AVIBASE-01D478BD,13.6,14.06667,13.4,8.55714,8.6,8.65,3.7625,3.86667,3.55,3.7125,3.73333,3.75,16.0,14.46667,14.05,74.25,74.66667,75.5,10.8,12.35,14.45,63.62857,63.15,61.05,14.44286,16.35,19.15,63.8,64.66667,62.5,8.0,2.0,3.0,19.2,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-5.95,10.79,1.11,108.35,1241474.05,19.4,0.0,1000.0,1000.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-01D755E8,31.3,32.66667,29.25,17.05,17.4,16.7,5.74,5.73333,5.75,7.04,7.1,6.95,27.48,27.7,27.15,122.1,124.83333,118.0,30.95,32.7,29.2,89.675,90.55,88.8,25.625,26.5,24.75,118.2,115.66667,122.0,5.0,2.0,3.0,109.0,Dunning,NO,Forest,1.0,2.0,Herbivore,Frugivore,Insessorial,-10.28,9.72,1.24,15.97,2367641.44,114.66667,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-01EAB134,9.375,9.1,9.65,5.675,5.25,6.1,3.525,3.2,3.85,3.775,3.65,3.9,13.775,14.25,13.3,47.75,49.5,46.0,7.25,7.45,7.05,40.5,42.05,38.95,15.2,15.05,15.35,25.0,25.0,25.0,4.0,2.0,2.0,9.1,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,5.56,18.65,11.91,123.09,259805.98,8.78333,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-01EFFC14,13.375,13.35,13.4,8.375,8.25,8.5,3.025,3.15,2.9,3.625,3.45,3.8,22.1,22.05,22.15,59.875,63.25,56.5,4.4,3.95,4.85,55.475,59.3,51.65,7.425,6.25,8.6,32.625,33.75,31.5,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,16.0,50.0,450.0,500.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-01F5F4C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,1220.0,1525.0,2745.0,Forest,Carnivore,CP,No,Invertivore,False,True
AVIBASE-01FE1D04,52.83333,53.225,52.05,31.25,32.03333,28.9,4.04,4.2,3.4,7.6,8.0,6.0,46.51667,46.725,46.1,128.83333,129.5,127.5,24.3,24.4,24.0,103.2,103.93333,101.0,19.225,19.23333,19.2,53.0,55.25,48.5,6.0,2.0,4.0,217.0,Dunning,NO,Wetland,2.0,1.0,Carnivore,Aquatic predator,Terrestrial,-30.44,9.7,-17.74,-52.68,3254810.22,217.0,,,2200.0,Wetland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-01FF30C9,20.82,21.65,20.25,8.85,8.6,9.1,4.42,4.45,4.85,4.425,4.7,4.15,24.94,24.7,25.75,157.8,164.5,154.5,44.225,46.2,42.25,115.275,118.3,112.25,27.725,28.1,27.35,113.6,116.5,106.5,5.0,2.0,2.0,243.0,Dunning,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,-10.37,-6.3,-8.78,121.8,74691.52,510.0,0.0,1800.0,1800.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-0203FCD8,16.025,16.15,15.9,7.42222,7.65,7.24,5.44444,5.525,5.38,3.53333,3.575,3.5,14.52222,15.05,14.1,58.72222,61.5,56.5,10.35,11.55,9.15,49.15,50.45,47.85,17.325,18.6,16.05,50.61111,53.5,48.3,9.0,5.0,4.0,11.8,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,9.69,11.03,10.5,-84.29,8010.01,11.4,0.0,900.0,900.0,Forest,Carnivore,CR,No,Invertivore,True,True
AVIBASE-020464B6,22.0,21.3,22.46667,11.72,12.35,11.3,5.24,5.45,5.1,6.54,7.05,6.2,27.64,28.05,27.36667,190.6,194.0,188.33333,68.14,72.7,65.1,122.46,121.3,123.23333,35.78,37.45,34.66667,111.8,119.0,107.0,5.0,3.0,2.0,140.0,Dunning,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,18.81,25.3,23.68,120.98,36641.74,221.5,0.0,2000.0,2000.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-020537E1,24.0,25.0,22.75,13.3875,13.425,13.35,8.875,8.7,9.05,10.25,10.5,10.0,17.56667,17.38,17.8,178.44444,181.4,174.75,70.12222,71.48,68.425,108.33333,109.94,106.325,39.34444,39.42,39.25,161.16667,157.3,166.0,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,163.33333,0.0,700.0,700.0,Forest,Herbivore,CV,No,Frugivore,True,True
AVIBASE-0205EDC6,28.3,30.05,27.13333,17.75,18.9,17.36667,4.3,4.4,4.23333,5.64,5.85,5.5,35.98,36.55,35.6,179.8,183.5,177.33333,97.75,95.0,98.66667,79.0,80.0,78.66667,55.275,54.3,55.6,67.4,70.0,65.66667,5.0,3.0,2.0,226.0,Dunning,NO,Marine,3.0,2.0,Carnivore,Aquatic predator,Generalist,-53.12,-12.74,-38.07,121.7,21735982.04,198.0,0.0,0.0,0.0,Marine,Carnivore,"BU,CR",No,Invertivore,True,True
AVIBASE-02091964,23.88,26.8,22.95,16.075,,17.2,3.74,3.9,3.65,4.3,4.4,4.5,44.02,46.6,43.4,158.6,165.0,157.0,92.5,,91.5,64.5,,65.5,58.85,,58.15,57.2,59.0,57.5,5.0,2.0,1.0,95.0,Dunning,NO,Wetland,3.0,3.0,Carnivore,Omnivore,Terrestrial,42.33,51.84,47.51,105.58,1531695.94,87.35,0.0,500.0,500.0,Wetland,Carnivore,,No,Invertivore,True,True
AVIBASE-020BE546,22.5,24.2,20.8,11.275,11.35,11.2,3.675,3.7,3.65,3.975,4.1,3.85,28.3,29.25,27.35,162.5,165.0,160.0,49.85,49.25,50.45,112.65,115.75,109.55,30.725,29.85,31.6,99.0,107.0,91.0,4.0,2.0,2.0,211.4,Dunning,NO,Woodland,2.0,1.0,Herbivore,Granivore,Terrestrial,-43.64,-25.0,-35.41,138.02,694565.11,201.25,0.0,1000.0,1000.0,Woodland,Herbivore,PL,No,Granivore,True,True
AVIBASE-020E6199,34.05,36.65,31.45,23.275,25.0,21.55,8.5,8.75,8.25,11.4,12.3,10.5,29.75,31.9,27.6,161.8125,184.0,139.625,41.25,52.075,30.425,120.575,131.95,109.2,25.0125,28.3,21.725,101.0625,110.625,91.5,8.0,4.0,4.0,83.7,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-29.8,7.8,-8.6,-58.5,8042084.84,75.0,0.0,1200.0,1200.0,Forest,Omnivore,PN,No,Omnivore,True,True
AVIBASE-0223FDB1,17.2,19.75,15.625,15.04,15.9,14.65,9.66,9.55,9.85,14.16,14.85,14.05,11.97143,13.4,11.45,108.5,105.0,110.875,43.81429,42.05,44.4,64.68571,62.95,66.475,40.41429,40.1,40.05,62.5,67.0,60.875,7.0,4.0,2.0,59.0,Dunning,NO,Forest,2.0,1.0,Herbivore,Omnivore,Insessorial,-15.03,2.41,-6.51,-65.84,1707072.32,59.0,0.0,300.0,300.0,Shrubland,Herbivore,CV,No,Frugivore,True,True
AVIBASE-0224509A,96.26667,102.6,83.6,85.73333,91.3,74.6,24.3,25.0,22.9,26.43333,27.3,24.7,38.83333,38.65,39.2,140.33333,142.5,136.0,17.03333,17.85,15.4,123.3,124.65,120.6,12.1,12.5,11.3,159.66667,161.0,157.0,3.0,1.0,2.0,268.8,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,-8.24,-6.7,-7.49,-77.33,2703.98,268.66667,2000.0,600.0,2600.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-022798AB,23.20833,24.61667,23.15,12.0,12.3,12.05,5.695,6.14,4.9,7.24737,7.46667,7.55,29.55,30.29167,29.45,84.79167,84.25,86.75,8.1,7.42727,9.275,76.73333,76.57273,77.475,9.52222,8.81818,10.65,93.375,91.25,101.25,24.0,4.0,12.0,53.5,Dunning,NO,Shrubland,3.0,1.0,Carnivore,Invertivore,Terrestrial,-33.63,37.35,0.02,21.07,14953687.11,47.28333,0.0,3000.0,3000.0,Shrubland,Carnivore,HC,No,Invertivore,True,True
AVIBASE-0231D778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,300.0,300.0,Forest,Carnivore,,No,Invertivore,False,True
AVIBASE-0232E9DC,14.26111,14.825,14.65,8.62,8.35,8.75,4.47143,4.2,4.35,3.86667,3.7,4.15,22.50588,21.8,20.325,63.29444,66.25,63.4,9.81818,9.96667,9.15,54.48182,56.03333,54.25,15.25455,15.1,14.4,49.74118,52.1,52.075,19.0,4.0,4.0,14.9,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Terrestrial,-13.81,16.03,-3.5,-72.19,2473113.96,14.46667,0.0,1000.0,1000.0,Riverine,Carnivore,DM,No,Invertivore,True,True
AVIBASE-0239BBFC,17.44667,17.04,17.72,11.75,11.75,11.75,8.5,8.43333,8.6,11.2,10.475,11.03333,20.52,20.32,20.36,90.75333,89.94,85.5,15.78,15.725,13.475,72.51,72.275,70.3,17.77,17.85,16.075,71.17333,68.34,68.16,15.0,5.0,5.0,34.5,Dunning,NO,Shrubland,2.0,1.0,Omnivore,Omnivore,Insessorial,-23.05,8.63,-0.74,-55.83,2650244.99,33.5,0.0,1250.0,1250.0,Forest,Omnivore,CP,No,Omnivore,True,True
AVIBASE-023D6E38,26.3,26.3,26.3,13.85,13.35,14.35,8.1,7.96667,8.3,12.725,12.5,12.95,36.38,36.36667,36.4,202.0,198.66667,207.0,62.325,63.05,61.6,141.175,136.95,145.4,30.625,31.5,29.75,94.6,95.66667,93.0,5.0,2.0,3.0,214.4,Dunning,NO,Woodland,3.0,1.0,Carnivore,Invertivore,Insessorial,-31.33,2.42,-14.57,26.06,7822704.31,235.16667,0.0,1400.0,1400.0,Grassland,Carnivore,"CV,O",No,Invertivore,True,True
AVIBASE-02428AC1,132.74,137.46667,125.65,106.55,116.45,96.65,36.175,39.05,33.3,74.625,86.2,63.05,49.18,49.63333,48.5,327.8,338.33333,312.0,71.96,73.2,70.1,255.84,265.13333,241.9,21.94,21.6,22.45,253.0,254.66667,250.5,5.0,2.0,3.0,1195.4,Dunning,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,-11.11,10.52,3.54,15.23,1147243.51,1213.25,0.0,2600.0,2600.0,Forest,Herbivore,CV,No,Frugivore,True,True
AVIBASE-024383AA,21.45,21.36667,21.7,15.1,15.3,14.5,7.225,7.53333,6.3,8.85,9.1,8.1,19.95,19.96667,19.9,70.6,71.43333,68.1,11.6,11.93333,10.6,59.025,59.5,57.6,16.4,16.66667,15.6,46.6,47.2,44.8,4.0,1.0,3.0,32.8,DataFromSplit,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-9.85,-4.8,-6.8,-77.07,61721.66,34.0,1000.0,1000.0,2000.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-024EB09F,19.8,,,13.9,,,7.7,,,13.8,,,32.1,,,155.0,,,42.2,,,112.8,,,27.2,,,80.0,,,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,114.66667,250.0,1550.0,1800.0,Forest,Carnivore,CV,No,Invertivore,True,True
