avibase_id,species_birdlife,species_ebird,species_birdtree,family_birdlife,order_birdlife,family_ebird,order_ebird,family_birdtree,order_birdtree
AVIBASE-BF8E5A32,Ptilorrhoa castanonota,Ptilorrhoa castanonota,Ptilorrhoa castanonota,Cinclosomatidae,Passeriformes,Cinclosomatidae,Passeriformes,Eupetidae,Passeriformes
AVIBASE-BF9BFD26,Mimus longicaudatus,Mimus longicaudatus,Mimus longicaudatus,Mimidae,Passeriformes,Mimidae,Passeriformes,Mimidae,Passeriformes
AVIBASE-BF9C468D,Lophornis verreauxii,Lophornis verreauxii,Lophornis chalybeus,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-BF9D1B17,Formicivora melanogaster,Formicivora melanogaster,Formicivora melanogaster,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-BF9F34F5,Arremonops conirostris,Arremonops conirostris,Arremonops conirostris,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-BFA09720,Zosterops emiliae,Zosterops emiliae,Chlorocharis emiliae,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-BFA9B759,Anabathmis newtonii,Anabathmis newtonii,Nectarinia newtonii,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-BFB1C22E,Acanthagenys rufogularis,Acanthagenys rufogularis,Acanthagenys rufogularis,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-BFB564AA,Ficedula subrubra,Ficedula subrubra,Ficedula subrubra,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-BFB6CAFA,Basileuterus belli,Basileuterus belli,Basileuterus belli,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-BFB999B1,Veniliornis chocoensis,Dryobates chocoensis,Veniliornis chocoensis,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-BFBAA892,Rhabdornis rabori,Rhabdornis rabori,Rhabdornis inornatus,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Rhabdornithidae,Passeriformes
AVIBASE-BFBC73AF,Zenaida asiatica,Zenaida asiatica,Zenaida asiatica,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-BFC86948,Irena puella,Irena puella,Irena puella,Irenidae,Passeriformes,MISSING,MISSING,Irenidae,Passeriformes
AVIBASE-BFD2BE29,Eulampis jugularis,Eulampis jugularis,Eulampis jugularis,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-BFD2FF51,Geoffroyus hyacinthinus,Geoffroyus heteroclitus,Geoffroyus heteroclitus,Psittacidae,Psittaciformes,MISSING,MISSING,Psittacidae,Psittaciformes
AVIBASE-BFD3F2BE,Eumyias indigo,Eumyias indigo,Eumyias indigo,Muscicapidae,Passeriformes,MISSING,MISSING,Muscicapidae,Passeriformes
AVIBASE-BFD679A6,Synallaxis spixi,Synallaxis spixi,Synallaxis spixi,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-BFD69DF2,Hypsipetes rufigularis,Hypsipetes rufigularis,Ixos rufigularis,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-BFDA7B0D,Scytalopus argentifrons,Scytalopus argentifrons,Scytalopus argentifrons,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-BFE14290,Scolopax rusticola,Scolopax rusticola,Scolopax rusticola,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes
AVIBASE-BFE3F4EA,Otus semitorques,Otus semitorques,Otus semitorques,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-BFE74235,Columbina inca,Columbina inca,Columbina inca,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-BFE7E27F,Cinnyris moebii,Cinnyris notatus,Nectarinia notata,Nectariniidae,Passeriformes,MISSING,MISSING,Nectariniidae,Passeriformes
AVIBASE-BFE83634,Ochthornis littoralis,Ochthornis littoralis,Ochthornis littoralis,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-BFECF5F8,Sylvia conspicillata,Curruca conspicillata,Sylvia conspicillata,Sylviidae,Passeriformes,Sylviidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-BFF3AA65,Indicator exilis,Indicator exilis,Indicator exilis,Indicatoridae,Piciformes,Indicatoridae,Piciformes,Indicatoridae,Piciformes
AVIBASE-BFF72DFE,Melanerpes cruentatus,Melanerpes cruentatus,Melanerpes cruentatus,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-C00674ED,Phylloscopus bonelli,Phylloscopus bonelli,Phylloscopus bonelli,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-C00E1EB8,Numenius minutus,Numenius minutus,Numenius minutus,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes
AVIBASE-C013A20E,Perdix perdix,Perdix perdix,Perdix perdix,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-C016E9A0,Orthogonys chloricterus,Orthogonys chloricterus,Orthogonys chloricterus,Mitrospingidae,Passeriformes,Mitrospingidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-C0181886,Macropygia unchall,Macropygia unchall,Macropygia unchall,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-C01A22D6,Dendrocygna autumnalis,Dendrocygna autumnalis,Dendrocygna autumnalis,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-C02EB43E,Zosterops anomalus,Zosterops anomalus,Zosterops anomalus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-C033F5EF,Arborophila davidi,Arborophila davidi,Arborophila davidi,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-C03E353A,Euodice malabarica,Euodice malabarica,Lonchura malabarica,Estrildidae,Passeriformes,Estrildidae,Passeriformes,Estrildidae,Passeriformes
AVIBASE-C040B92F,Rhopias gularis,Rhopias gularis,Myrmotherula gularis,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-C04BE0E8,Ochetorhynchus melanurus,Ochetorhynchus melanurus,Ochetorhynchus melanura,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-C05BF908,Ceratogymna atrata,Ceratogymna atrata,Ceratogymna atrata,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes
AVIBASE-C05CE29C,Polioptila melanura,Polioptila melanura,Polioptila melanura,Polioptilidae,Passeriformes,Polioptilidae,Passeriformes,Polioptilidae,Passeriformes
AVIBASE-C072BD0D,Anthocephala berlepschi,Anthocephala berlepschi,Anthocephala floriceps,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-C078081E,Haematopus moquini,Haematopus moquini,Haematopus moquini,Haematopodidae,Charadriiformes,Haematopodidae,Charadriiformes,Haematopodidae,Charadriiformes
AVIBASE-C08157E7,Larus pacificus,Larus pacificus,Larus pacificus,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-C0827011,Pionites melanocephalus,Pionites melanocephalus,Pionites melanocephalus,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-C08493AF,Cisticola haesitatus,Cisticola haesitatus,Cisticola haesitatus,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes
AVIBASE-C0927887,Philepitta schlegeli,Philepitta schlegeli,Philepitta schlegeli,Philepittidae,Passeriformes,Philepittidae,Passeriformes,Philepittidae,Passeriformes
AVIBASE-C0938247,Turdus leucomelas,Turdus leucomelas,Turdus leucomelas,Turdidae,Passeriformes,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-C0949BA5,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-C0998BB9,Ispidina picta,Ispidina picta,Ceyx pictus,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-C09A5A72,Liosceles thoracicus,Liosceles thoracicus,Liosceles thoracicus,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-C09BECA9,Buceros hydrocorax,Buceros hydrocorax,Buceros hydrocorax,Bucerotidae,Bucerotiformes,MISSING,MISSING,Bucerotidae,Bucerotiformes
AVIBASE-C0A2527C,Myzomela boiei,Myzomela boiei,Myzomela boiei,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-C0A4CA8F,Muscisaxicola alpinus,Muscisaxicola alpinus,Muscisaxicola alpinus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-C0A68CA0,Merops pusillus,Merops pusillus,Merops pusillus,Meropidae,Coraciiformes,Meropidae,Coraciiformes,Meropidae,Coraciiformes
AVIBASE-C0A71EF3,Cyanolyca viridicyanus,Cyanolyca viridicyanus,Cyanolyca viridicyanus,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-C0B45D6E,Actenoides princeps,Actenoides princeps,Actenoides princeps,Alcedinidae,Coraciiformes,MISSING,MISSING,Alcedinidae,Coraciiformes
AVIBASE-C0BD105F,Rhabdotorrhinus exarhatus,Rhabdotorrhinus exarhatus,Penelopides exarhatus,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes
AVIBASE-C0F335B7,Antrostomus ridgwayi,Antrostomus ridgwayi,Caprimulgus ridgwayi,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-C0F59C9F,Conopophaga melanogaster,Conopophaga melanogaster,Conopophaga melanogaster,Conopophagidae,Passeriformes,Conopophagidae,Passeriformes,Conopophagidae,Passeriformes
AVIBASE-C105D142,Garrulax chinensis,Pterorhinus chinensis,Garrulax chinensis,Leiotrichidae,Passeriformes,MISSING,MISSING,Timaliidae,Passeriformes
AVIBASE-C1066969,Macropygia tenuirostris,Macropygia tenuirostris,Macropygia tenuirostris,MISSING,MISSING,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-C1068510,Merganetta armata,Merganetta armata,Merganetta armata,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-C10F8D95,Nystactes noanamae,Bucco noanamae,Bucco noanamae,Bucconidae,Piciformes,Bucconidae,Galbuliformes,Bucconidae,Piciformes
AVIBASE-C1134C83,Margarobyas lawrencii,Margarobyas lawrencii,Gymnoglaux lawrencii,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-C121E620,Crithagra rothschildi,Crithagra rothschildi,Serinus rothschildi,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-C12DB91E,Iodopleura isabellae,Iodopleura isabellae,Iodopleura isabellae,Tityridae,Passeriformes,Tityridae,Passeriformes,Cotingidae,Passeriformes
AVIBASE-C130193B,Smutsornis africanus,Smutsornis africanus,Rhinoptilus africanus,Glareolidae,Charadriiformes,Glareolidae,Charadriiformes,Glareolidae,Charadriiformes
AVIBASE-C136FA8A,Zosterops inornatus,Zosterops inornatus,Zosterops inornatus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-C13861D6,Anthreptes gabonicus,Anthreptes gabonicus,Anthreptes gabonicus,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-C14098B2,Chalcostigma herrani,Chalcostigma herrani,Chalcostigma herrani,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-C1413BA8,MISSING,Serilophus lunatus,Serilophus lunatus,MISSING,MISSING,Eurylaimidae,Passeriformes,Eurylaimidae,Passeriformes
AVIBASE-C141B912,Artamella viridis,Artamella viridis,Artamella viridis,Vangidae,Passeriformes,Vangidae,Passeriformes,Vangidae,Passeriformes
AVIBASE-C141F60A,Rhynchotus rufescens,Rhynchotus rufescens,Rhynchotus rufescens,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-C1423023,Certhia himalayana,Certhia himalayana,Certhia himalayana,Certhiidae,Passeriformes,Certhiidae,Passeriformes,Certhiidae,Passeriformes
AVIBASE-C143A152,Diglossa baritula,Diglossa baritula,Diglossa baritula,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-C1450281,Muscigralla brevicauda,Muscigralla brevicauda,Muscigralla brevicauda,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-C146593B,Allenia fusca,Allenia fusca,Margarops fuscus,Mimidae,Passeriformes,Mimidae,Passeriformes,Mimidae,Passeriformes
AVIBASE-C14678F4,Diglossa caerulescens,Diglossa caerulescens,Diglossa caerulescens,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-C14B276F,Arborophila tonkinensis,Tropicoperdix chloropus,Arborophila charltonii,Phasianidae,Galliformes,MISSING,MISSING,Phasianidae,Galliformes
AVIBASE-C150D25D,Lathrotriccus euleri,Lathrotriccus euleri,Lathrotriccus euleri,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-C15141A6,Acrocephalus paludicola,Acrocephalus paludicola,Acrocephalus paludicola,Acrocephalidae,Passeriformes,Acrocephalidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-C1570ECC,Eurochelidon sirintarae,Pseudochelidon sirintarae,Eurochelidon sirintarae,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes
AVIBASE-C15DD431,Ptilinopus solomonensis,Ptilinopus solomonensis,Ptilinopus solomonensis,Columbidae,Columbiformes,MISSING,MISSING,Columbidae,Columbiformes
AVIBASE-C15FF1EB,Zapornia tabuensis,Zapornia tabuensis,Porzana tabuensis,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-C164958E,Trichoglossus johnstoniae,Saudareos johnstoniae,Trichoglossus johnstoniae,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-C1665D2D,Ptiloprora meekiana,Ptiloprora meekiana,Ptiloprora meekiana,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-C1706A8B,Macronectes giganteus,Macronectes giganteus,Macronectes giganteus,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes
AVIBASE-C17751ED,Veniliornis cassini,Dryobates cassini,Veniliornis cassini,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-C1804C72,Malacoptila mystacalis,Malacoptila mystacalis,Malacoptila mystacalis,Bucconidae,Piciformes,Bucconidae,Galbuliformes,Bucconidae,Piciformes
AVIBASE-C1862CB6,Charmosyna rubronotata,Hypocharmosyna rubronotata,Charmosyna rubronotata,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-C1898D74,Lagonosticta rubricata,Lagonosticta landanae,Lagonosticta landanae,MISSING,MISSING,Estrildidae,Passeriformes,Estrildidae,Passeriformes
AVIBASE-C18EB75E,Psitteuteles versicolor,Psitteuteles versicolor,Psitteuteles versicolor,Psittacidae,Psittaciformes,Psittaculidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-C190903B,Archboldia papuensis,Archboldia papuensis,Archboldia papuensis,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes
AVIBASE-C193474D,Aplonis crassa,Aplonis crassa,Aplonis crassa,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-C194112D,Circus macrosceles,Circus macrosceles,Circus macrosceles,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-C1941D4D,Meiglyptes grammithorax,Meiglyptes tristis,Meiglyptes tristis,Picidae,Piciformes,MISSING,MISSING,Picidae,Piciformes
AVIBASE-C195CB92,Corvus enca,Corvus enca,Corvus enca,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-C1A0DE39,Philydor fuscipenne,Philydor fuscipenne,Philydor fuscipenne,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-C1A42CCA,Vidua obtusa,Vidua obtusa,Vidua obtusa,Viduidae,Passeriformes,Viduidae,Passeriformes,Viduidae,Passeriformes
AVIBASE-C1AAB74D,Ketupa ketupu,Ketupa ketupu,Ketupa ketupu,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-C1B352F1,Stactolaema leucotis,Stactolaema leucotis,Stactolaema leucotis,Lybiidae,Piciformes,MISSING,MISSING,Ramphastidae,Piciformes
AVIBASE-C1BCE534,Ficedula luzoniensis,Ficedula luzoniensis,Ficedula hyperythra,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-C1BD4698,Phylloscopus goodsoni,Phylloscopus goodsoni,Phylloscopus goodsoni,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-C1C10CEC,Aglaiocercus coelestis,Aglaiocercus coelestis,Aglaiocercus coelestis,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-C1CBA33A,Cyanomitra verreauxii,Cyanomitra veroxii,Nectarinia veroxii,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-C1CDE25A,Hypocnemis cantator,Hypocnemis cantator,Hypocnemis cantator,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-C1D36A4D,Eleoscytalopus indigoticus,Eleoscytalopus indigoticus,Eleoscytalopus indigoticus,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-C1DC658F,Peltohyas australis,Peltohyas australis,Charadrius australis,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes
AVIBASE-C1DCEE2E,Automolus ochrolaemus,MISSING,Automolus ochrolaemus,Furnariidae,Passeriformes,MISSING,MISSING,Furnariidae,Passeriformes
AVIBASE-C1EAF183,Asio stygius,Asio stygius,Asio stygius,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-C1ED9F86,Callipepla gambelii,Callipepla gambelii,Callipepla gambelii,Odontophoridae,Galliformes,Odontophoridae,Galliformes,Odontophoridae,Galliformes
AVIBASE-C1EF6940,Cercotrichas paena,Cercotrichas paena,Erythropygia paena,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-C1F1EBF7,Gerygone ruficollis,Gerygone ruficollis,Gerygone ruficollis,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes
AVIBASE-C1F82F7A,Porzana fluminea,Porzana fluminea,Porzana fluminea,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-C2018A5D,Surnia ulula,Surnia ulula,Surnia ulula,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-C2077AD8,Tachornis phoenicobia,Tachornis phoenicobia,Tachornis phoenicobia,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-C207B0AF,Hylophylax punctulatus,Hylophylax punctulatus,Hylophylax punctulatus,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-C2178ACC,Esacus recurvirostris,Esacus recurvirostris,Esacus recurvirostris,Burhinidae,Charadriiformes,Burhinidae,Charadriiformes,Burhinidae,Charadriiformes
AVIBASE-C219B576,Ficedula henrici,Ficedula henrici,Ficedula henrici,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-C21A0347,Anthus nyassae,Anthus nyassae,Anthus similis,Motacillidae,Passeriformes,Motacillidae,Passeriformes,Motacillidae,Passeriformes
AVIBASE-C21B323A,Molothrus armenti,Molothrus aeneus,Molothrus armenti,Icteridae,Passeriformes,MISSING,MISSING,Icteridae,Passeriformes
AVIBASE-C22326DF,Cyphos macrodactylus,Bucco macrodactylus,Bucco macrodactylus,Bucconidae,Piciformes,Bucconidae,Galbuliformes,Bucconidae,Piciformes
AVIBASE-C2288064,Chaetura meridionalis,Chaetura meridionalis,Chaetura meridionalis,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-C22FBF8D,Passer montanus,Passer montanus,Passer montanus,Passeridae,Passeriformes,Passeridae,Passeriformes,Passeridae,Passeriformes
AVIBASE-C235A4D7,Mareca strepera,Mareca strepera,Anas strepera,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-C235BE95,Teretistris fernandinae,Teretistris fernandinae,Teretistris fernandinae,Teretistridae,Passeriformes,Teretistridae,Passeriformes,Parulidae,Passeriformes
AVIBASE-C244BE28,Lamprotornis bicolor,Lamprotornis bicolor,Spreo bicolor,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-C24A0885,Meiglyptes tristis,Meiglyptes tristis,Meiglyptes tristis,Picidae,Piciformes,MISSING,MISSING,Picidae,Piciformes
AVIBASE-C24A5DDC,Phylloscopus calciatilis,Phylloscopus calciatilis,MISSING,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,MISSING,MISSING
AVIBASE-C24A665C,Megascops clarkii,Megascops clarkii,Megascops clarkii,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-C2521D3C,Emberiza capensis,Emberiza vincenti,Emberiza vincenti,MISSING,MISSING,Emberizidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-C2548732,Myiothlypis roraimae,Myiothlypis bivittata,Basileuterus bivittatus,Parulidae,Passeriformes,MISSING,MISSING,Parulidae,Passeriformes
AVIBASE-C255F69A,Gyps indicus,Gyps indicus,Gyps indicus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-C2565B65,Clanga pomarina,Clanga pomarina,Aquila pomarina,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-C25794D5,Selasphorus sasin,Selasphorus sasin,Selasphorus sasin,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-C2579CCB,Synoicus chinensis,Synoicus chinensis,Coturnix chinensis,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-C2591EC1,Origma solitaria,Origma solitaria,Origma solitaria,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes
AVIBASE-C25A248F,Melaenornis ardesiacus,Melaenornis ardesiacus,Melaenornis ardesiacus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-C25C4DCB,Amaurolimnas concolor,Amaurolimnas concolor,Amaurolimnas concolor,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-C25F57BD,Sheppardia aequatorialis,Sheppardia aequatorialis,Sheppardia aequatorialis,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-C26304D6,Himantopus novaezelandiae,Himantopus novaezelandiae,Himantopus novaezelandiae,Recurvirostridae,Charadriiformes,Recurvirostridae,Charadriiformes,Recurvirostridae,Charadriiformes
AVIBASE-C264B15A,Synallaxis simoni,Synallaxis albilora,Synallaxis gujanensis,Furnariidae,Passeriformes,MISSING,MISSING,Furnariidae,Passeriformes
AVIBASE-C2737F2A,Alcippe pyrrhoptera,Alcippe pyrrhoptera,Alcippe pyrrhoptera,Leiotrichidae,Passeriformes,Leiothrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-C2775FA0,Anthracoceros montani,Anthracoceros montani,Anthracoceros montani,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes
AVIBASE-C27D9E26,Spinus lawrencei,Spinus lawrencei,Carduelis lawrencei,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-C28307D6,Tyrannulus elatus,Tyrannulus elatus,Tyrannulus elatus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-C2830C86,Himantopus himantopus,Himantopus leucocephalus,Himantopus leucocephalus,MISSING,MISSING,Recurvirostridae,Charadriiformes,Recurvirostridae,Charadriiformes
AVIBASE-C2868E7A,Larus brunnicephalus,Chroicocephalus brunnicephalus,Larus brunnicephalus,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-C28815B3,Metriopelia melanoptera,Metriopelia melanoptera,Metriopelia melanoptera,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-C28FFE3F,Myiodynastes solitarius,Myiodynastes maculatus,Myiodynastes maculatus,Tyrannidae,Passeriformes,MISSING,MISSING,Tyrannidae,Passeriformes
AVIBASE-C2937B68,Megascops petersoni,Megascops petersoni,Megascops petersoni,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-C2966A66,Baryphthengus ruficapillus,Baryphthengus ruficapillus,Baryphthengus ruficapillus,Momotidae,Coraciiformes,Momotidae,Coraciiformes,Momotidae,Coraciiformes
AVIBASE-C29B19D7,Prinia hodgsonii,Prinia hodgsonii,Prinia hodgsonii,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes
AVIBASE-C29BA985,Cynanthus latirostris,Cynanthus latirostris,Cynanthus latirostris,Trochilidae,Caprimulgiformes,MISSING,MISSING,Trochilidae,Apodiformes
AVIBASE-C29CE0E7,Euphonia affinis,Euphonia affinis,Euphonia affinis,MISSING,MISSING,Fringillidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-C29DEB80,Cyornis pallidipes,Cyornis pallidipes,Cyornis pallipes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
