avibase_id,species_birdlife,species_ebird,species_birdtree,family_birdlife,order_birdlife,family_ebird,order_ebird,family_birdtree,order_birdtree
AVIBASE-29820AD9,Phyllastrephus strepitans,Phyllastrephus strepitans,Phyllastrephus strepitans,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-2988DEC6,Crypturellus parvirostris,Crypturellus parvirostris,Crypturellus parvirostris,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-298DEB8C,Lophophorus sclateri,Lophophorus sclateri,Lophophorus sclateri,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-299479DE,Pteridophora alberti,Pteridophora alberti,Pteridophora alberti,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes
AVIBASE-29967541,Spizella breweri,Spizella breweri,Spizella breweri,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2997FB71,Pyrrhura viridicata,Pyrrhura viridicata,Pyrrhura viridicata,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-29998B5F,Otus alius,Otus alius,Otus alius,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-29A192BA,Zimmerius chicomendesi,Zimmerius chicomendesi,Zimmerius villarejoi,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-29AAC222,Hydropsalis torquata,Hydropsalis torquata,Hydropsalis torquata,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-29B03FAE,Microparra capensis,Microparra capensis,Microparra capensis,Jacanidae,Charadriiformes,Jacanidae,Charadriiformes,Jacanidae,Charadriiformes
AVIBASE-29C4EF9C,Nyctibius maculosus,Nyctibius maculosus,Nyctibius maculosus,Nyctibiidae,Caprimulgiformes,Nyctibiidae,Caprimulgiformes,Nyctibiidae,Caprimulgiformes
AVIBASE-29D34534,Aramides albiventris,Aramides albiventris,Aramides cajanea,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-29D50ED5,Rhinoptilus cinctus,Rhinoptilus cinctus,Rhinoptilus cinctus,Glareolidae,Charadriiformes,Glareolidae,Charadriiformes,Glareolidae,Charadriiformes
AVIBASE-29D93FC2,Hirundo leucosoma,Hirundo leucosoma,Hirundo leucosoma,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes
AVIBASE-29D98F31,Isleria guttata,Isleria guttata,Myrmotherula guttata,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-29DB0309,Alisterus scapularis,Alisterus scapularis,Alisterus scapularis,Psittacidae,Psittaciformes,Psittaculidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-29F66F57,Myrmelastes rufifacies,Myrmelastes rufifacies,Schistocichla rufifacies,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-29F9CF96,Aratinga jandaya,Aratinga jandaya,Aratinga jandaya,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-29FF56E1,Colaptes atriceps,Colaptes rivolii,Colaptes rivolii,Picidae,Piciformes,MISSING,MISSING,Picidae,Piciformes
AVIBASE-29FF745B,Ploceus manyar,Ploceus manyar,Ploceus manyar,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2A07367C,Forpus coelestis,Forpus coelestis,Forpus coelestis,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-2A09CA67,Geothlypis poliocephala,Geothlypis poliocephala,Geothlypis poliocephala,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-2A0A1DE3,Dicaeum keiense,Dicaeum hirundinaceum,Dicaeum hirundinaceum,Dicaeidae,Passeriformes,MISSING,MISSING,Dicaeidae,Passeriformes
AVIBASE-2A15DF76,Aplonis panayensis,Aplonis panayensis,Aplonis panayensis,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-2A1A2F3A,Thinocorus orbignyianus,Thinocorus orbignyianus,Thinocorus orbignyianus,Thinocoridae,Charadriiformes,Thinocoridae,Charadriiformes,Thinocoridae,Charadriiformes
AVIBASE-2A1CC668,Cranioleuca hellmayri,Cranioleuca hellmayri,Cranioleuca hellmayri,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-2A241F0C,Apus nipalensis,Apus nipalensis,Apus nipalensis,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-2A2A4A6F,Myiarchus panamensis,Myiarchus panamensis,Myiarchus panamensis,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2A2C169B,Circus ranivorus,Circus ranivorus,Circus ranivorus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2A2CC7B3,Ploceus golandi,Ploceus golandi,Ploceus golandi,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2A489303,Pheugopedius paucimaculatus,Pheugopedius sclateri,Thryothorus sclateri,Troglodytidae,Passeriformes,MISSING,MISSING,Troglodytidae,Passeriformes
AVIBASE-2A4B7EB7,Ninox ochracea,Ninox ochracea,Ninox ochracea,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2A4F0DB3,Emberiza lathami,Emberiza lathami,Melophus lathami,Emberizidae,Passeriformes,Emberizidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2A59B27F,Garrulax sannio,Pterorhinus sannio,Garrulax sannio,Leiotrichidae,Passeriformes,Leiotrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-2A5A8428,Psilopogon corvinus,Psilopogon corvinus,Megalaima corvina,Megalaimidae,Piciformes,Megalaimidae,Piciformes,Ramphastidae,Piciformes
AVIBASE-2A5C6788,Basilinna xantusii,Basilinna xantusii,Hylocharis xantusii,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2A67FFCB,Glaucidium nana,Glaucidium nana,Glaucidium nanum,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2A6A63B9,Chloropsis venusta,Chloropsis venusta,Chloropsis venusta,Chloropseidae,Passeriformes,Chloropseidae,Passeriformes,Chloropseidae,Passeriformes
AVIBASE-2A86F9C9,Passerella arborea,Spizelloides arborea,Spizella arborea,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2A87E89C,Picumnus granadensis,Picumnus granadensis,Picumnus granadensis,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-2A88D0BC,Spiloptila clamans,Spiloptila clamans,Spiloptila clamans,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes
AVIBASE-2A8D086D,Synthliboramphus hypoleucus,Synthliboramphus hypoleucus,Synthliboramphus hypoleucus,Alcidae,Charadriiformes,Alcidae,Charadriiformes,Alcidae,Charadriiformes
AVIBASE-2A9074F9,Rufirallus castaneiceps,Anurolimnas castaneiceps,Anurolimnas castaneiceps,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-2A90E635,Lampornis hemileucus,Lampornis hemileucus,Lampornis hemileucus,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2A95552E,Leistes superciliaris,Leistes superciliaris,Sturnella superciliaris,Icteridae,Passeriformes,Icteridae,Passeriformes,Icteridae,Passeriformes
AVIBASE-2A9B45E1,Phylloscartes paulista,Phylloscartes paulista,Phylloscartes paulista,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2AA040CE,Lalage maculosa,Lalage maculosa,Lalage maculosa,Campephagidae,Passeriformes,Campephagidae,Passeriformes,Campephagidae,Passeriformes
AVIBASE-2AA13F1D,Vidua purpurascens,Vidua purpurascens,Vidua purpurascens,Viduidae,Passeriformes,Viduidae,Passeriformes,Viduidae,Passeriformes
AVIBASE-2AA4BC58,Criniferoides leucogaster,Corythaixoides leucogaster,Corythaixoides leucogaster,Musophagidae,Musophagiformes,Musophagidae,Musophagiformes,Musophagidae,Musophagiformes
AVIBASE-2AA4C9F4,Asthenes huancavelicae,Asthenes dorbignyi,Asthenes huancavelicae,Furnariidae,Passeriformes,MISSING,MISSING,Furnariidae,Passeriformes
AVIBASE-2AA5F01C,Mellisuga helenae,Mellisuga helenae,Mellisuga helenae,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2AA95030,Carpodacus stoliczkae,Carpodacus stoliczkae,Carpodacus synoicus,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-2AAA7F76,Geranoaetus polyosoma,Geranoaetus polyosoma,Buteo polyosoma,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2ABCDA03,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-2ABFA6CC,Puffinus heinrothi,Puffinus heinrothi,Puffinus heinrothi,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes
AVIBASE-2ABFB40A,Glaucis aeneus,Glaucis aeneus,Glaucis aeneus,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2AC6282B,Antilophia bokermanni,Antilophia bokermanni,Antilophia bokermanni,Pipridae,Passeriformes,Pipridae,Passeriformes,Pipridae,Passeriformes
AVIBASE-2AD189C1,Nesocharis capistrata,Delacourella capistrata,Nesocharis capistrata,Estrildidae,Passeriformes,Estrildidae,Passeriformes,Estrildidae,Passeriformes
AVIBASE-2AD52363,Pachycoccyx audeberti,Pachycoccyx audeberti,Pachycoccyx audeberti,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes
AVIBASE-2ADD1582,Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus elegans,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Dendrocolaptidae,Passeriformes
AVIBASE-2AE442D9,Gymnopithys rufigula,Gymnopithys rufigula,Gymnopithys rufigula,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-2AE6CDCF,Trachyphonus emini,Trachyphonus darnaudii,Trachyphonus darnaudii,Lybiidae,Piciformes,MISSING,MISSING,Ramphastidae,Piciformes
AVIBASE-2AF8DBBD,Phainoptila melanoxantha,Phainoptila melanoxantha,Phainoptila melanoxantha,Ptiliogonatidae,Passeriformes,Ptiliogonatidae,Passeriformes,Bombycillidae,Passeriformes
AVIBASE-2AF8ECCE,Nucifraga hemispila,Nucifraga caryocatactes,Nucifraga caryocatactes,Corvidae,Passeriformes,MISSING,MISSING,Corvidae,Passeriformes
AVIBASE-2AFDFA77,Atlapetes personatus,Atlapetes personatus,Atlapetes personatus,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2B007EF1,Zosterops rennellianus,Zosterops rennellianus,Zosterops rennellianus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2B020CA0,Locustella fluviatilis,Locustella fluviatilis,Locustella fluviatilis,Locustellidae,Passeriformes,Locustellidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-2B03EB0B,Xenoglaux loweryi,Xenoglaux loweryi,Xenoglaux loweryi,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2B0C5E60,Bubo blakistoni,Ketupa blakistoni,Ketupa blakistoni,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2B0C9AD5,Anairetes parulus,Anairetes parulus,Anairetes parulus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2B0E883A,Pelargopsis capensis,Pelargopsis capensis,Pelargopsis capensis,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-2B0F30E3,Cercomacra melanaria,Cercomacra melanaria,Cercomacra melanaria,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-2B100B36,Coturnicops noveboracensis,Coturnicops noveboracensis,Coturnicops noveboracensis,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-2B1509D6,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Dendrocolaptidae,Passeriformes
AVIBASE-2B218AA1,Geospiza propinqua,Geospiza propinqua,Geospiza conirostris,MISSING,MISSING,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2B235A4C,Basileuterus griseiceps,Basileuterus griseiceps,Basileuterus griseiceps,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-2B2A04D0,Basileuterus trifasciatus,Basileuterus trifasciatus,Basileuterus trifasciatus,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-2B46719D,Aethia psittacula,Aethia psittacula,Aethia psittacula,Alcidae,Charadriiformes,Alcidae,Charadriiformes,Alcidae,Charadriiformes
AVIBASE-2B543348,Phonygammus keraudrenii,Phonygammus keraudrenii,Manucodia keraudrenii,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes
AVIBASE-2B55E679,Passer suahelicus,Passer suahelicus,Passer suahelicus,Passeridae,Passeriformes,Passeridae,Passeriformes,Passeridae,Passeriformes
AVIBASE-2B6125A5,Astrapia rothschildi,Astrapia rothschildi,Astrapia rothschildi,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes
AVIBASE-2B663C9F,Hemitriccus mirandae,Hemitriccus mirandae,Hemitriccus mirandae,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2B6DE136,Quelea quelea,Quelea quelea,Quelea quelea,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2B7764F8,Oxypogon cyanolaemus,Oxypogon cyanolaemus,Oxypogon guerinii,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2B7AC50E,Psilopogon haemacephalus,Psilopogon haemacephalus,Megalaima haemacephala,Megalaimidae,Piciformes,Megalaimidae,Piciformes,Ramphastidae,Piciformes
AVIBASE-2B8E5C63,Heteromirafra ruddi,Heteromirafra ruddi,Heteromirafra ruddi,Alaudidae,Passeriformes,Alaudidae,Passeriformes,Alaudidae,Passeriformes
AVIBASE-2B8F92F2,Ducula galeata,Ducula galeata,Ducula galeata,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-2B94D2D5,Euplectes aureus,Euplectes aureus,Euplectes aureus,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2B954EC3,Pseudibis papillosa,Pseudibis papillosa,Pseudibis papillosa,Threskiornithidae,Pelecaniformes,Threskiornithidae,Pelecaniformes,Threskiornithidae,Pelecaniformes
AVIBASE-2B98D285,Melozone cabanisi,Melozone cabanisi,Melozone cabanisi,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2B9CF96A,Pipreola lubomirskii,Pipreola lubomirskii,Pipreola lubomirskii,Cotingidae,Passeriformes,Cotingidae,Passeriformes,Cotingidae,Passeriformes
AVIBASE-2BABE802,Zosterops minutus,Zosterops minutus,Zosterops minutus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2BACA383,Incaspiza ortizi,Incaspiza ortizi,Incaspiza ortizi,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2BAED570,Zosterops somadikartai,Zosterops somadikartai,Zosterops somadikartai,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2BB17633,Phyllomyias weedeni,Phyllomyias weedeni,Phyllomyias weedeni,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2BB4714C,Zosterops auriventer,Zosterops auriventer,Zosterops palpebrosus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2BB5C0FD,Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-2BC35886,Alophoixus ochraceus,Alophoixus ochraceus,Alophoixus ochraceus,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-2BC547FD,Oreothlypis superciliosa,Oreothlypis superciliosa,Parula superciliosa,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-2BC9E234,Collocalia troglodytes,Collocalia troglodytes,Collocalia troglodytes,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-2BD38691,Patagioenas araucana,Patagioenas araucana,Patagioenas araucana,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-2BE24F91,Ocyceros griseus,Ocyceros griseus,Ocyceros griseus,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes
AVIBASE-2BE28F60,Habroptila wallacii,Gallirallus wallacii,Habroptila wallacii,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-2BE9465C,Amazilia goudoti,Chrysuronia goudoti,Lepidopyga goudoti,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2BFD2184,Touit huetii,Touit huetii,Touit huetii,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-2C01A6E5,Pseudastur polionotus,Pseudastur polionotus,Leucopternis polionotus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2C01F88A,Poospiza hispaniolensis,Poospiza hispaniolensis,Poospiza hispaniolensis,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2C0FA6E3,Nisaetus cirrhatus,Nisaetus cirrhatus,Nisaetus cirrhatus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2C118B44,Chlamydera guttata,Chlamydera guttata,Chlamydera guttata,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes
AVIBASE-2C13E973,Cinclodes antarcticus,Cinclodes antarcticus,Cinclodes antarcticus,Furnariidae,Passeriformes,MISSING,MISSING,Furnariidae,Passeriformes
AVIBASE-2C13F92A,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Furnariidae,Passeriformes,MISSING,MISSING,Dendrocolaptidae,Passeriformes
AVIBASE-2C186D87,Diglossa lafresnayii,Diglossa lafresnayii,Diglossa lafresnayii,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2C2B5EE2,Ducula aenea,Ducula aenea,Ducula aenea,MISSING,MISSING,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-2C2BC004,Eudyptes chrysolophus,Eudyptes chrysolophus,Eudyptes chrysolophus,Spheniscidae,Sphenisciformes,Spheniscidae,Sphenisciformes,Spheniscidae,Sphenisciformes
AVIBASE-2C302D27,Todiramphus pelewensis,Todiramphus pelewensis,Todiramphus cinnamominus,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-2C42345F,Ploceus aurantius,Ploceus aurantius,Ploceus aurantius,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2C4579F1,Microbates collaris,Microbates collaris,Microbates collaris,Polioptilidae,Passeriformes,Polioptilidae,Passeriformes,Polioptilidae,Passeriformes
AVIBASE-2C4E4A3C,Calyptophilus tertius,Calyptophilus tertius,Calyptophilus tertius,Calyptophilidae,Passeriformes,Calyptophilidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2C4F7BFE,Vosea whitemanensis,Vosea whitemanensis,Melidectes whitemanensis,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-2C504059,Plocepasser superciliosus,Plocepasser superciliosus,Plocepasser superciliosus,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Passeridae,Passeriformes
AVIBASE-2C539D2C,Zosterops consobrinorum,Zosterops consobrinorum,Zosterops consobrinorum,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2C57FFF5,Ridgwayia pinicola,Ridgwayia pinicola,Zoothera pinicola,Turdidae,Passeriformes,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-2C6D5362,Cisticola carruthersi,Cisticola carruthersi,Cisticola carruthersi,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes
AVIBASE-2C7043CD,Picus dedemi,Picus canus,Picus canus,Picidae,Piciformes,MISSING,MISSING,Picidae,Piciformes
AVIBASE-2C7A2673,Tringa flavipes,Tringa flavipes,Tringa flavipes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes
AVIBASE-2C7AA154,Otus scops,Otus scops,Otus scops,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2C7BA3A6,Musophaga rossae,Musophaga rossae,Musophaga rossae,Musophagidae,Musophagiformes,Musophagidae,Musophagiformes,Musophagidae,Musophagiformes
AVIBASE-2C87AFAC,Trochalopteron formosum,Trochalopteron formosum,Garrulax formosus,Leiotrichidae,Passeriformes,Leiothrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-2C8B24B6,Cisticola aberrans,Cisticola aberrans,Cisticola aberrans,MISSING,MISSING,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes
AVIBASE-2C9B6D93,Melozone aberti,Melozone aberti,Pipilo aberti,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2C9F186F,Aramides ypecaha,Aramides ypecaha,Aramides ypecaha,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-2CABE055,Corvus tasmanicus,Corvus tasmanicus,Corvus tasmanicus,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-2CB92155,Dicaeum schistaceiceps,Dicaeum schistaceiceps,Dicaeum erythrothorax,Dicaeidae,Passeriformes,Dicaeidae,Passeriformes,Dicaeidae,Passeriformes
AVIBASE-2CC21529,Porzana carolina,Porzana carolina,Porzana carolina,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-2CC8DFAA,Trogon melanurus,Trogon melanurus,Trogon melanurus,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes
AVIBASE-2CC91390,Pyrenestes ostrinus,Pyrenestes ostrinus,Pyrenestes ostrinus,Estrildidae,Passeriformes,Estrildidae,Passeriformes,Estrildidae,Passeriformes
AVIBASE-2CCD5892,Actinodura radcliffei,Actinodura ramsayi,Actinodura ramsayi,Leiotrichidae,Passeriformes,MISSING,MISSING,Timaliidae,Passeriformes
AVIBASE-2CD2FB00,Geospiza septentrionalis,Geospiza septentrionalis,Geospiza difficilis,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2CDECD36,Corvus hawaiiensis,Corvus hawaiiensis,Corvus hawaiiensis,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-2CE418F2,Dryobates scalaris,Dryobates scalaris,Picoides scalaris,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-2CE58BE1,Acridotheres tricolor,Acridotheres melanopterus,Sturnus burmannicus,Sturnidae,Passeriformes,MISSING,MISSING,Sturnidae,Passeriformes
AVIBASE-2CE71349,Lophura bulweri,Lophura bulweri,Lophura bulweri,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-2CEE58D1,Parotia carolae,Parotia carolae,Parotia carolae,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes,Paradisaeidae,Passeriformes
AVIBASE-2CF064E4,Threnetes niger,Threnetes niger,Threnetes niger,MISSING,MISSING,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2CF120F2,Goldmania violiceps,Goldmania violiceps,Goldmania violiceps,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2CF15271,Xanthomixis apperti,Xanthomixis apperti,Bernieria apperti,Bernieridae,Passeriformes,Bernieridae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-2CF6D6F6,Ptychoramphus aleuticus,Ptychoramphus aleuticus,Ptychoramphus aleuticus,Alcidae,Charadriiformes,Alcidae,Charadriiformes,Alcidae,Charadriiformes
AVIBASE-2CF9456D,Saltator similis,Saltator similis,Saltator similis,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Cardinalidae,Passeriformes
AVIBASE-2CFFFB8A,Oreomystis bairdi,Oreomystis bairdi,Oreomystis bairdi,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-2D0C83B2,Anthreptes orientalis,Anthreptes orientalis,Anthreptes orientalis,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-2D0ED462,Egretta picata,Egretta picata,Ardea picata,Ardeidae,Pelecaniformes,Ardeidae,Pelecaniformes,Ardeidae,Pelecaniformes
AVIBASE-2D12BAFB,Rhamphocharis crassirostris,Melanocharis crassirostris,Melanocharis crassirostris,Melanocharitidae,Passeriformes,MISSING,MISSING,Melanocharitidae,Passeriformes
AVIBASE-2D157C82,Illadopsis albipectus,Illadopsis albipectus,Illadopsis albipectus,Pellorneidae,Passeriformes,Pellorneidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-2D189E70,Phalacrocorax fuscicollis,Phalacrocorax fuscicollis,Phalacrocorax fuscicollis,Phalacrocoracidae,Suliformes,Phalacrocoracidae,Suliformes,Phalacrocoracidae,Suliformes
