enter_order,species_jetz,family_jetz,tax_jetz,obs,flag,page_ritland,order_ritland,family_ritland,genus_ritland,species_ritland,O,S,OAL,OAL_LET,HBL,HBL_LET,HW,HW_LET,WING,WING_LET,BILL,BILL_LET,CD1,CD1_LET,CD2,CD2_LET,AD,AD_LET,TD1,TD1_LET,TD2,TD2_LET,WEIGHT,WEIGHT_LET,CT,CT_LET,EYED,EYED_LET,group
481,Casuarius bennetti,Casuariidae,46,BJG,,1433,Casuariiformes,Casuaridae,Casuarius,bennetti,U,A,1500,NA,1300,B,75,NA,300,B,76,NA,16.8,NA,15.1,NA,28.2,NA,35,NA,34.8,NA,75000,NA,45,NA,18,NA,Terrestrial
482,Casuarius casuarius,Casuariidae,45,BJG,,1433,Casuariiformes,Casuariidae,Casuarius,casuarius,D,B,640,NA,640,NA,90,NA,50,B,64,NA,18.8,NA,18.8,NA,32.3,NA,42.8,NA,42.8,NA,NA,NA,43,NA,209,NA,Terrestrial
483,Casuarius casuarius,Casuariidae,45,BJG,,1433,Casuariiformes,Casuaridae,Casuarius,casuarius,U,A,1400,NA,1100,NA,80,NA,300,B,80,NA,16.3,NA,16.3,NA,33.3,B,40.8,NA,39.8,B,75000,NA,40,NA,103,NA,Terrestrial
3033,Rhea americana,Rheidae,37,BJG,,1433,Rheiformes,Rheidae,Rhea,americana,D,A,1400,NA,1300,B,78,NA,650,B,90,NA,16.6,NA,15.4,NA,31.8,NA,42.8,NA,36,NA,22048.5,NA,40,NA,71,NA,Terrestrial
3034,Rhea americana,Rheidae,37,BJG,,1433,Rheiformes,Rheidae,Rhea,americana,D,C,90,NA,90,NA,12,NA,17,NA,13,NA,4.9,NA,4.9,NA,9.8,NA,14.1,NA,12.4,NA,NA,NA,36,NA,123,NA,Terrestrial
3035,Rhea americana,Rheidae,37,BJG,,1433,Rheiformes,Rheidae,Rhea,americana,G,M,1400,NA,1300,B,78,NA,650,B,85,NA,16.8,NA,16.1,A,32.8,A,40.7,NA,35.2,A,22048.5,NA,43,NA,54,NA,Terrestrial
3036,Rhea americana,Rheidae,37,BJG,,1433,Rheiformes,Rheidae,Rhea,americana,U,B,1200,NA,1200,NA,68,NA,400,B,68,NA,17.8,NA,16.5,NA,32,NA,40.2,NA,35.1,NA,NA,NA,45,NA,60,NA,Terrestrial
3037,Rhea americana,Rheidae,37,BJG,,1433,Rheiformes,Rheidae,Rhea,americana,U,B,1200,NA,1200,B,68,NA,400,B,63,NA,19,NA,17.2,NA,33.3,B,42.2,NA,37.2,NA,NA,NA,45,NA,92,NA,Terrestrial
3038,Rhea pennata,Rheidae,38,BJG,,1433,Rheiformes,Rheidae,Pterocnemia,pennata,U,B,250,NA,245,NA,29,NA,50,NA,23,NA,7.4,NA,7.4,NA,14,NA,19.1,NA,17.2,NA,NA,NA,40,NA,1,NA,Terrestrial
3039,Rhea pennata,Rheidae,38,BJG,,1433,Rheiformes,Rheidae,Pterocnemia,pennata,U,B,215,NA,215,NA,27,NA,35,NA,21,NA,7.7,NA,7.7,NA,14.8,NA,19.4,NA,17.2,NA,NA,NA,42,NA,32,NA,Terrestrial
3266,Struthio camelus,Struthionidae,28,BJG,,1433,Struthioniformes,Struthionidae,Struthio,camelus,R,A,2800,NA,2200,B,109,NA,850,B,95,NA,27.9,NA,24.3,NA,40.8,NA,50.2,NA,46.3,NA,104833.3,NA,54,NA,96,NA,Terrestrial
3267,Struthio camelus,Struthionidae,28,BJG,,1433,Struthioniformes,Struthionidae,Struthio,camelus,R,A,2600,NA,2100,NA,96,NA,800,NA,80,NA,26.2,NA,26.2,NA,42.8,NA,53.4,NA,49.3,NA,89995.8,NA,51,NA,127,NA,Terrestrial
3268,Struthio camelus,Struthionidae,28,BJG,,1433,Struthioniformes,Struthionidae,Struthio,camelus,Q,F,2800,NA,2200,B,107,NA,850,B,85,NA,26.8,NA,24.3,NA,39.3,NA,52.8,NA,49.6,NA,104833.3,NA,49,NA,121,NA,Terrestrial
3269,Struthio camelus,Struthionidae,28,BJG,,1433,Struthioniformes,Struthionidae,Struthio,camelus,U,B,1530,NA,1180,NA,72,NA,500,B,50,NA,18.6,NA,16.6,B,32.8,B,41.1,NA,39.6,B,NA,NA,43,NA,91,NA,Terrestrial
207,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,R,A,530,NA,530,NA,39,NA,80,NA,137,NA,5.5,NA,5.5,NA,8.7,NA,8.9,NA,8.7,NA,1264.6,NA,62,NA,-417,NA,Terrestrial
208,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,T,B,265,NA,255,NA,28,NA,10,NA,52,NA,4.8,NA,4.8,NA,7.2,NA,7.9,NA,7.4,NA,NA,NA,62,NA,-355,NA,Terrestrial
209,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,T,B,260,NA,210,NA,28,NA,10,NA,50,NA,4.5,NA,4.5,NA,6.9,NA,7.8,NA,7.5,NA,NA,NA,58,NA,-304,NA,Terrestrial
210,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,T,C,104,NA,101,NA,17,NA,5,NA,25,NA,2.6,NA,2.6,NA,4.3,NA,5.3,NA,4.9,NA,NA,NA,50,NA,-286,NA,Terrestrial
211,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,Q,A,480,NA,450,NA,41,NA,50,NA,111,NA,5.9,NA,5.9,NA,7.9,NA,8.8,NA,8.3,NA,1161.3,NA,69,NA,-404,NA,Terrestrial
212,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,Q,A,550,NA,530,NA,45,NA,90,NA,130,NA,5.3,NA,5.3,NA,8.5,NA,9.2,NA,9.2,NA,1291.9,NA,57,NA,-400,NA,Terrestrial
213,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,Q,A,515,NA,485,NA,43,NA,50,NA,120,NA,6,NA,6,NA,8,NA,8.9,NA,8.3,NA,1161.3,NA,69,NA,-414,NA,Terrestrial
214,Apteryx australis,Apterygidae,55,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,australis,T,C,42,NA,42,NA,8,NA,1,NA,10,NA,2,NA,2,NA,3.8,NA,4,NA,4,NA,NA,NA,50,NA,-69,NA,Terrestrial
215,Apteryx owenii,Apterygidae,57,BJG,,1434,Apterygiformes,Apterygidae,Apteryx,owenii,Q,A,425,NA,425,NA,37,NA,75,NA,90,NA,5.3,NA,5.3,NA,7.3,NA,7.5,NA,7.3,NA,1249.9,NA,71,NA,-465,NA,Terrestrial
484,Casuarius unappendiculatus,Casuariidae,47,BJG,,1434,Casuariiformes,Casuaridae,Casuarius,unappendiculatus,U,A,1400,NA,1200,B,80,NA,200,B,80,NA,17.8,NA,17.8,NA,33.3,NA,37.8,NA,37.8,NA,75000,NA,47,NA,64,NA,Terrestrial
910,Crypturellus noctivagus,Tinamidae,88,BJG,,1434,Tinamiformes,Tinamidae,Crypturellus,noctivagus,Q,A,0,NA,265,NA,25,NA,160,B,30,NA,8.1,NA,8.1,NA,13.8,NA,16.6,NA,15.5,NA,361.4,NA,50,NA,-63,NA,Terrestrial
912,Crypturellus soui,Tinamidae,75,BJG,,1434,Tinamiformes,Tinamidae,Crypturellus,soui,D,A,200,NA,185,NA,21,NA,139,NA,18,NA,7,NA,7,NA,11.4,NA,13.8,NA,13.6,NA,260.6,NA,51,NA,-60,NA,Terrestrial
1081,Dromaius novaehollandiae,Dromaiidae,48,BJG,,1434,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,G,A,1700,NA,1400,B,90,NA,200,B,58,NA,19.2,NA,18.2,A,31.6,A,38,NA,36.6,A,36998.8,NA,50,NA,36,NA,Terrestrial
1082,Dromaius novaehollandiae,Dromaiidae,48,BJG,,1434,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,U,A,1580,NA,1400,NA,90,NA,200,B,60,NA,19.9,NA,18.3,NA,32.8,C,39.1,NA,38.8,NA,36998.8,NA,49,NA,55,NA,Terrestrial
1083,Dromaius novaehollandiae,Dromaiidae,48,BJG,,1434,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,D,B,300,NA,300,NA,33,NA,25,B,23,NA,7.8,NA,7.4,NA,15.8,NA,19.2,NA,18.5,NA,NA,NA,40,NA,-24,NA,Terrestrial
1084,Dromaius novaehollandiae,Dromaiidae,48,BJG,,1434,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,G,M,1700,NA,1400,B,90,NA,200,B,58,NA,18.4,NA,16.9,A,31.7,A,38.4,NA,36.6,A,36998.8,NA,47,NA,38,NA,Terrestrial
1085,Dromaius novaehollandiae,Dromaiidae,48,BJG,,1434,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,T,B,250,NA,240,NA,29,NA,22,NA,19,NA,7.6,NA,7.6,NA,15.1,NA,18.2,NA,17.6,NA,NA,NA,42,NA,-3,NA,Terrestrial
3437,Tinamus major,Tinamidae,68,BJG,,1434,Tinamiformes,Tinamidae,Tinamus,major,Q,A,460,NA,320,B,26,NA,240,B,34,NA,9.8,NA,9.8,NA,14.5,NA,19.4,NA,18.8,NA,927.5,NA,51,NA,-24,NA,Terrestrial
3438,Tinamus major,Tinamidae,68,BJG,,1434,Tinamiformes,Tinamidae,Tinamus,major,R,A,460,NA,320,B,26,NA,240,B,33,NA,9.2,NA,9.2,NA,13.3,C,18.9,NA,18.8,E,927.5,NA,48,NA,-31,NA,Terrestrial
3439,Tinamus tao,Tinamidae,65,BJG,,1434,Tinamiformes,Tinamidae,Tinamus,tao,Q,A,130,NA,290,NA,27,NA,280,B,35,NA,9.5,NA,9.5,NA,14.1,NA,19.8,NA,18.9,NA,1327.1,NA,49,NA,2,NA,Terrestrial
908,Crypturellus cinnamomeus,Tinamidae,78,SEM,,1435,Tinamiformes,Tinamidae,Crypturellus,cinnamomeus,U,A,310,NA,250,NA,23,NA,165,NA,32,NA,7.8,NA,7.8,NA,12.8,NA,15.7,NA,15.5,NA,388.2,NA,50,NA,-60,NA,Terrestrial
909,Crypturellus cinnamomeus,Tinamidae,78,SEM,,1435,Tinamiformes,Tinamidae,Crypturellus,cinnamomeus,W,A,285,NA,235,NA,24,NA,165,NA,27,NA,7.7,NA,7.7,NA,12.6,NA,15.3,NA,15.3,NA,388.2,NA,50,NA,-59,NA,Terrestrial
911,Crypturellus parvirostris,Tinamidae,93,SEM,,1435,Tinamiformes,Tinamidae,Crypturellus,parvirostris,W,A,235,NA,175,NA,20,NA,120,NA,21,NA,5.4,NA,5.4,NA,10.3,B,12.8,NA,12.5,NA,185.1,NA,42,NA,-76,NA,Terrestrial
913,Crypturellus tataupa,Tinamidae,95,SEM,,1435,Tinamiformes,Tinamidae,Crypturellus,tataupa,U,A,245,NA,183,NA,20,NA,125,NA,20,NA,5.1,NA,5.1,NA,9.3,B,12.6,NA,11.7,NA,203.6,NA,41,NA,-107,NA,Terrestrial
914,Crypturellus tataupa,Tinamidae,95,SEM,,1435,Tinamiformes,Tinamidae,Crypturellus,tataupa,U,A,245,NA,185,NA,20,NA,125,NA,24,NA,5.3,NA,5.3,NA,9.6,NA,12.5,NA,12.2,NA,203.6,NA,42,NA,-97,NA,Terrestrial
1241,Eudromia elegans,Tinamidae,111,SEM,,1435,Tinamiformes,Tinamidae,Eudromia,elegans,U,A,360,NA,270,NA,26,NA,215,NA,29,NA,7.8,NA,7.8,NA,11.8,NA,17.2,NA,16.8,NA,718.2,NA,45,NA,-42,NA,Terrestrial
1242,Eudromia formosa,Tinamidae,112,SEM,,1435,Tinamiformes,Tinamidae,Eudromia,formosa,U,A,350,NA,245,NA,24,NA,215,NA,26,NA,7.7,NA,7.7,NA,11.5,NA,16.3,NA,16.1,NA,718.2,NA,47,NA,-44,NA,Terrestrial
2280,Nothoprocta cinerascens,Tinamidae,102,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,cinerascens,T,A,312,NA,253,NA,26,NA,179,NA,28,NA,6.9,NA,6.9,NA,12.9,NA,16.1,NA,15.5,NA,469.1,NA,43,NA,-61,NA,Terrestrial
2281,Nothoprocta ornata,Tinamidae,100,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,ornata,U,A,340,NA,250,NA,30,NA,197,NA,34,NA,6.3,NA,6.3,NA,12.6,B,16.7,NA,15.8,NA,586.1,NA,48,NA,-40,NA,Terrestrial
2282,Nothoprocta ornata,Tinamidae,100,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,ornata,U,A,280,NA,203,NA,27,NA,180,NA,26,NA,6.5,NA,6.5,NA,11.6,NA,15.7,NA,15.4,NA,475.2,NA,41,NA,-18,NA,Terrestrial
2283,Nothoprocta pentlandii,Tinamidae,101,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,pentlandii,U,A,230,NA,190,NA,22,NA,142,NA,29,NA,5.3,NA,5.3,NA,9.8,B,14.1,NA,14,NA,273.8,NA,37,NA,-41,NA,Terrestrial
2284,Nothoprocta pentlandii,Tinamidae,101,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,pentlandii,U,A,185,NA,150,NA,20,NA,115,NA,20,NA,3.8,NA,3.8,NA,9,C,11.6,NA,11.6,NA,167.7,NA,32,NA,-74,NA,Terrestrial
2285,Nothoprocta perdicaria,Tinamidae,103,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,perdicaria,D,B,102,NA,82,NA,20,NA,19,NA,13,NA,4.4,NA,4.4,NA,9.9,NA,12.1,NA,11.1,NA,NA,NA,37,NA,99,NA,Terrestrial
2286,Nothoprocta perdicaria,Tinamidae,103,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,perdicaria,D,B,95,NA,84,NA,20,NA,21,NA,13,NA,4.4,NA,4.4,NA,10.2,NA,12,NA,11.2,NA,NA,NA,37,NA,91,NA,Terrestrial
2287,Nothoprocta perdicaria,Tinamidae,103,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,perdicaria,D,B,88,NA,77,NA,20,NA,13,NA,11,NA,4.2,NA,4.2,NA,10.1,NA,12,NA,11.2,NA,NA,NA,36,NA,114,NA,Terrestrial
2288,Nothoprocta perdicaria,Tinamidae,103,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,perdicaria,D,B,88,NA,72,NA,20,NA,13,NA,10,NA,4.1,NA,4.1,NA,9.8,NA,11.6,NA,10.9,NA,NA,NA,36,NA,121,NA,Terrestrial
2289,Nothoprocta perdicaria,Tinamidae,103,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,perdicaria,R,A,280,NA,208,NA,22,NA,161,NA,22,NA,6.1,NA,6.1,NA,11,NA,14.5,NA,14,NA,366.7,NA,42,NA,-66,NA,Terrestrial
2290,Nothoprocta perdicaria,Tinamidae,103,SEM,,1435,Tinamiformes,Tinamidae,Nothoprocta,perdicaria,D ,B,105,NA,86,NA,20,NA,22,NA,13,NA,4.4,NA,4.4,NA,10.4,NA,12.4,NA,11.5,NA,NA,NA,36,NA,95,NA,Terrestrial
2291,Nothura darwinii,Tinamidae,105,SEM,,1435,Tinamiformes,Tinamidae,Nothura,darwinii,U,A,250,NA,195,NA,23,NA,133,NA,22,NA,5.4,NA,5.4,NA,10.8,NA,14,NA,13.5,NA,235.2,NA,39,NA,-66,NA,Terrestrial
2292,Nothura maculosa,Tinamidae,107,SEM,,1435,Tinamiformes,Tinamidae,Nothura,maculosa,U,A,245,NA,200,NA,22,NA,134,NA,21,NA,5.9,NA,5.9,NA,11,NA,13.9,NA,13.8,NA,239.3,NA,42,NA,-70,NA,Terrestrial
3077,Rhynchotus rufescens,Tinamidae,96,SEM,,1435,Tinamiformes,Tinamidae,Rhynchotus,rufescens,U,A,400,NA,325,NA,28,NA,225,B,63,NA,11,NA,11,E,13.4,NA,20.3,NA,18.5,NA,798.3,NA,56,NA,-2,NA,Terrestrial
3436,Tinamotis pentlandii,Tinamidae,113,SEM,,1435,Tinamiformes,Tinamidae,Tinamotis,pentlandi,U,A,390,NA,285,NA,28,NA,260,NA,32,NA,6.6,NA,6.6,NA,12.7,NA,16.7,NA,15.8,NA,1117.1,NA,40,NA,-72,NA,Terrestrial
4245,Aptenodytes patagonicus,Spheniscidae,5413,IJA,,1436,Sphenisciformes,Spheniscidae,Aptenodytes,patagonica,D,C,148,NA,148,,28,NA,27,,20,NA,8.2,NA,7.5,,13.6,,15.8,NA,15.7,,NA,NA,49,NA,61,NA,Aquatic
4246,Aptenodytes patagonicus,Spheniscidae,5413,IJA,,1436,Sphenisciformes,Spheniscidae,Aptenodytes,patagonica,D,B,159,NA,159,,29,NA,28,,23,NA,8.5,NA,7.8,B,13.7,,16.8,NA,15.8,,NA,NA,50,NA,61,NA,Aquatic
4247,Aptenodytes patagonicus,Spheniscidae,5413,IJA,,1436,Sphenisciformes,Spheniscidae,Aptenodytes,patagonica,X,A,1000,NA,800,B,0,NA,200,B,100,NA,14,NA,13.4,,31.4,,35.8,NA,34.6,,13000,NA,38,NA,96,NA,Aquatic
4248,Aptenodytes forsteri,Spheniscidae,5414,IJA,,1436,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,D,A,875,NA,805,B,70,NA,180,B,68,NA,16.5,NA,16.1,A,33.2,A,42.2,NA,39.8,A,23000,NA,39,NA,154,NA,Aquatic
4249,Aptenodytes forsteri,Spheniscidae,5414,IJA,,1436,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,D,A,875,NA,805,,70,NA,180,B,68,NA,15.3,NA,15.3,E,31.8,,43.3,NA,43.3,,23000,NA,35,NA,178,NA,Aquatic
4250,Pygoscelis papua,Spheniscidae,5415,IJA,,1436,Sphenisciformes,Spheniscidae,Pygoscelis,papua,Q,A,660,NA,515,,66,NA,140,,70,NA,10.5,NA,10.5,,25.1,,29.3,NA,27.6,,7300,NA,36,NA,71,NA,Aquatic
4251,Pygoscelis adeliae,Spheniscidae,5416,IJA,,1436,Sphenisciformes,Spheniscidae,Pygoscelis,adeliae,R,A,600,NA,420,,58,NA,110,,45,NA,9.4,NA,9.4,,20.5,,26.2,NA,25.7,,4900,NA,36,NA,60,NA,Aquatic
4252,Pygoscelis antarcticus,Spheniscidae,5417,IJA,,1436,Sphenisciformes,Spheniscidae,Pygoscelis,antarctica,R,A,660,NA,485,,55,NA,150,,53,NA,10.9,NA,10.9,,21.3,,27.6,NA,27.2,,2500,NA,39,NA,60,NA,Aquatic
4253,Eudyptes pachyrhynchus,Spheniscidae,5422,IJA,,1436,Sphenisciformes,Spheniscidae,Eudyptes,pachyrhynchus,U,A,700,NA,600,B,61,NA,150,B,63,NA,9.8,NA,9.8,,23.8,B,28.1,NA,27.3,,3700,NA,35,NA,31,NA,Aquatic
4254,Eudyptes robustus,Spheniscidae,5423,IJA,,1436,Sphenisciformes,Spheniscidae,Eudyptes,robusius,U,A,630,NA,475,,64,NA,110,,58,NA,10,NA,10,,26.8,B,28.8,NA,28.1,,NA,NA,35,NA,82,NA,Aquatic
4255,Eudyptes chrysocome,Spheniscidae,5418,IJA,,1436,Sphenisciformes,Spheniscidae,Eudyptes,cresiatus,T,A,575,NA,390,,49,NA,100,,48,NA,9.4,NA,9.4,,22.8,B,26.2,NA,25.1,,2700,NA,36,NA,71,NA,Aquatic
4256,Eudyptes chrysolophus,Spheniscidae,5425,IJA,,1436,Sphenisciformes,Spheniscidae,Eudyptes,chrysolophus,R,A,620,NA,560,,55,NA,115,,60,NA,9.3,NA,9.3,,21.2,B,29.1,NA,27.2,,4100,NA,33,NA,48,NA,Aquatic
4257,Eudyptula minor,Spheniscidae,5428,IJA,,1436,Sphenisciformes,Spheniscidae,Eudyptula,minor,D,B,82,NA,82,,19,NA,12,,10,NA,4,NA,4,,8.9,,10.9,NA,10.8,,NA,NA,36,NA,57,NA,Aquatic
4258,Spheniscus demersus,Spheniscidae,5433,IJA,,1436,Sphenisciformes,Spheniscidae,Spheniscus,demersus,C,A,540,NA,500,,49,NA,103,,57,NA,8.8,NA,8.7,A,19.2,A,22.9,NA,22.9,A,2950,NA,38,NA,-21,NA,Aquatic
4259,Spheniscus humboldti,Spheniscidae,5434,IJA,,1436,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,D,B,300,NA,300,,44,NA,52,,32,NA,7.8,NA,7.8,B,16.8,B,18.8,NA,17.8,B,NA,NA,42,NA,-31,NA,Aquatic
4260,Spheniscus humboldti,Spheniscidae,5434,IJA,,1436,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,D,A,495,NA,445,,52,NA,115,B,60,NA,8.1,NA,7.6,,18.4,,22.8,NA,22,,NA,NA,35,NA,-7,NA,Aquatic
4261,Spheniscus mendiculus,Spheniscidae,5436,IJA,,1436,Sphenisciformes,Spheniscidae,Spheniscus,mendiculus,D,A,400,NA,400,,42,NA,90,B,68,NA,7.3,NA,7.3,,18.3,B,21.1,NA,20.8,,NA,NA,34,NA,-11,NA,Aquatic
4262,Gavia sp,,NA,IJA,unk,1436,Gaviiformes,Gaviidae,Gavia,sp,U,A,700,NA,610,,46,NA,340,,72,NA,11.3,NA,11.3,,21.8,B,26.6,NA,25.6,,3145.4,NA,43,NA,4,NA,Aquatic
4263,Gavia stellata,Gaviidae,5440,IJA,,1436,Gaviiformes,Gaviidae,Gavia,stellata,R,A,620,NA,520,,36,NA,285,,68,NA,8.8,NA,8.8,,16.4,,19.8,NA,18.8,,1824.7,NA,45,NA,-99,NA,Aquatic
4264,Gavia stellata,Gaviidae,5440,IJA,,1436,Gaviiformes,Gaviidae,Gavia,stellata,X,B,400,NA,340,,36,NA,200,,60,NA,10.8,NA,10.4,,15.8,B,20.5,NA,18.4,,NA,NA,54,NA,-13,NA,Aquatic
4265,Gavia immer,Gaviidae,5446,IJA,,1436,Gaviiformes,Gaviidae,Gavia,immer,G,M,700,NA,625,B,50,NA,350,B,82,NA,11.6,NA,11,A,21,A,26,NA,25.6,A,3439.8,NA,43,NA,-1,NA,Aquatic
4266,Gavia immer,Gaviidae,5446,IJA,,1436,Gaviiformes,Gaviidae,Gavia,immer,T,A,780,NA,680,,54,NA,365,,86,NA,12.1,NA,12.1,,24.8,B,28,NA,26.4,,3915.4,NA,44,NA,7,NA,Aquatic
4267,Gavia immer,Gaviidae,5446,IJA,,1436,Gaviiformes,Gaviidae,Gavia,immer,U,A,780,NA,680,,52,NA,370,,87,NA,13,NA,13,,23.8,B,27.3,NA,26.3,,4083.3,NA,48,NA,1,NA,Aquatic
4343,Tachybaptus ruficollis,Podicipedidae,5000,IJA,,1437,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,R,A,230,NA,195,,18,NA,102,B,21,NA,5.2,NA,5.2,,8.8,B,10.9,NA,10.4,,181.9,NA,48,NA,-178,NA,Aquatic
4344,Tachybaptus ruficollis,Podicipedidae,5000,IJA,,1437,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,D,B,162,NA,162,,17,NA,35,,16,NA,5.2,NA,5.2,,7.8,,10,NA,10,,NA,NA,52,NA,-166,NA,Aquatic
4345,Tachybaptus novaehollandiae,Podicipedidae,5001,IJA,,1437,Podicipediformes,Podicipedidae,Tachybaptus,novaehollandiae,U,A,230,NA,210,,19,NA,100,,22,NA,5.6,NA,5.6,,8.6,,11.2,NA,11.1,,172.1,NA,50,NA,-175,NA,Aquatic
4346,Tachybaptus pelzelnii,Podicipedidae,5003,IJA,,1437,Podicipediformes,Podicipedidae,Tachybaptus,pelzelni,U,A,222,NA,190,,18,NA,91,,23,NA,5.4,NA,5.4,,8.8,,11.1,NA,10.9,,132.3,NA,49,NA,-155,NA,Aquatic
4347,Podilymbus podiceps,Podicipedidae,5005,IJA,,1437,Podicipediformes,Podicipedidae,Podilymbus,podiceps,D,B,74,NA,74,,14,NA,13,,6,NA,2.8,NA,2.8,,7.1,,8.5,NA,8,,NA,NA,33,NA,-43,NA,Aquatic
4348,Podilymbus podiceps,Podicipedidae,5005,IJA,,1437,Podicipediformes,Podicipedidae,Podilymbus,podiceps,D,B,85,NA,85,,13,NA,13,,6,NA,3.6,NA,3.6,,7.2,,8.6,NA,8.4,,NA,NA,42,NA,-76,NA,Aquatic
4349,Podilymbus podiceps,Podicipedidae,5005,IJA,,1437,Podicipediformes,Podicipedidae,Podilymbus,podiceps,D,B,84,NA,84,,14,NA,13,,7,NA,3.6,NA,3.6,B,7.3,B,8.3,NA,8.3,B,NA,NA,43,NA,-78,NA,Aquatic
4350,Podilymbus podiceps,Podicipedidae,5005,IJA,,1437,Podicipediformes,Podicipedidae,Podilymbus,podiceps,D,A,316,NA,270,,26,NA,135,,21,NA,6.7,NA,6.7,,11.7,,14.1,NA,13.7,,397.9,NA,48,NA,-136,NA,Aquatic
4351,Rollandia rolland,Podicipedidae,4998,IJA,,1437,Podicipediformes,Podicipedidae,Rollandia,rolland,R,A,300,NA,265,,21,NA,118,,24,NA,5.7,NA,5.7,,9.1,,11.9,NA,11.5,,273.3,NA,48,NA,-205,NA,Aquatic
4352,Podiceps major,Podicipedidae,5009,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,major,R,A,285,NA,242,,19,NA,127,,26,NA,6.2,NA,6.2,,9.3,,11.4,NA,11.4,,335.5,NA,54,NA,-194,NA,Aquatic
4353,Poliocephalus poliocephalus,Podicipedidae,5007,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,poliocephalus,U,A,270,NA,245,,18,NA,110,,22,NA,5.3,NA,5.3,,8.7,,10.9,NA,10.7,,224.6,NA,49,NA,-224,NA,Aquatic
4354,Tachybaptus dominicus,Podicipedidae,5004,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,dominicus,W,A,190,NA,180,,18,NA,86,,19,NA,5.5,NA,5.5,,9,,10.8,NA,10.6,,113,NA,51,NA,-159,NA,Aquatic
4355,Podiceps cristatus,Podicipedidae,5012,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,cristatus,Q,E,600,NA,540,,32,NA,270,,60,NA,8.7,NA,8.7,,15,B,18.5,NA,18.1,,2753.7,NA,47,NA,-131,NA,Aquatic
4356,Podiceps cristatus,Podicipedidae,5012,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,cristatus,U,A,475,NA,460,,26,NA,180,,58,NA,6.1,NA,6.1,,12.2,,15.4,NA,15.2,,888.1,NA,39,NA,-180,NA,Aquatic
4357,Podiceps auritus,Podicipedidae,5013,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,auritus,T,A,310,NA,278,,22,NA,138,,26,NA,6.4,NA,6.4,,11,,14.2,NA,13.8,,423,NA,45,NA,-135,NA,Aquatic
4358,Podiceps auritus,Podicipedidae,5013,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,auritus,T,A,325,NA,274,,22,NA,148,,24,NA,5.8,NA,5.8,,11,B,14.3,NA,13.7,,414.3,NA,41,NA,-134,NA,Aquatic
4359,Podiceps nigricollis,Podicipedidae,5015,IJA,,1437,Podicipediformes,Podicipedidae,Podiceps,nigricollis,W,A,275,NA,235,,19,NA,127,,25,NA,5.8,NA,5.8,,9.1,,11.1,NA,10.8,,335.5,NA,52,NA,-206,NA,Aquatic
4171,Diomedea sp,,NA,IJA,unk,1438,Procellariiformes,Diomedeidae,Diomedea,sp,U,A,900,NA,770,,78,NA,630,,165,NA,14.8,NA,14.5,B,24.8,B,31.3,NA,29.8,B,6250.4,NA,48,NA,51,NA,Aquatic
4172,Diomedea sp,,NA,IJA,unk,1438,Procellariiformes,Diomedeidae,Diomedea,sp,U,A,840,NA,605,,70,NA,540,,135,NA,14.2,NA,14.2,,25.6,,29,NA,28,,3493.6,NA,49,NA,64,NA,Aquatic
