enter_order,species_jetz,family_jetz,tax_jetz,obs,flag,page_ritland,order_ritland,family_ritland,genus_ritland,species_ritland,O,S,OAL,OAL_LET,HBL,HBL_LET,HW,HW_LET,WING,WING_LET,BILL,BILL_LET,CD1,CD1_LET,CD2,CD2_LET,AD,AD_LET,TD1,TD1_LET,TD2,TD2_LET,WEIGHT,WEIGHT_LET,CT,CT_LET,EYED,EYED_LET,group
204,Aprosmictus erythropterus,Psittacidae,2048,KP,,1499,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,D,B,100,NA,95,NA,15,NA,26,NA,9,NA,4.3,NA,4.3,NA,8.2,NA,9.4,NA,9.3,NA,NA,NA,45,NA,-59,NA,Terrestrial
205,Aprosmictus erythropterus,Psittacidae,2048,KP,,1499,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,D,B,108,NA,105,NA,15,NA,22,NA,10,NA,3.8,NA,3.8,NA,7.2,NA,9.2,NA,8.8,NA,NA,NA,42,NA,-104,NA,Terrestrial
206,Aprosmictus erythropterus,Psittacidae,2048,KP,,1499,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,Q,A,300,NA,150,NA,25,NA,190,NA,17,NA,6.3,NA,6.3,NA,10.5,NA,12.7,NA,12.4,NA,227.2,NA,50,NA,-46,NA,Terrestrial
309,Barnardius zonarius,Psittacidae,2056,KP,,1499,Psittaciformes,Psittacidae,Barnardius,zonarius,D,A,330,NA,142,NA,27,NA,150,NA,19,NA,6.5,NA,6.5,NA,10.3,B,12.8,NA,12.8,NA,125.6,NA,50,NA,-18,NA,Terrestrial
310,Barnardius zonarius,Psittacidae,2056,KP,,1499,Psittaciformes,Psittacidae,Barnardius,zonarius,D,A,330,NA,145,NA,26,NA,148,NA,20,NA,6.4,NA,6.4,NA,10.7,NA,12.7,NA,12.7,NA,121.5,NA,50,NA,-25,NA,Terrestrial
957,Cyanoramphus unicolor,Psittacidae,2074,KP,,1499,Psittaciformes,Psittacidae,Cyanoramphus,unicolor,Q,A,320,NA,150,NA,29,NA,147,NA,23,NA,6.1,NA,6.1,NA,9.3,NA,11.5,NA,10.7,NA,119.4,NA,54,NA,-88,NA,Terrestrial
1254,Eunymphicus cornutus,Psittacidae,2080,KP,,1499,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Q,A,340,NA,155,NA,27,NA,167,NA,22,NA,6.7,NA,6.7,NA,11.5,NA,13.2,NA,12.7,NA,164.4,NA,51,NA,-32,NA,Terrestrial
2245,Neopsephotus bourkii,Psittacidae,2081,KP,,1499,Psittaciformes,Psittacidae,Neophema,bourkii,D,A,205,NA,86,NA,18,NA,105,NA,11,NA,4.7,NA,4.7,NA,7.7,NA,9.8,NA,9.3,NA,51.4,NA,49,NA,-10,NA,Terrestrial
2246,Neopsephotus bourkii,Psittacidae,2081,KP,,1499,Psittaciformes,Psittacidae,Neophema,bourkii,D,A,195,NA,85,NA,18,NA,95,NA,11,NA,4.7,NA,4.7,NA,7.3,B,9.5,NA,9.5,B,40,NA,49,NA,-8,NA,Terrestrial
2247,Neopsephotus bourkii,Psittacidae,2081,KP,,1499,Psittaciformes,Psittacidae,Neophema,bourkii,D,B,85,NA,75,NA,15,NA,40,NA,8,NA,3.3,NA,3.3,NA,5.8,NA,7.4,NA,7.2,NA,NA,NA,45,NA,-91,NA,Terrestrial
2248,Neopsephotus bourkii,Psittacidae,2081,KP,,1499,Psittaciformes,Psittacidae,Neophema,bourkii,D,B,88,NA,75,NA,15,NA,42,NA,9,NA,3.4,NA,3.4,NA,5.7,NA,8,NA,7.6,NA,NA,NA,43,NA,-58,NA,Terrestrial
2736,Platycercus adscitus,Psittacidae,2065,KP,,1499,Psittaciformes,Psittacidae,Platycercus,adscitus,Q,A,300,NA,125,NA,22,NA,156,NA,16,NA,5.2,NA,5.2,NA,9.6,NA,11,NA,10.8,NA,138.6,NA,47,NA,-57,NA,Terrestrial
2799,Polytelis alexandrae,Psittacidae,2054,KP,,1499,Psittaciformes,Psittacidae,Polytelis,alexandrae,D,A,340,NA,128,NA,22,NA,178,NA,15,NA,5.3,NA,5.3,NA,8.3,NA,11.4,NA,10.8,NA,192.9,NA,47,NA,-59,NA,Terrestrial
2800,Polytelis alexandrae,Psittacidae,2054,KP,,1499,Psittaciformes,Psittacidae,Polytelis,alexandrae,D,A,290,NA,125,NA,23,NA,182,NA,16,NA,5.3,NA,5.3,NA,9,NA,11.1,NA,10,NA,204,NA,50,NA,-72,NA,Terrestrial
2846,Prosopeia tabuensis,Psittacidae,2043,KP,,1499,Psittaciformes,Psittacidae,Prosopeia,tabuensis,R,A,425,NA,210,NA,35,NA,235,NA,34,NA,7.8,NA,7.8,NA,13.1,NA,15.2,NA,15,NA,386.9,NA,51,NA,-29,NA,Terrestrial
2874,Psephotus haematonotus,Psittacidae,2069,KP,,1499,Psittaciformes,Psittacidae,Psephotus,haematonotus,D,A,225,NA,91,NA,20,NA,127,NA,14,NA,4.4,NA,4.4,NA,8.4,NA,10.4,NA,10,NA,82.8,NA,43,NA,10,NA,Terrestrial
2875,Psephotus haematonotus,Psittacidae,2069,KP,,1499,Psittaciformes,Psittacidae,Psephotus,haematonotus,D,B,125,NA,92,NA,17,NA,52,NA,9,NA,4.2,NA,4.2,NA,7,NA,9,NA,8.7,NA,NA,NA,47,NA,-73,NA,Terrestrial
2950,Purpureicephalus spurius,Psittacidae,2055,KP,,1499,Psittaciformes,Psittacidae,Purpureicephalus,spurius,Q,A,285,NA,140,NA,25,NA,165,NA,25,NA,6,NA,6,NA,10.6,NA,12.9,NA,12.8,NA,159.5,NA,46,NA,0,NA,Terrestrial
49,Agapornis canus,Psittacidae,2111,KP,,1500,Psittaciformes,Psittacidae,Agapornis,cana,U,A,135,NA,80,NA,17,NA,92,NA,12,NA,3.4,NA,3.4,NA,5.5,NA,7.2,NA,7.2,NA,36.9,NA,47,NA,-102,NA,Terrestrial
50,Agapornis fischeri,Psittacidae,2116,KP,,1500,Psittaciformes,Psittacidae,Agapornis,fischeri,D,A,147,NA,95,NA,20,NA,93,NA,18,NA,4.4,NA,4.4,NA,7.5,NA,8.9,NA,8.8,NA,37.9,NA,49,NA,-51,NA,Terrestrial
51,Agapornis fischeri,Psittacidae,2116,KP,,1500,Psittaciformes,Psittacidae,Agapornis,fischeri,D,A,145,NA,95,NA,19,NA,90,NA,18,NA,4.5,NA,4.5,NA,7.6,NA,8.9,NA,8.8,NA,34.9,NA,50,NA,-51,NA,Terrestrial
147,Anodorhynchus hyacinthinus,Psittacidae,2149,KP,,1500,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,R,A,910,NA,330,NA,70,NA,425,NA,90,NA,10.1,NA,10.1,NA,16.8,NA,19.8,NA,19.8,NA,1706.7,NA,51,NA,24,NA,Terrestrial
230,Ara ararauna,Psittacidae,2153,KP,,1500,Psittaciformes,Psittacidae,Ara,ararauna,D,A,610,NA,275,NA,51,NA,392,NA,67,NA,8.8,NA,8.5,NA,15.8,NA,19.1,NA,19,NA,1393.9,NA,45,NA,35,NA,Terrestrial
812,Coracopsis vasa,Psittacidae,2095,KP,,1500,Psittaciformes,Psittacidae,Coracopsis,vasa,Q,A,440,NA,240,NA,40,NA,305,NA,32,NA,8.5,NA,8.5,NA,14.6,NA,17.7,NA,17.3,NA,743.5,NA,48,NA,0,NA,Terrestrial
1765,Lathamus discolor,Psittacidae,2088,KP,,1500,Psittaciformes,Psittacidae,Lathamus,discolor,Q,A,205,NA,105,NA,19,NA,118,NA,14,NA,5,NA,5,NA,8.3,NA,9.8,NA,9.7,NA,68.9,NA,51,NA,-57,NA,Terrestrial
1766,Lathamus discolor,Psittacidae,2088,KP,,1500,Psittaciformes,Psittacidae,Lathamus,discolor,Q,A,205,NA,105,NA,20,NA,122,NA,12,NA,4.8,NA,4.8,NA,7.8,NA,10,NA,9.4,NA,74.9,NA,49,NA,-65,NA,Terrestrial
1846,Loriculus beryllinus,Psittacidae,2121,KP,,1500,Psittaciformes,Psittacidae,Loriculus,beryllinus,R,A,136,NA,83,NA,19,NA,89,NA,12,NA,4.3,NA,4.3,NA,6.8,B,9.3,NA,8.8,NA,34,NA,47,NA,-16,NA,Terrestrial
1994,Melopsittacus undulatus,Psittacidae,2089,KP,,1500,Psittaciformes,Psittacidae,Helopsittacus,undulatos,E,A,200,NA,85,NA,17,NA,103,NA,10,NA,3.4,NA,3.4,NA,6.9,NA,7.5,NA,7.5,NA,49,NA,45,NA,-114,NA,Terrestrial
2243,Neophema splendida,Psittacidae,2087,KP,,1500,Psittaciformes,Psittacidae,Neophema,splendida,D,A,200,NA,85,NA,17,NA,115,NA,11,NA,4.3,NA,4.3,NA,6.8,NA,9.5,NA,9.4,NA,64.6,NA,45,NA,-10,NA,Terrestrial
2244,Neophema splendida,Psittacidae,2087,KP,,1500,Psittaciformes,Psittacidae,Neophema,splendida,D,A,175,NA,84,NA,17,NA,100,NA,10,NA,4.4,NA,4.4,NA,6.8,B,9.3,NA,9.1,B,45.5,NA,47,NA,-22,NA,Terrestrial
2528,Pezoporus wallicus,Psittacidae,2090,KP,,1500,Psittaciformes,Psittacidae,Pezoporus,wallicus,U,A,325,NA,126,NA,20,NA,130,B,14,NA,5.4,NA,5.4,NA,11,B,12.6,NA,12.6,B,87.8,NA,42,NA,-1,NA,Terrestrial
2784,Poicephalus meyeri,Psittacidae,2106,KP,,1500,Psittaciformes,Psittacidae,Poicephalus,meyeri,D,A,215,NA,137,NA,27,NA,145,NA,23,NA,6.9,NA,6.9,NA,10.7,NA,13,NA,12.8,NA,115.4,NA,53,NA,4,NA,Terrestrial
2785,Poicephalus meyeri,Psittacidae,2106,KP,,1500,Psittaciformes,Psittacidae,Poicephalus,meyeri,D,A,215,NA,140,NA,28,NA,150,NA,22,NA,6.6,NA,6.6,NA,10.7,NA,12.8,NA,12.8,NA,125.6,NA,51,NA,-8,NA,Terrestrial
2786,Poicephalus senegalus,Psittacidae,2104,KP,,1500,Psittaciformes,Psittacidae,Poicephalus,senegalus,D,A,215,NA,135,NA,31,NA,155,NA,23,NA,6.9,NA,6.9,NA,10.7,NA,13.6,NA,13.3,NA,136.4,NA,51,NA,26,NA,Terrestrial
2896,Psittacula himalayana,Psittacidae,2138,KP,,1500,Psittaciformes,Psittacidae,Psittacula,himalayana,D,A,260,NA,140,NA,25,NA,155,NA,22,NA,5.5,NA,5.5,NA,9.6,NA,12.5,NA,12.5,NA,136.4,NA,44,NA,-18,NA,Terrestrial
2897,Psittacula krameri,Psittacidae,2134,KP,,1500,Psittaciformes,Psittacidae,Psittacula,krameri,D,A,280,NA,140,NA,25,NA,135,NA,23,NA,5.6,NA,5.6,NA,9.8,NA,11.8,NA,11.8,NA,96.5,NA,47,NA,-41,NA,Terrestrial
2898,Psittacula longicauda,Psittacidae,2148,KP,,1500,Psittaciformes,Psittacidae,Psittacula,longicauda,Q,A,245,NA,150,NA,27,NA,145,NA,25,NA,6.5,NA,6.5,NA,10.3,NA,12.6,NA,12.3,NA,115.4,NA,52,NA,-34,NA,Terrestrial
2899,Psittacus erithacus,Psittacidae,2097,KP,,1500,Psittaciformes,Psittacidae,Psittacus,erithacus,D,A,325,NA,200,NA,40,NA,230,NA,37,NA,8.1,NA,8.1,NA,13.2,NA,16,NA,15.8,NA,366.6,NA,50,NA,9,NA,Terrestrial
231,Ara militaris,Psittacidae,2155,KP,,1501,Psittaciformes,Psittacidae,Ara,militaris,R,A,700,NA,270,NA,55,NA,305,NA,60,NA,8.8,NA,8.8,A,16,A,19.3,NA,19.2,A,NA,NA,45,NA,38,NA,Terrestrial
232,Ara severus,Psittacidae,2163,KP,,1501,Psittaciformes,Psittacidae,Ara,severa,U,A,0,NA,210,NA,42,NA,230,B,38,NA,7.5,NA,7.5,NA,12,B,16.5,NA,16.5,NA,366.6,NA,45,NA,13,NA,Terrestrial
237,Aratinga leucophthalma,Psittacidae,2181,KP,,1501,Psittaciformes,Psittacidae,Aratinga,leucophthalmus,D,A,305,NA,157,NA,31,NA,165,NA,25,NA,6.4,NA,6.4,NA,10.6,NA,12.9,NA,12.7,NA,159.5,NA,50,NA,-35,NA,Terrestrial
238,Aratinga leucophthalma,Psittacidae,2181,KP,,1501,Psittaciformes,Psittacidae,Aratinga,leucophthalmus,D,A,325,NA,156,NA,31,NA,175,NA,28,NA,6.4,NA,6.4,NA,11.2,NA,13.6,NA,13.4,NA,184.9,NA,47,NA,-5,NA,Terrestrial
239,Aratinga pertinax,Psittacidae,2192,KP,,1501,Psittaciformes,Psittacidae,Aratinga,pertinax,U,A,215,NA,112,NA,23,NA,110,NA,20,NA,5.3,NA,5.3,NA,9.4,NA,11,NA,10.8,NA,57.8,NA,48,NA,-11,NA,Terrestrial
336,Bolborhynchus lineola,Psittacidae,2229,KP,,1501,Psittaciformes,Psittacidae,Bolborhynchus,lineola,R,A,162,NA,95,NA,19,NA,101,NA,12,NA,5,NA,5,NA,7.7,NA,9.3,NA,9.2,NA,46.6,NA,54,NA,-53,NA,Terrestrial
953,Cyanoliseus patagonus,Psittacidae,2203,KP,,1501,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,R,A,395,NA,175,NA,33,NA,225,NA,29,NA,7,NA,7,NA,11.4,NA,13.4,NA,12.8,NA,347,NA,53,NA,-49,NA,Terrestrial
1187,Enicognathus ferrugineus,Psittacidae,2224,KP,,1501,Psittaciformes,Psittacidae,Enicognathus,ferrugineus,R,A,320,NA,148,NA,29,NA,192,NA,20,NA,6,NA,6,NA,10.4,NA,13.2,NA,13,NA,233.2,NA,45,NA,-18,NA,Terrestrial
1322,Forpus passerinus,Psittacidae,2233,KP,,1501,Psittaciformes,Psittacidae,Forpus,passerinus,T,A,125,NA,81,NA,16,NA,85,NA,12,NA,3.8,NA,3.8,NA,6.3,NA,7.5,NA,7.3,NA,30.3,NA,51,NA,-95,NA,Terrestrial
2168,Myiopsitta monachus,Psittacidae,2226,KP,,1501,Psittaciformes,Psittacidae,Myiopsitta,monachus,R,A,203,NA,130,NA,23,NA,148,NA,16,NA,5.4,NA,5.4,NA,8.7,NA,10.2,NA,10.2,NA,121.5,NA,52,NA,-97,NA,Terrestrial
2208,Nandayus nenday,Psittacidae,2194,KP,,1501,Psittaciformes,Psittacidae,Nandayus,nenday,U,A,355,NA,140,NA,28,NA,185,NA,26,NA,5.1,NA,5.1,NA,9.9,NA,11.8,NA,11.5,NA,212.5,NA,43,NA,-40,NA,Terrestrial
2985,Pyrrhura leucotis,Psittacidae,2212,KP,,1501,Psittaciformes,Psittacidae,Pyrrhura,leucotis,D,A,220,NA,102,NA,21,NA,118,B,15,NA,4.6,NA,4.6,NA,7.4,NA,9.4,NA,9.3,NA,68.9,NA,49,NA,-62,NA,Terrestrial
2986,Pyrrhura molinae,Psittacidae,2210,KP,,1501,Psittaciformes,Psittacidae,Pyrrhura,molinae,D,A,260,NA,110,NA,22,NA,128,NA,17,NA,4.8,NA,4.8,NA,8,B,10.2,NA,10.1,NA,84.4,NA,47,NA,-45,NA,Terrestrial
2987,Pyrrhura molinae,Psittacidae,2210,KP,,1501,Psittaciformes,Psittacidae,Pyrrhura,molinae,D,A,255,NA,110,NA,23,NA,138,NA,17,NA,4.7,NA,4.7,NA,8.5,NA,10.5,NA,10.2,NA,102,NA,45,NA,-37,NA,Terrestrial
3075,Rhynchopsitta pachyrhyncha,Psittacidae,2198,KP,,1501,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,D,A,410,NA,210,NA,42,NA,270,NA,42,NA,7.2,NA,7.2,NA,11.3,NA,14,NA,13.7,NA,547.8,NA,51,NA,-57,NA,Terrestrial
116,Amazona albifrons,Psittacidae,2282,KP,,1502,Psittaciformes,Psittacidae,Amazona,albifrons,U,A,275,NA,160,NA,31,NA,190,NA,26,NA,6.8,NA,6.8,NA,12.2,NA,14.3,NA,14.1,NA,227.2,NA,47,NA,5,NA,Terrestrial
117,Amazona imperialis,Psittacidae,2310,KP,,1502,Psittaciformes,Psittacidae,Amazona,imperialis,U,A,425,NA,240,NA,42,NA,280,NA,38,NA,8.4,NA,8.4,NA,14.1,NA,17.2,NA,16.6,NA,600.1,NA,49,NA,-10,NA,Terrestrial
118,Amazona ochrocephala,Psittacidae,2300,KP,,1502,Psittaciformes,Psittacidae,Amazona,ochrocephala,R,A,355,NA,230,NA,38,NA,225,E,34,NA,9.4,NA,9.4,NA,15.3,NA,17.7,NA,17.6,NA,347,NA,53,NA,15,NA,Terrestrial
360,Brotogeris versicolurus,Psittacidae,2240,KP,,1502,Psittaciformes,Psittacidae,Brotogeris,versicolurus,D,A,212,NA,112,NA,21,NA,117,NA,16,NA,4.3,NA,4.3,NA,8.1,NA,9.8,NA,9.6,NA,67.4,NA,44,NA,-74,NA,Terrestrial
361,Brotogeris versicolurus,Psittacidae,2240,KP,,1502,Psittaciformes,Psittacidae,Brotogeris,versicolurus,D,A,215,NA,112,NA,21,NA,120,NA,17,NA,4.2,NA,4.2,NA,8.5,NA,10.3,NA,10.2,NA,71.8,NA,40,NA,-47,NA,Terrestrial
863,Corythaeola cristata,Musophagidae,2853,KP,,1502,Cuculiformes,Musophagidae,Corythaeola,cristata,Q,A,685,NA,310,NA,36,NA,310,NA,38,NA,9.7,NA,9.7,NA,15.4,E,20.2,NA,20,NA,596.8,NA,48,NA,6,NA,Terrestrial
898,Crinifer piscator,Musophagidae,2851,KP,,1502,Cuculiformes,Musophagidae,Crinifer,piscator,Q,A,0,NA,220,NA,30,NA,232,NA,28,NA,8.8,NA,8.8,NA,15,NA,18.3,NA,17.9,NA,382,NA,48,NA,30,NA,Terrestrial
1035,Deroptyus accipitrinus,Psittacidae,2311,KP,,1502,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Q,F,340,NA,168,NA,38,NA,213,NA,30,NA,7.8,NA,7.8,NA,13.2,NA,16.8,NA,16.1,NA,302.5,NA,47,NA,62,NA,Terrestrial
1494,Graydidascalus brachyurus,Psittacidae,2271,KP,,1502,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,U,A,235,NA,165,NA,30,NA,160,NA,26,NA,6.1,NA,6.1,NA,11.6,NA,13,NA,12.8,NA,147.7,NA,47,NA,-44,NA,Terrestrial
2685,Pionites melanocephalus,Psittacidae,2257,KP,,1502,Psittaciformes,Psittacidae,Pionites,melanocephala,R,A,155,NA,137,NA,30,NA,140,NA,25,NA,7.1,NA,7.1,NA,11.8,NA,14.4,NA,13.8,NA,105.7,NA,50,NA,47,NA,Terrestrial
2686,Pionopsitta pileata,Psittacidae,2259,KP,,1502,Psittaciformes,Psittacidae,Pionopsitta,pileata,U,A,225,NA,142,NA,23,NA,142,NA,18,NA,5.3,NA,5.3,NA,9.8,NA,11.6,NA,11.5,NA,109.5,NA,45,NA,-65,NA,Terrestrial
2687,Pionus chalcopterus,Psittacidae,2277,KP,,1502,Psittaciformes,Psittacidae,Pionus,chalcopterus,U,A,265,NA,170,NA,32,NA,188,NA,26,NA,7.7,NA,7.7,NA,12.8,NA,15.8,NA,15.7,NA,221.2,NA,48,NA,33,NA,Terrestrial
2688,Pionus menstruus,Psittacidae,2272,KP,,1502,Psittaciformes,Psittacidae,Pionus,menstruus,D,A,260,NA,170,NA,33,NA,180,NA,24,NA,7.5,NA,7.5,NA,12.5,B,16.4,NA,15.2,NA,198.4,NA,47,NA,31,NA,Terrestrial
3261,Strigops habroptila,Psittacidae,2092,KP,,1502,Psittaciformes,Psittacidae,Strigops,habroptilus,Q,A,550,NA,320,NA,57,NA,270,NA,37,NA,8.8,NA,8.8,NA,13.4,NA,15.5,NA,15.3,NA,1613.7,NA,57,NA,-116,NA,Terrestrial
3262,Strigops habroptila,Psittacidae,2092,KP,,1502,Psittaciformes,Psittacidae,Strigops,habroptilus,Q,A,565,NA,320,NA,56,NA,278,NA,40,NA,9.2,NA,9.2,NA,13.5,NA,15.6,NA,15.2,NA,1736.8,NA,59,NA,-114,NA,Terrestrial
3510,Triclaria malachitacea,Psittacidae,2312,KP,,1502,Psittaciformes,Psittacidae,Triclaria,malachitacea,Q,A,276,NA,155,NA,26,NA,147,NA,25,NA,7.1,NA,7.1,NA,11.6,NA,13.6,NA,13.3,NA,119.4,NA,52,NA,-10,NA,Terrestrial
669,Clamator glandarius,Cuculidae,1734,KP,,1503,Cuculiformes,Cuculidae,Clamator,glandarius,R,A,360,NA,150,NA,24,NA,191,NA,21,NA,6.9,NA,6.9,NA,12.5,NA,14.8,NA,14.2,NA,123,NA,47,NA,23,NA,Terrestrial
670,Clamator jacobinus,Cuculidae,1728,KP,,1503,Cuculiformes,Cuculidae,Clamator,jacobinus,Q,A,315,NA,130,NA,21,NA,152,NA,23,NA,5.8,NA,5.8,NA,9.5,B,13.1,NA,12.5,NA,67.9,NA,45,NA,16,NA,Terrestrial
864,Corythaixoides concolor,Musophagidae,2848,KP,,1503,Cuculiformes,Musophagidae,Corythaixoides,concolor,S,A,470,NA,198,NA,28,NA,213,NA,23,NA,7.6,NA,7.6,NA,13.3,NA,16.7,NA,16.5,NA,334.9,NA,45,NA,12,NA,Terrestrial
865,Corythaixoides concolor,Musophagidae,2848,KP,,1503,Cuculiformes,Musophagidae,Corythaixoides,concolor,Q,A,460,NA,203,NA,27,NA,217,NA,24,NA,7.9,NA,7.9,NA,13.3,NA,15.8,NA,15.6,NA,344.6,NA,50,NA,-16,NA,Terrestrial
866,Corythaixoides leucogaster,Musophagidae,2850,KP,,1503,Cuculiformes,Musophagidae,Corythaixoides,leucogaster,U,A,480,NA,210,NA,27,NA,215,NA,26,NA,7.3,NA,7.3,NA,13.3,B,18.7,NA,16,NA,339.8,NA,44,NA,-4,NA,Terrestrial
867,Corythaixoides personatus,Musophagidae,2849,KP,,1503,Cuculiformes,Musophagidae,Corythaixoides,personata,T,A,520,NA,210,NA,29,NA,230,NA,24,NA,8,NA,8,NA,13.4,NA,16.3,NA,16.1,NA,376.9,NA,49,NA,-11,NA,Terrestrial
899,Crinifer piscator,Musophagidae,2851,KP,,1503,Cuculiformes,Musophagidae,Crinifer,piscator,R,M,0,NA,235,NA,33,NA,234,NA,27,NA,9.2,NA,9.2,NA,15.6,NA,18.8,NA,18.8,NA,387.1,NA,48,NA,30,NA,Terrestrial
919,Cuculus sparverioides,Cuculidae,1737,KP,,1503,Cuculiformes,Cuculidae,Cuculus,sparverioides,U,A,360,NA,180,B,0,NA,210,B,22,NA,7.2,NA,7.2,NA,14.2,NA,17.3,NA,17.2,NA,157.4,NA,41,NA,83,NA,Terrestrial
920,Cuculus varius,Cuculidae,1738,KP,,1503,Cuculiformes,Cuculidae,Cuculus,varius,Q,A,300,NA,130,NA,22,NA,200,B,23,NA,7.9,NA,7.9,NA,13.4,NA,16.8,NA,15.8,NA,138.7,NA,48,NA,121,NA,Terrestrial
2119,Musophaga rossae,Musophagidae,2846,KP,,1503,Cuculiformes,Musophagidae,Musophaga,rossae,S,A,0,NA,245,NA,29,NA,220,NA,23,NA,7.7,NA,7.7,NA,14.9,NA,17.9,NA,17.6,NA,352,NA,43,NA,-7,NA,Terrestrial
2120,Musophaga violacea,Musophagidae,2845,KP,,1503,Cuculiformes,Musophagidae,Musophaga,violacea,Q,A,435,NA,215,NA,28,NA,215,NA,29,NA,8.4,NA,8.4,NA,13.8,NA,17.4,NA,16.9,NA,339.8,NA,48,NA,13,NA,Terrestrial
3354,Tauraco corythaix,Musophagidae,2835,KP,,1503,Cuculiformes,Musophagidae,Tauraco,corythaix,R,A,450,NA,210,NA,18,NA,190,NA,18,NA,8.6,NA,8.6,NA,13.3,NA,17.2,NA,16.8,NA,280.9,NA,50,NA,3,NA,Terrestrial
3355,Tauraco corythaix,Musophagidae,2835,KP,,1503,Cuculiformes,Musophagidae,Tauraco,corythaix,R,A,390,NA,215,NA,26,NA,158,NA,25,NA,9.3,NA,9.3,NA,13.6,NA,17,NA,16.9,NA,211.5,NA,54,NA,4,NA,Terrestrial
3356,Tauraco erythrolophus,Musophagidae,2837,KP,,1503,Cuculiformes,Musophagidae,Tauraco,erythrolophus,T,A,390,NA,190,NA,26,NA,165,NA,25,NA,7.2,NA,7.2,NA,13.3,B,16,NA,15.8,NA,226.1,NA,45,NA,6,NA,Terrestrial
3357,Tauraco hartlaubi,Musophagidae,2841,KP,,1503,Cuculiformes,Musophagidae,Tauraco,hartlaubi,U,A,400,NA,195,NA,26,NA,170,NA,25,NA,8,NA,8,NA,12.8,B,17,NA,16.6,NA,236.7,NA,47,NA,24,NA,Terrestrial
3358,Tauraco hartlaubi,Musophagidae,2841,KP,,1503,Cuculiformes,Musophagidae,Tauraco,hartlaubi,T,A,400,NA,200,NA,25,NA,175,NA,21,NA,7.2,NA,7.2,B,13.3,B,16.5,NA,14.8,B,247.5,NA,46,NA,-18,NA,Terrestrial
3359,Tauraco leucotis,Musophagidae,2839,KP,,1503,Cuculiformes,Musophagidae,Tauraco,leucotis,U,A,410,NA,200,NA,26,NA,175,NA,25,NA,8.7,NA,8.7,NA,14.5,NA,16.8,NA,16.8,NA,247.5,NA,51,NA,17,NA,Terrestrial
3360,Tauraco leucotis,Musophagidae,2839,KP,,1503,Cuculiformes,Musophagidae,Tauraco,leucotis,U,A,410,NA,205,NA,25,NA,175,NA,23,NA,7.8,NA,7.8,NA,11.8,E,15.3,NA,14.7,NA,247.5,NA,52,NA,-39,NA,Terrestrial
3361,Tauraco macrorhynchus,Musophagidae,2838,KP,,1503,Cuculiformes,Musophagidae,Tauraco,macrorhynchus,Q,A,420,NA,187,NA,24,NA,175,NA,24,NA,7.8,NA,7.8,NA,12.6,NA,15.7,NA,15.3,NA,247.5,NA,50,NA,-1,NA,Terrestrial
3362,Tauraco porphyreolophus,Musophagidae,2844,KP,,1503,Cuculiformes,Musophagidae,Tauraco,porphyreolophus,U,A,0,NA,186,NA,27,NA,210,NA,24,NA,7.8,NA,7.8,NA,13.3,NA,16.2,NA,16,NA,327.7,NA,48,NA,16,NA,Terrestrial
394,Cacomantis castaneiventris,Cuculidae,1762,KP,,1504,Cuculiformes,Cuculidae,Cacomantis,castaneiventris,U,A,195,NA,91,NA,17,NA,105,NA,19,NA,6.8,NA,6.8,NA,9.5,NA,12.8,NA,12.8,NA,25.9,NA,52,NA,131,NA,Terrestrial
395,Cacomantis flabelliformis,Cuculidae,1764,KP,,1504,Cuculiformes,Cuculidae,Cacomantis,pyrrhophanus,R,A,240,NA,102,NA,18,NA,131,NA,16,NA,7,NA,7,NA,11,NA,13.4,NA,13.4,NA,46.1,NA,51,NA,104,NA,Terrestrial
396,Cacomantis merulinus,Cuculidae,1759,KP,,1504,Cuculiformes,Cuculidae,Cacomantis,merulinus,U,A,195,NA,85,B,0,NA,105,B,17,NA,6.7,NA,6.7,NA,8.8,B,12.3,NA,12.3,NA,25.9,NA,54,NA,132,NA,Terrestrial
397,Cacomantis sonneratii,Cuculidae,1757,KP,,1504,Cuculiformes,Cuculidae,Penthoceryx,sonneratii,R,A,205,NA,97,NA,17,NA,100,NA,12,NA,6.1,NA,6.1,NA,9.1,B,11.8,NA,11.8,NA,22.8,NA,51,NA,44,NA,Terrestrial
398,Cacomantis variolosus,Cuculidae,1761,KP,,1504,Cuculiformes,Cuculidae,Cacomantis,variolosus,U,A,220,NA,100,B,0,NA,110,B,15,NA,5.6,NA,5.6,NA,9.1,NA,12.4,NA,12.4,NA,29.3,NA,44,NA,73,NA,Terrestrial
614,Chrysococcyx basalis,Cuculidae,1771,KP,,1504,Cuculiformes,Cuculidae,Chalcites,basalis,U,A,0,NA,77,NA,15,NA,100,NA,14,NA,4.6,NA,4.6,NA,8.5,NA,9.2,NA,9.2,NA,22.8,NA,48,NA,38,NA,Terrestrial
